userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
61: (1553,58.54986572265625) (2277,58.32561492919922) (1763,58.14950180053711)* (227,58.0)* (3391,57.8514289855957) (5745,57.76191711425781) (261,57.74931716918945)* (2419,57.451881408691406) (575,57.34828186035156) (270,57.22909164428711)* (442,57.08484649658203) (2460,57.06378936767578) (8594,56.96466827392578) (11764,56.95648956298828) (6297,56.953426361083984) (9700,56.86546325683594) (3488,56.82859420776367) (2632,56.80261993408203) (5790,56.68084716796875) (3466,56.610145568847656)
62: (72,58.27423858642578)* (72,58.27423858642578)* (1001,57.33552169799805) (66,57.05909729003906) (66,57.05909729003906) (63,57.050193786621094) (63,57.050193786621094) (155,57.02063751220703) (77,56.76660919189453) (77,56.76660919189453) (511,56.621360778808594) (1397,56.600563049316406) (175,56.535850524902344) (54,56.51908874511719)* (54,56.51908874511719)* (4037,56.51634216308594) (3046,56.48219299316406) (157,56.476112365722656) (1061,56.37285232543945) (67,56.33871078491211)
63: (917,64.96971893310547)* (2343,64.3927001953125) (959,64.12903594970703)* (1369,63.89142608642578) (1513,63.73080825805664) (1249,63.69520950317383) (732,63.533050537109375) (854,63.19685745239258)* (234,63.11241912841797)* (724,63.11241149902344) (841,62.84906005859375)* (533,62.83251953125) (1360,62.817649841308594) (176,62.816436767578125) (599,62.81524658203125) (159,62.785400390625)* (72,62.765384674072266) (72,62.765384674072266) (2789,62.68196105957031) (1206,62.520713806152344)
64: (249,59.267704010009766) (1943,58.56680679321289) (3993,58.497589111328125) (1844,58.34722900390625)* (1620,58.27172088623047) (6004,58.149227142333984) (6585,58.09679412841797) (67,58.00786590576172) (67,58.00786590576172) (7685,57.986976623535156) (578,57.97883987426758) (601,57.853919982910156)* (12370,57.84161376953125) (1123,57.66151428222656) (610,57.657325744628906) (11638,57.61971664428711) (7373,57.37507629394531) (1883,57.35052490234375) (69,57.338348388671875) (69,57.338348388671875)
65: (500,59.209617614746094) (488,58.91514587402344)* (1672,58.784507751464844) (497,58.72209548950195)* (830,58.6717414855957) (507,58.4632453918457) (2850,58.36941909790039) (779,58.30296325683594) (486,58.20475769042969) (1044,58.16718292236328) (490,58.13163375854492) (1905,58.06543731689453) (1188,58.048492431640625) (978,58.02680587768555) (537,57.93904495239258) (1185,57.92591094970703) (493,57.88153076171875) (1186,57.79661560058594) (198,57.7513313293457) (5972,57.744407653808594)
66: (5833,64.39990997314453) (3768,64.13176727294922) (61,64.0973892211914)* (193,64.04159545898438) (3289,64.03949737548828) (1083,64.02717590332031) (3281,63.98406219482422) (5258,63.95384979248047) (1004,63.82494354248047) (72,63.819091796875)* (72,63.819091796875)* (2039,63.774375915527344) (93,63.73731231689453) (82,63.69755935668945) (877,63.661529541015625) (5256,63.60074234008789) (852,63.592376708984375) (13176,63.469970703125) (5260,63.39875030517578) (68,63.32274627685547)*
68: (289,62.261436462402344)* (349,61.97002029418945)* (55,61.62348175048828) (157,61.621360778808594) (525,60.93758010864258) (294,60.76499938964844)* (296,60.56498336791992) (329,60.491355895996094)* (310,60.460113525390625) (265,60.39341735839844) (161,60.327972412109375) (251,60.069576263427734) (302,59.82512664794922)* (314,59.77957534790039)* (903,59.762969970703125) (2523,59.71695327758789) (352,59.68686294555664) (535,59.65092468261719) (468,59.56523513793945)* (523,59.523773193359375)
69: (619,58.90296936035156) (748,58.81267166137695) (1731,58.488243103027344) (2605,58.477657318115234) (1745,58.308311462402344) (744,58.08625793457031) (2921,58.062252044677734) (3707,58.051334381103516) (617,58.04679870605469) (632,57.92799758911133) (444,57.869041442871094) (103,57.81756591796875) (621,57.73452377319336) (1614,57.55540084838867) (603,57.49295425415039)* (2923,57.49262619018555) (3691,57.44829559326172) (7665,57.29494094848633) (3693,57.172794342041016) (12020,57.1619758605957)
70: (154,61.444026947021484) (173,61.31327438354492)* (65,61.129695892333984) (65,61.129695892333984) (227,61.095333099365234) (233,60.76300048828125) (220,60.683746337890625) (198,60.540794372558594) (88,60.5372314453125) (229,60.515777587890625)* (377,60.49408721923828) (1116,60.437522888183594) (159,60.398372650146484) (533,60.35061264038086) (226,60.342124938964844) (1118,60.33891296386719) (72,60.201904296875) (72,60.201904296875) (969,60.088626861572266) (230,60.071739196777344)
71: (917,62.179588317871094)* (2746,62.053855895996094) (506,61.89164733886719) (726,61.57573318481445) (954,61.36998748779297) (837,61.34330749511719) (937,60.84156799316406) (1710,60.66197204589844) (1913,60.41595458984375) (503,60.31879425048828) (953,60.27098083496094) (1339,60.20401382446289)* (7922,60.18563461303711) (10585,60.17499923706055) (2055,60.17045593261719) (198,60.111419677734375) (883,60.1107063293457) (2835,60.07909393310547) (1358,60.03750228881836) (841,60.034332275390625)
72: (295,62.34150314331055)* (55,61.638771057128906)* (288,61.42619323730469) (299,61.070343017578125)* (701,60.96656036376953) (301,60.54981231689453) (349,60.461761474609375) (535,59.71173095703125) (352,59.65717315673828) (889,59.54351806640625)* (906,59.50163650512695) (326,59.42384338378906) (679,59.395477294921875) (323,59.221405029296875) (318,59.19634246826172) (296,58.9880485534668)* (314,58.97941589355469) (461,58.964576721191406) (320,58.95042419433594)* (903,58.81255340576172)
73: (72,62.694671630859375) (72,62.694671630859375) (1083,61.769378662109375) (1886,61.51448440551758) (997,61.405433654785156)* (193,61.35708236694336) (1707,61.27666091918945) (59,61.27490234375) (3768,61.2620849609375) (3289,61.0548095703125) (1014,60.989349365234375) (880,60.934661865234375) (3988,60.87992858886719) (599,60.65643310546875)* (1298,60.617340087890625) (159,60.58171081542969) (172,60.529945373535156) (1878,60.494728088378906) (1019,60.48845672607422) (4649,60.39170455932617)
74: (378,53.27386474609375) (3060,53.227867126464844) (966,53.19549560546875) (3073,53.18419647216797) (4753,53.15320587158203) (5249,53.04403305053711) (2436,53.0432014465332) (6368,52.90210723876953) (2462,52.8062629699707) (2455,52.76918029785156) (176,52.708518981933594) (1249,52.6409912109375) (295,52.52136993408203) (257,52.501827239990234) (4439,52.486785888671875) (356,52.437068939208984) (2346,52.42457962036133) (7837,52.39629364013672) (289,52.33218002319336) (475,52.24378967285156)
75: (89,63.8079719543457)* (498,63.66362380981445)* (461,63.23843765258789) (302,63.009056091308594)* (349,62.95514678955078) (523,62.30604553222656) (291,62.261871337890625) (704,62.19860076904297) (328,62.14173126220703) (293,61.86835861206055) (486,61.85621643066406) (680,61.84926223754883) (458,61.84895324707031) (325,61.83017349243164) (525,61.787506103515625) (318,61.758907318115234) (903,61.70075607299805) (966,61.65039825439453) (681,61.51862716674805) (310,61.51258850097656)
76: (399,52.71633529663086) (374,51.295616149902344) (9571,51.294246673583984) (9585,51.22007369995117) (1918,51.19609832763672) (3483,51.14622116088867) (5089,51.003719329833984) (395,50.996131896972656) (10244,50.77586364746094) (10233,50.773948669433594) (1923,50.71760559082031)* (9092,50.66215896606445) (381,50.65666961669922) (9572,50.64664077758789) (2799,50.61632537841797) (2512,50.59062957763672) (9573,50.52096939086914) (17727,50.46906661987305) (9575,50.465126037597656) (10937,50.4545783996582)
77: (154,58.42462158203125) (65,57.84684371948242) (65,57.84684371948242) (1090,57.748905181884766) (425,57.68235778808594) (228,57.635826110839844) (182,57.3768310546875) (217,57.35735321044922) (1048,57.33262634277344) (689,56.98903274536133)* (1424,56.980892181396484) (225,56.96537399291992) (2277,56.94344711303711) (1400,56.860435485839844) (533,56.78596496582031) (1632,56.75846481323242) (3057,56.74991226196289) (206,56.62166976928711) (221,56.61244201660156) (716,56.50326919555664)
78: (162,60.18596649169922) (5791,60.16254425048828) (1226,59.894657135009766) (3028,59.58652114868164) (512,59.52128219604492) (370,59.49842834472656) (2667,59.3737678527832) (5807,59.274200439453125) (831,59.07639694213867) (777,59.01332473754883) (503,59.003501892089844) (1131,58.989051818847656) (9783,58.881866455078125) (1099,58.84280014038086) (763,58.75661849975586) (407,58.70265579223633) (751,58.611717224121094) (755,58.5486946105957) (391,58.467350006103516) (1222,58.456417083740234)*
79: (288,63.171939849853516)* (300,63.166297912597656) (292,62.811195373535156)* (306,62.71247863769531) (67,62.639488220214844) (67,62.639488220214844) (701,62.593650817871094) (333,62.572166442871094) (302,62.48091125488281) (349,62.0946044921875) (55,62.06785583496094) (299,61.7379035949707) (455,61.70257568359375) (301,61.59614562988281) (310,61.58015441894531) (679,61.535797119140625) (265,61.3868408203125) (344,61.3377685546875) (523,61.234031677246094) (161,61.20328140258789)
80: (2192,50.924888610839844)* (4003,50.75526809692383) (1552,50.505470275878906) (5063,50.41696548461914) (2200,50.40532684326172)* (814,50.35602569580078) (1568,50.165443420410156) (3028,50.062644958496094) (1550,49.97925567626953) (5963,49.96684646606445) (842,49.93186950683594) (1546,49.871803283691406) (4937,49.86338806152344) (3548,49.812232971191406) (4938,49.75617599487305) (4096,49.60584259033203) (850,49.60332107543945) (6014,49.56681442260742) (3807,49.56334686279297) (4942,49.54473114013672)
81: (1012,58.31597137451172) (6621,58.247222900390625) (6631,58.08177185058594) (6626,57.92545700073242) (2236,57.863746643066406)* (2919,57.813045501708984) (5039,57.563377380371094) (2226,57.56328201293945)* (2927,57.37201690673828) (18126,57.351436614990234) (11385,57.34477996826172) (2907,57.321136474609375) (2924,57.31852722167969) (1305,57.31366729736328) (6636,57.15085983276367) (7766,57.135719299316406) (7316,57.09785079956055) (2247,57.023353576660156)* (267,56.98736572265625) (6903,56.97634506225586)
82: (1732,63.47496032714844) (1944,62.776763916015625) (1947,62.68532943725586) (12753,62.484222412109375) (7665,62.4292106628418) (2415,62.398155212402344) (2404,62.179622650146484) (632,62.09140396118164) (4079,61.988121032714844) (2402,61.96486282348633) (2541,61.951019287109375) (211,61.79150390625) (2417,61.77081298828125) (615,61.69024658203125) (6824,61.64937973022461) (154,61.58224105834961)* (10612,61.481929779052734) (629,61.47300338745117) (2640,61.416465759277344) (4532,61.36292266845703)
83: (11146,52.77593994140625) (7203,52.39667510986328) (1220,52.0988883972168) (7142,51.50394058227539) (2033,51.28211975097656) (3877,51.19236373901367) (10912,51.19110107421875) (8435,51.004337310791016) (8428,50.87556076049805) (2055,50.82583999633789) (718,50.78489685058594) (227,50.722450256347656) (8429,50.630916595458984) (2466,50.62550735473633) (8430,50.58900833129883) (2465,50.540061950683594) (986,50.534080505371094) (8427,50.472503662109375) (4609,50.44646453857422) (963,50.42024230957031)
84: (1803,68.78437805175781)* (924,68.54193878173828) (841,68.52528381347656) (1360,68.4912109375)* (928,68.34591674804688)* (957,68.33219146728516) (952,68.29478454589844) (932,68.2543716430664) (1339,68.03254699707031) (710,68.00810241699219) (2797,67.82472229003906) (1412,67.74880981445312)* (951,67.65841674804688) (163,67.64949035644531)* (930,67.56881713867188) (946,67.50236511230469) (1372,67.30715942382812) (920,67.3026123046875) (1044,67.262451171875)* (234,67.19158935546875)
85: (1206,61.83735275268555) (707,61.79172134399414) (706,61.55514144897461) (1513,61.286293029785156) (234,61.20180130004883) (843,61.16893768310547) (154,61.166709899902344) (441,61.15282440185547) (3455,61.143341064453125) (917,61.134212493896484) (450,61.05803680419922) (3416,61.034912109375) (1412,61.001197814941406) (226,60.938079833984375)* (383,60.93747329711914) (953,60.932716369628906) (1360,60.88922882080078) (841,60.822723388671875) (173,60.809539794921875) (1814,60.802093505859375)
86: (503,66.4677734375) (832,65.29448699951172) (785,65.12390899658203) (953,65.11019897460938) (2744,65.0711441040039) (850,64.77371215820312) (808,64.71161651611328) (1547,64.52304077148438) (810,64.4380111694336)* (818,64.29501342773438) (2576,64.28795623779297) (816,64.26299285888672) (806,64.24080657958984) (846,64.23707580566406) (2586,64.1158447265625) (5100,64.08360290527344) (923,64.04911804199219) (2850,63.962493896484375) (811,63.916656494140625)* (198,63.76007080078125)
87: (265,65.11647033691406)* (299,64.59674835205078) (292,64.44818115234375)* (289,64.4150619506836)* (701,64.29402160644531) (251,64.24271392822266) (55,64.17497253417969) (157,64.12205505371094) (89,64.0999755859375) (306,63.88106918334961) (1475,63.70996856689453) (300,63.6436653137207)* (241,63.377174377441406) (8991,63.21562194824219) (455,63.186283111572266) (279,63.185569763183594) (637,62.966224670410156) (5249,62.952354431152344) (889,62.9200439453125)* (2523,62.85124206542969)
88: (8109,61.773193359375) (2640,61.736839294433594) (6824,61.61516189575195) (4538,61.54955291748047) (615,61.546085357666016) (222,61.47707748413086) (6146,61.314876556396484) (2424,61.298423767089844)* (1901,61.2466926574707) (4079,61.2070426940918) (197,61.172706604003906) (219,61.09290313720703) (632,61.0362434387207) (13387,61.00661849975586) (2629,60.94851303100586) (1944,60.85433578491211)* (231,60.841888427734375) (609,60.74452209472656) (205,60.67841339111328) (12496,60.63123321533203)
89: (498,61.23731231689453)* (499,59.59677505493164) (693,59.425575256347656)* (461,59.33467102050781) (288,59.314876556396484) (466,59.30502700805664) (481,59.28045654296875) (486,59.152137756347656)* (1034,58.990440368652344) (544,58.941001892089844) (540,58.893455505371094) (1670,58.893070220947266) (537,58.880157470703125) (681,58.86977767944336) (344,58.7510986328125) (471,58.72975158691406) (524,58.65652847290039) (1043,58.56221389770508) (306,58.53889846801758) (2619,58.51936721801758)
90: (1686,57.16114807128906) (2044,56.76918411254883) (3063,56.716278076171875) (975,56.30540466308594) (3060,55.7310791015625) (959,55.68446350097656) (157,55.671775817871094) (712,55.57105255126953) (253,55.48725509643555) (945,55.34523010253906) (730,55.275733947753906) (192,55.27385711669922) (5249,55.24517822265625) (963,55.20929718017578) (1244,55.151161193847656)* (986,55.14761734008789) (2934,55.146728515625) (2068,55.1260986328125) (3585,55.032569885253906) (4917,54.9869499206543)
91: (5913,64.44954681396484) (875,64.33715057373047) (3431,64.0687484741211) (1205,63.89509201049805) (3280,63.810020446777344) (1083,63.61647415161133) (5658,63.34331130981445) (2470,63.07069396972656)* (872,62.921566009521484) (10596,62.886436462402344) (866,62.88545227050781) (1217,62.829681396484375) (1726,62.6839599609375) (1253,62.45564270019531) (5299,62.45146942138672) (18444,62.39196014404297) (1886,62.2105827331543) (861,62.13578796386719) (864,62.113494873046875) (879,62.03578567504883)
92: (2179,59.74287414550781) (5988,59.43028259277344) (1009,59.32294464111328) (1613,59.311668395996094) (89,58.93744659423828)* (330,58.7101936340332) (5731,58.631107330322266) (3316,58.62811279296875) (484,58.54865646362305) (2905,58.51970672607422) (278,58.50645446777344) (1444,58.455631256103516) (327,58.39751052856445) (644,58.36847686767578) (1576,58.3262939453125) (317,58.32082748413086) (3317,58.23582458496094) (1434,58.220298767089844) (1443,58.20516586303711) (289,58.16327667236328)*
94: (615,58.520050048828125) (416,58.39655685424805) (618,58.26291275024414) (622,57.801788330078125) (6217,57.685298919677734) (629,57.5975341796875) (231,57.58073425292969) (203,57.48986053466797)* (1390,57.44993591308594) (225,57.444244384765625) (604,57.43803405761719) (433,57.410491943359375)* (206,57.35002136230469) (1633,57.24702835083008) (195,57.19036102294922) (1097,57.160980224609375) (445,57.145965576171875) (53,57.105430603027344) (53,57.105430603027344) (757,57.08830261230469)
95: (67,64.13909912109375)* (67,64.13909912109375)* (55,64.1272964477539)* (466,64.06240844726562)* (523,63.9110107421875) (544,63.55255126953125) (291,63.53022003173828)* (325,63.13628387451172) (318,63.00933837890625) (802,62.99951934814453) (2523,62.967803955078125) (790,62.861534118652344) (352,62.766395568847656) (293,62.75410461425781) (294,62.72314453125) (320,62.62797164916992) (680,62.586029052734375) (265,62.55620574951172) (301,62.552833557128906) (903,62.54313659667969)
