userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.15043640136719) (51,65.4227294921875)* (3768,65.3507080078125) (1394,64.4457015991211) (1713,64.39132690429688) (993,64.32386016845703) (1073,64.26799774169922) (187,64.22413635253906) (1836,64.13740539550781) (238,64.06130981445312) (1013,64.01664733886719) (880,63.98378372192383) (70,63.80134963989258)* (1014,63.77664566040039) (1098,63.73700714111328) (6930,63.67742919921875) (157,63.67721176147461) (1379,63.67655563354492) (997,63.663516998291016) (59,63.57740783691406)*
61: (683,67.85989379882812) (2632,67.84949493408203) (2277,67.66062927246094) (8594,67.51114654541016) (366,67.47537994384766) (3057,67.16289520263672) (227,67.06372833251953)* (5745,66.95964813232422) (7352,66.85226440429688) (1519,66.7999038696289) (204,66.72834777832031) (3081,66.6384506225586) (1763,66.48265075683594)* (261,66.44969940185547)* (622,66.33171081542969) (2419,66.31373596191406) (1242,66.2938003540039) (5790,66.19146728515625) (10918,66.13277435302734) (154,66.11163330078125)
62: (72,74.31450653076172)* (72,74.31450653076172)* (3046,72.23838806152344) (511,72.04647827148438) (63,72.02315521240234) (63,72.02315521240234) (1001,71.58521270751953) (159,71.56629943847656) (1394,71.41541290283203) (722,71.41452026367188) (1109,71.30690002441406) (3501,71.27655029296875) (227,71.21002197265625)* (66,71.18267059326172) (66,71.18267059326172) (959,71.1795425415039) (157,71.1748046875) (54,71.110107421875)* (54,71.110107421875)* (155,71.09263610839844)
63: (959,64.5125503540039)* (2343,64.20687866210938) (234,64.1993179321289)* (1513,64.03408813476562) (1249,63.97376251220703) (917,63.70526123046875)* (854,63.69953918457031)* (3739,63.421722412109375) (982,63.2779541015625) (614,62.94352340698242)* (159,62.906044006347656)* (732,62.88201141357422) (1369,62.85403060913086) (724,62.81734085083008) (198,62.80048751831055) (2346,62.65732192993164) (220,62.59208679199219) (7,62.478248596191406) (176,62.31611251831055) (2787,62.2890739440918)
64: (69,66.07698059082031) (69,66.07698059082031) (6004,65.89148712158203) (1943,65.19158935546875) (1620,64.98381805419922) (578,64.891357421875) (610,64.8577880859375) (1844,64.62059783935547)* (263,64.53180694580078) (2923,64.52090454101562) (11124,64.42931365966797) (617,64.35869598388672) (67,64.34819030761719) (67,64.34819030761719) (601,64.1473617553711)* (11652,64.12660217285156) (474,64.02500915527344) (7427,63.77465057373047) (7123,63.761802673339844) (3158,63.751502990722656)
65: (830,64.43053436279297) (500,64.27275085449219) (1672,64.27244567871094) (488,64.23896789550781)* (412,63.73982620239258) (497,63.71883010864258)* (493,63.68810272216797) (1186,63.68745040893555) (486,63.34272384643555) (501,63.241729736328125) (1044,63.138816833496094) (978,62.95638656616211) (230,62.93460464477539) (507,62.82992935180664) (687,62.80335998535156) (1905,62.72762680053711) (966,62.70120620727539) (813,62.59816360473633) (537,62.58866500854492) (403,62.56696319580078)
66: (3768,65.19277954101562) (999,65.18488311767578) (2562,65.10258483886719) (1890,64.55659484863281)* (72,64.52880096435547)* (72,64.52880096435547)* (3201,64.49961853027344) (2936,64.48395538330078) (1004,64.47240447998047) (61,64.28826141357422)* (2552,64.15267944335938) (91,64.07673645019531) (1017,63.931358337402344) (5258,63.92023849487305) (68,63.90619659423828)* (68,63.90619659423828)* (2039,63.83753204345703) (6784,63.70736312866211) (99,63.64923095703125)* (76,63.644203186035156)
68: (349,62.31727600097656)* (289,62.27436065673828)* (314,62.16960906982422)* (302,62.0977668762207)* (329,61.895355224609375)* (333,61.84193420410156) (525,61.81550598144531) (309,61.693817138671875) (55,61.68717956542969) (310,61.6497688293457) (907,61.5446891784668) (157,61.52598571777344) (291,61.36160659790039) (331,61.33578872680664) (294,61.2663688659668)* (475,61.15113830566406) (468,61.05188751220703)* (318,60.95872116088867) (352,60.7657470703125) (461,60.70444869995117)
69: (619,68.13410949707031) (2921,67.80549621582031) (4053,67.55530548095703) (2923,67.47818756103516) (3227,67.40975952148438) (11204,67.29855346679688) (748,67.29069519042969) (617,67.26287078857422) (3707,67.17251586914062) (3691,67.05315399169922) (7665,66.96524810791016) (3673,66.9590835571289) (3686,66.78465270996094) (6004,66.77259063720703) (3695,66.76554107666016) (6824,66.71903991699219) (10558,66.6510009765625) (757,66.5804443359375) (3317,66.5773696899414) (5048,66.5426025390625)
70: (88,59.91202926635742) (56,59.320125579833984) (56,59.320125579833984) (220,59.203067779541016) (227,59.14781188964844) (226,58.674705505371094) (969,58.64170837402344) (533,58.59926223754883) (868,58.49441909790039)* (230,58.47587585449219) (198,58.16022872924805) (1873,58.134620666503906)* (250,58.11009216308594) (1398,58.01985168457031) (424,57.988956451416016) (1099,57.986045837402344) (2818,57.978416442871094) (331,57.95753479003906) (377,57.92708969116211) (4027,57.81627655029297)
71: (917,67.33998107910156)* (943,67.01956176757812) (953,67.0033187866211) (937,66.71554565429688) (2654,66.57769775390625) (841,66.53955841064453) (947,66.34602355957031) (1339,66.34182739257812)* (1358,66.27180480957031) (821,66.20559692382812) (837,66.16271209716797) (2838,65.8232650756836) (370,65.76209259033203) (824,65.7260513305664) (843,65.71444702148438)* (2966,65.54887390136719) (956,65.468994140625) (812,65.34337615966797) (846,65.29712677001953) (928,65.25543975830078)
72: (295,64.5303955078125)* (288,64.17927551269531) (55,64.14344787597656)* (701,63.649776458740234) (349,63.49965286254883) (299,63.3593864440918)* (301,63.16944122314453) (535,62.838783264160156) (296,62.63408660888672)* (352,62.62915802001953) (318,62.24553680419922) (323,62.211585998535156) (906,62.18856430053711) (679,61.99775695800781) (1601,61.861915588378906) (332,61.847293853759766) (314,61.80648422241211) (320,61.67390060424805)* (544,61.64536666870117) (461,61.54836654663086)
73: (72,72.38751983642578) (72,72.38751983642578) (187,70.73307800292969) (1014,70.60009765625) (1886,70.54740142822266) (1083,70.18270111083984) (1019,70.1303482055664) (59,69.95439147949219) (3768,69.93717956542969) (1098,69.73595428466797) (1892,69.69499206542969) (997,69.65182495117188)* (75,69.64608001708984) (75,69.64608001708984) (153,69.62757873535156) (1534,69.59019470214844) (3289,69.53369903564453) (878,69.46795654296875) (959,69.45076751708984) (159,69.41648864746094)
74: (930,69.8272705078125) (727,69.66775512695312) (955,69.64385986328125) (518,69.48521423339844)* (378,69.47762298583984) (945,69.28582763671875) (3569,69.17977905273438) (1447,69.16000366210938) (4437,69.02577209472656) (356,68.9618911743164) (89,68.85302734375) (389,68.85110473632812) (683,68.83557891845703) (3217,68.77102661132812) (679,68.74870300292969) (355,68.7200927734375) (357,68.69855499267578) (344,68.56529998779297) (498,68.56230163574219) (2184,68.53620910644531)
75: (461,66.55358123779297) (89,66.49700164794922)* (498,66.35398864746094)* (325,65.6042251586914) (291,65.42281341552734) (302,65.3826904296875)* (349,65.18550109863281) (458,65.06278991699219) (704,64.81028747558594) (542,64.73197937011719) (321,64.59944152832031) (802,64.55130004882812) (318,64.5342788696289) (681,64.45599365234375) (455,64.43675231933594) (680,64.42343139648438) (328,64.39181518554688) (686,64.36279296875) (2020,64.26902770996094) (293,64.25635528564453)
76: (399,72.96208190917969) (10244,71.14409637451172) (3483,70.44577026367188) (5089,70.31253051757812) (374,70.28746032714844) (395,70.23936462402344) (379,70.16154479980469) (5563,70.09275817871094) (390,70.08643341064453) (9089,69.82946014404297) (3324,69.81584930419922) (3552,69.764892578125) (10233,69.51188659667969) (2806,69.50890350341797) (10247,69.1693115234375) (1918,69.16498565673828) (8392,69.13668060302734) (17717,68.97763061523438) (382,68.86187744140625) (17719,68.8503189086914)
77: (228,65.33454132080078) (3370,64.54104614257812) (1090,64.46762084960938) (533,64.330810546875) (5030,64.29796600341797) (1048,64.22601318359375) (1155,64.05941772460938) (716,64.01329040527344) (65,63.92803955078125) (65,63.92803955078125) (857,63.55503463745117) (903,63.375572204589844) (604,63.32059860229492) (1400,63.31890106201172) (220,63.10606002807617) (154,63.0394172668457) (15233,63.0389289855957) (1509,63.02788543701172) (9160,63.0057258605957) (1520,62.990081787109375)
78: (1226,74.86695861816406) (45,73.57583618164062) (5069,73.2337417602539) (2028,72.91194152832031) (407,72.84934997558594) (162,72.83892059326172) (748,72.7825927734375) (503,72.7537841796875) (1222,72.72016143798828)* (1099,72.52584075927734) (1700,72.51726531982422) (2668,72.36731719970703) (755,72.34500122070312) (2667,72.28981018066406) (4863,72.0438003540039) (238,72.0086441040039) (2605,71.97785949707031) (512,71.923828125) (1104,71.89625549316406) (233,71.87236022949219)
79: (333,64.62801361083984) (300,64.39555358886719) (288,64.25942993164062)* (344,63.98881149291992) (679,63.953880310058594) (302,63.89387512207031) (701,63.79657745361328) (292,63.6988639831543)* (342,63.47936248779297) (67,63.205535888671875) (67,63.205535888671875) (306,63.047088623046875) (301,62.99640655517578) (355,62.89199447631836) (349,62.856040954589844) (455,62.73820877075195) (321,62.61132049560547) (1459,62.604679107666016) (538,62.53520202636719) (161,62.43566131591797)
80: (814,73.81946563720703) (2192,73.19395446777344)* (2200,72.6685562133789)* (1568,72.66227722167969) (4936,72.58132934570312) (1552,72.01274108886719) (839,71.91490173339844) (842,71.9097900390625) (1550,71.87982177734375) (4229,71.86044311523438) (4503,71.69866943359375) (4508,71.64991760253906) (1546,71.63536834716797) (850,71.56179809570312) (2621,71.54354858398438) (1559,71.26979064941406) (4166,71.14016723632812) (5963,71.12486267089844) (1192,71.09453582763672) (1566,71.01890563964844)
81: (1544,66.52457427978516) (284,65.98345947265625) (9799,65.5500717163086) (240,65.54035949707031) (6377,65.016357421875) (4183,64.69706726074219) (267,64.6761245727539) (2226,64.33842468261719)* (12751,64.31825256347656) (11069,63.93157196044922) (16086,63.81217956542969) (3317,63.756072998046875) (2516,63.748329162597656) (2907,63.742916107177734) (6288,63.708702087402344) (2513,63.690673828125) (2511,63.662078857421875) (16084,63.555023193359375) (2518,63.54589080810547) (2179,63.52006530761719)
82: (632,68.99869537353516) (2415,68.30557250976562) (418,67.6435775756836) (2424,67.53518676757812) (222,67.52314758300781) (1732,67.41209411621094) (3258,67.37344360351562) (154,67.36921691894531)* (629,67.33269500732422) (217,67.23912048339844) (6836,67.14961242675781) (211,67.14862823486328) (4532,66.95279693603516) (223,66.94231414794922) (4079,66.85785675048828) (2585,66.7877197265625) (1747,66.77091217041016) (1944,66.67608642578125) (602,66.59690856933594) (2407,66.5628890991211)
83: (2338,54.24496078491211)* (2339,53.487449645996094)* (4365,52.82817840576172) (1790,52.52150344848633) (2952,52.506412506103516) (8230,52.40718078613281) (8454,52.32911682128906) (13700,52.23712921142578) (8444,52.031925201416016) (4361,52.001136779785156) (511,51.98479461669922) (183,51.803035736083984) (14248,51.61830520629883) (4649,51.536842346191406) (8427,51.46936798095703) (14391,51.45162582397461) (8425,51.42382049560547) (2616,51.3990592956543) (5242,51.34044647216797) (723,51.16349792480469)
84: (1803,69.39409637451172)* (952,68.6759262084961) (1360,67.90066528320312)* (2787,67.7763671875) (951,67.73271942138672) (710,67.4622573852539) (2797,67.33140563964844) (928,67.32518768310547)* (2790,67.18633270263672) (234,67.06704711914062) (1372,67.04729461669922) (2789,67.0072021484375) (841,66.8322982788086) (4180,66.71044921875) (854,66.6629409790039) (1810,66.5915756225586) (924,66.57313537597656) (982,66.56087493896484) (230,66.35445404052734) (957,66.26776123046875)
85: (3455,67.88569641113281) (10859,67.4215316772461) (12909,66.89732360839844) (707,66.84274291992188) (3095,66.8041763305664) (173,66.77420043945312) (234,66.6403579711914) (2794,66.53983306884766) (3739,66.43717193603516) (159,66.3713607788086) (5079,66.31361389160156) (3086,66.27106475830078) (3328,66.2326889038086) (198,66.23095703125) (1808,66.1621322631836) (1513,66.14588928222656) (2785,66.1216812133789) (841,66.1054458618164) (487,66.10267639160156) (1814,66.08008575439453)
86: (816,67.80239868164062) (1044,67.39938354492188) (808,67.21601867675781) (1195,66.92540740966797) (768,66.80020904541016) (1672,66.43527221679688) (3239,66.29450988769531) (1853,66.25536346435547) (1145,66.22377014160156) (1180,66.19224548339844) (412,66.18909454345703) (2850,66.0150375366211) (2576,65.9987564086914) (785,65.98843383789062) (818,65.9207992553711) (834,65.91775512695312) (5100,65.88602447509766) (198,65.85782623291016) (1188,65.8529052734375) (953,65.82935333251953)
87: (251,63.33943557739258) (89,62.915958404541016) (652,62.88241195678711) (292,62.74539566040039)* (265,62.735408782958984)* (289,62.69837951660156)* (299,62.69120407104492) (279,62.66144561767578) (1602,62.62071228027344) (798,62.57044219970703) (701,62.50333786010742) (1475,62.458587646484375) (239,62.42725372314453) (322,62.295658111572266) (787,62.13328552246094) (241,62.04918670654297) (455,62.00169372558594) (290,61.93928527832031) (360,61.89129638671875) (287,61.864959716796875)
88: (1944,69.31267547607422)* (618,69.09442138671875) (1164,68.59534454345703) (5414,68.22950744628906) (1117,68.2010498046875) (12753,68.08905792236328) (227,67.67932891845703) (615,67.63675689697266) (2629,67.63236236572266) (2424,67.54185485839844)* (604,67.52986907958984) (9709,67.52301025390625) (418,67.4167709350586) (222,67.40409851074219) (8649,67.3484878540039) (442,67.34280395507812) (231,67.29615783691406) (197,67.29602813720703) (6824,67.22069549560547) (416,67.1552734375)
89: (498,69.34078216552734)* (344,67.8653335571289) (466,67.83587646484375) (1043,67.75301361083984) (693,67.67530822753906)* (816,67.65258026123047) (324,67.64496612548828) (461,67.59937286376953) (288,67.3251724243164) (540,67.19368743896484) (681,67.19270324707031) (691,67.0888900756836) (470,66.94567108154297) (486,66.92410278320312)* (1185,66.8725357055664) (679,66.59078979492188) (1678,66.48275756835938) (1455,66.308837890625) (686,66.12574005126953) (325,66.09358978271484)
90: (5267,70.09387969970703) (945,69.90642547607422) (5649,69.42083740234375) (3588,69.26409149169922) (3217,69.20018768310547) (3063,69.20018005371094) (3611,69.1644515991211) (1686,69.13850402832031) (3060,69.06942749023438) (7159,69.03595733642578) (1244,68.95123291015625)* (163,68.90773010253906) (8372,68.90135192871094) (3062,68.89649963378906) (157,68.82958984375) (396,68.81919860839844) (2746,68.78812408447266) (364,68.7300033569336) (3603,68.71187591552734) (1415,68.68909454345703)*
91: (2470,65.51544189453125)* (875,65.00726318359375) (3280,64.46198272705078) (1709,64.43850708007812) (1888,64.33277130126953) (1213,63.70699691772461) (1085,63.70136642456055) (59,63.568878173828125) (2043,63.36016845703125)* (2472,63.3427734375)* (1886,63.18345260620117) (1083,62.98999786376953) (3299,62.86640930175781) (3295,62.85810852050781) (879,62.739654541015625) (864,62.656715393066406) (5913,62.642887115478516) (6835,62.57944869995117) (862,62.42076110839844) (874,62.38948440551758)
92: (89,66.35289001464844)* (2455,66.11038970947266) (3317,66.02361297607422) (356,65.87741088867188) (2179,65.73822784423828) (527,65.45758819580078) (7340,65.41819763183594) (1613,65.27767181396484) (1433,65.2378921508789) (2467,65.09613800048828) (1440,65.01110076904297) (331,64.98999786376953) (3060,64.93643188476562) (374,64.93035888671875) (1443,64.90989685058594) (327,64.87129211425781) (2442,64.82389068603516) (289,64.81175231933594)* (377,64.8053207397461) (5988,64.78282165527344)
94: (1155,61.828369140625) (416,61.45672607421875) (84,61.34982681274414) (757,60.98576354980469) (3693,60.456321716308594) (618,60.32315444946289) (615,60.28604507446289) (425,60.22909927368164) (703,60.12498092651367) (629,60.091705322265625) (1390,59.906063079833984) (1633,59.81894302368164) (432,59.79001998901367) (203,59.78251266479492)* (4064,59.738887786865234) (59,59.733375549316406)* (225,59.70769119262695) (1097,59.64634323120117) (207,59.58354949951172) (1986,59.555686950683594)
95: (466,68.57197570800781)* (291,68.33155059814453)* (498,68.03558349609375)* (464,67.81011199951172) (325,67.79016876220703) (293,67.63666534423828) (318,67.62471771240234) (544,67.48883056640625) (456,67.22163391113281) (523,67.20685577392578) (67,67.17594146728516)* (67,67.17594146728516)* (55,67.15123748779297)* (455,67.01223754882812) (686,66.90084838867188)* (458,66.87899780273438) (342,66.81941986083984) (320,66.78448486328125) (1047,66.73910522460938) (908,66.70875549316406)
96: (157,65.02579498291016) (253,64.93331146240234) (180,64.79256439208984) (959,64.77371215820312) (187,63.8187255859375) (155,63.64484786987305) (1001,63.594886779785156) (2031,63.409297943115234) (2783,63.14128494262695) (251,63.10486602783203) (2936,63.07829284667969) (258,63.004398345947266) (1079,62.877525329589844) (72,62.83664321899414) (72,62.83664321899414) (951,62.72586441040039) (55,62.719993591308594) (1810,62.69984817504883) (889,62.685489654541016) (340,62.676513671875)
