userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,11.09520149230957)* (1001,9.295970916748047) (1098,8.181228637695312) (238,8.147696495056152) (1073,8.05726146697998) (59,7.995640754699707)* (1013,7.671652793884277) (997,7.544815540313721) (4308,7.404715061187744) (173,7.377686500549316) (998,7.356198310852051) (157,6.83020544052124) (993,6.710125923156738) (1014,6.702834606170654) (159,6.542559623718262) (3281,6.453182220458984) (599,6.35756254196167) (1062,6.344254493713379) (511,6.320759296417236) (187,6.319375038146973)
62: (72,27.949241638183594)* (72,27.949241638183594)* (67,12.546807289123535) (67,12.546807289123535) (229,12.436418533325195) (227,10.73049545288086)* (159,9.959451675415039) (1001,9.814070701599121) (89,9.593775749206543) (511,9.564397811889648) (157,9.105140686035156) (486,8.848752975463867) (377,8.592202186584473) (7,8.489543914794922) (1104,8.369341850280762) (56,8.279884338378906) (56,8.279884338378906) (59,7.823180675506592) (1379,7.812258720397949) (1075,7.511256217956543)
63: (917,18.058019638061523)* (959,13.504535675048828)* (1249,11.97872543334961) (234,11.344313621520996)* (1369,10.916327476501465) (220,9.426259994506836) (533,9.300738334655762) (614,9.080812454223633)* (1372,9.000207901000977) (599,8.894614219665527) (562,8.787948608398438)* (1513,8.678495407104492) (2343,8.606008529663086) (511,8.497105598449707) (198,8.404071807861328) (230,8.195304870605469) (920,8.119012832641602) (2347,7.934887886047363) (982,7.827404975891113) (176,7.8153581619262695)
64: (72,19.238489151000977) (72,19.238489151000977) (227,17.446552276611328) (278,15.402832984924316) (67,14.872944831848145) (67,14.872944831848145) (1098,13.478156089782715) (1620,12.802452087402344) (599,12.604875564575195) (238,12.21376895904541) (1167,12.090178489685059) (1073,12.064188003540039) (1627,12.017081260681152) (1123,10.951726913452148) (475,10.619000434875488) (331,10.550731658935547) (2179,10.508270263671875) (51,10.435981750488281) (56,10.224807739257812) (56,10.224807739257812)
65: (1672,16.272071838378906) (486,15.902978897094727) (500,15.879661560058594) (488,15.463480949401855)* (198,14.9351806640625) (830,13.958702087402344) (497,13.72413444519043)* (1186,13.712311744689941) (1044,13.648355484008789) (978,13.398016929626465) (536,13.348082542419434) (2661,13.288226127624512) (813,13.206952095031738) (230,13.142908096313477) (190,13.116941452026367) (1043,12.991084098815918) (517,12.791577339172363) (412,12.737984657287598) (815,12.383548736572266) (507,12.30428695678711)
66: (72,22.4725284576416)* (72,22.4725284576416)* (3280,8.859007835388184) (67,8.639978408813477) (67,8.639978408813477) (3201,7.885316848754883) (599,7.558804988861084) (187,7.531153202056885) (3289,7.502874851226807) (1707,7.411535263061523) (2938,7.254390716552734) (1083,7.155613422393799) (61,7.052554130554199)* (238,7.040005207061768) (2039,6.970132827758789) (2552,6.955810070037842) (877,6.951037883758545) (4126,6.912454605102539) (3281,6.873244285583496) (2936,6.6699748039245605)
68: (289,19.682525634765625)* (333,13.326189041137695) (55,12.156475067138672) (302,11.684218406677246)* (679,11.198064804077148) (157,11.165534973144531) (461,10.807138442993164) (349,10.4531888961792)* (291,10.067520141601562) (310,9.679717063903809) (331,9.638407707214355) (903,9.444279670715332) (468,9.40347671508789)* (525,9.400115966796875) (344,9.290082931518555) (475,9.218530654907227) (325,9.146954536437988) (294,9.136236190795898)* (352,8.849363327026367) (323,8.789495468139648)
69: (622,15.859869003295898) (278,13.338611602783203) (2289,12.3658447265625) (440,12.244573593139648) (2921,12.139747619628906) (227,11.977587699890137) (604,11.95630168914795) (757,11.89731216430664) (748,11.759719848632812) (217,11.721546173095703) (433,11.486593246459961) (1620,11.455531120300293) (2415,11.264928817749023) (2281,11.213153839111328) (418,11.147322654724121) (629,11.00151252746582) (249,10.881697654724121) (1633,10.847738265991211) (3691,10.841039657592773) (266,10.827653884887695)
70: (227,15.075556755065918) (154,13.78430461883545) (220,9.216512680053711) (229,8.914619445800781)* (533,8.235954284667969) (1090,8.073665618896484)* (65,8.016571044921875) (65,8.016571044921875) (424,7.898142337799072) (173,7.71086311340332)* (982,7.471596717834473) (159,7.386023044586182) (436,7.379304885864258) (225,7.189242362976074) (203,7.115771770477295) (429,6.86456823348999) (868,6.791965961456299)* (226,6.771160125732422) (230,6.603214263916016) (88,6.536629676818848)
71: (917,20.61691665649414)* (841,13.881707191467285) (1358,13.52035140991211) (1369,12.248287200927734) (1131,12.013269424438477) (706,11.842026710510254) (163,11.566825866699219) (152,10.794076919555664) (843,10.240777015686035)* (1360,10.14447021484375) (1372,10.020856857299805) (959,9.90785026550293) (198,9.728755950927734) (370,9.43093490600586) (2787,9.092828750610352) (614,9.07628059387207) (234,9.061057090759277) (517,9.005356788635254) (1274,8.991033554077148) (854,8.929353713989258)
72: (288,18.052490234375) (295,15.487163543701172)* (701,13.436552047729492) (55,11.729398727416992)* (349,9.508294105529785) (461,9.277095794677734) (299,8.941670417785645)* (679,8.541260719299316) (543,8.427690505981445) (301,8.264060020446777) (325,8.230295181274414) (320,8.063987731933594)* (332,8.019083976745605) (323,7.8967742919921875) (352,7.767987251281738) (318,7.534637451171875) (802,7.531329154968262) (908,7.466275215148926) (535,7.455477714538574) (903,7.3985443115234375)
73: (72,24.824853897094727) (72,24.824853897094727) (173,9.166889190673828) (67,8.16583251953125) (67,8.16583251953125) (190,8.1411771774292) (238,7.672021865844727) (187,6.728392124176025) (59,6.6209821701049805) (1083,6.620065689086914) (159,6.537947654724121) (1707,6.304688930511475) (1104,6.136283874511719) (1886,6.116786956787109) (487,6.082870006561279) (1075,6.050195217132568) (1014,6.029431343078613) (1534,5.962571144104004) (997,5.888484477996826)* (1062,5.8594794273376465)
74: (3466,11.193256378173828) (1464,10.693424224853516) (316,10.061895370483398) (701,10.000936508178711) (2176,9.384176254272461) (714,9.30738639831543) (1772,9.183371543884277) (1470,9.168168067932129) (727,9.143953323364258) (283,9.03073501586914) (3081,9.028023719787598) (257,8.996610641479492) (355,8.938822746276855) (966,8.909671783447266) (1740,8.881380081176758) (342,8.843208312988281) (344,8.766736030578613) (1447,8.738931655883789) (366,8.736543655395508) (2051,8.719709396362305)*
75: (89,21.271800994873047)* (498,14.168426513671875)* (302,13.350617408752441)* (461,13.331329345703125) (291,12.529382705688477) (349,11.844038009643555) (325,10.755600929260254) (257,10.72056770324707) (908,10.486040115356445) (486,10.43348217010498) (331,10.208107948303223) (328,10.170230865478516) (310,10.146692276000977) (802,9.94198989868164) (320,9.857367515563965) (523,9.75857925415039) (294,9.719197273254395) (525,9.683080673217773) (2020,9.597670555114746) (290,9.474297523498535)
76: (2179,31.05459213256836) (2102,29.284408569335938)* (374,28.15634536743164) (1613,28.072437286376953) (2220,26.678741455078125) (399,25.990680694580078) (330,25.252613067626953) (2226,25.117008209228516) (278,25.06178092956543) (2439,24.776355743408203) (3324,24.551414489746094) (267,24.51154899597168) (395,24.435518264770508) (279,23.924579620361328) (3318,23.41010284423828) (386,23.126270294189453) (3317,23.032054901123047) (379,22.905956268310547) (4980,22.90585708618164) (468,22.884578704833984)
77: (228,10.075406074523926) (65,9.93005657196045) (65,9.93005657196045) (1090,8.747193336486816) (1400,8.006916046142578) (533,7.895715713500977) (225,7.442790985107422) (1048,7.360762119293213) (220,7.093033790588379) (154,6.897655487060547) (425,6.797883033752441) (182,6.606773853302002) (217,6.580145835876465) (689,6.565203666687012)* (3200,6.466420650482178) (2600,6.2875895500183105) (428,6.210415363311768) (2614,6.167817115783691) (173,6.122863292694092) (203,5.964003562927246)
78: (2747,18.904895782470703) (45,18.613561630249023) (487,17.144548416137695) (758,15.830907821655273) (9,15.379247665405273) (1277,14.727581024169922) (3046,14.705846786499023) (1292,14.403846740722656) (162,14.196548461914062) (4887,13.997262954711914) (1788,13.92319393157959) (3827,13.663829803466797) (779,13.435546875) (3087,13.431154251098633) (1303,13.410330772399902) (1786,13.326730728149414) (754,13.300718307495117) (768,13.26662826538086) (512,13.251452445983887) (2667,13.148502349853516)
79: (300,17.75893211364746) (288,17.36600112915039)* (333,17.161039352416992) (701,15.510032653808594) (292,14.443302154541016)* (67,13.520642280578613) (67,13.520642280578613) (679,13.323097229003906) (302,12.794374465942383) (344,12.755159378051758) (475,12.3475980758667) (306,11.799459457397461) (230,11.095185279846191) (55,10.530664443969727) (331,10.377165794372559) (349,10.347387313842773) (681,10.159070014953613) (310,10.009025573730469) (903,9.968209266662598)* (525,9.939502716064453)
80: (500,17.53706932067871) (1192,17.0906925201416) (2850,16.71810531616211) (1185,16.53982162475586) (1853,16.444442749023438) (3028,15.775029182434082) (839,15.225107192993164) (768,14.937797546386719)* (808,14.932409286499023) (809,14.836715698242188) (842,14.806175231933594) (815,14.767683982849121)* (845,14.578145980834961) (2214,14.459267616271973)* (2429,14.446073532104492) (4504,14.38874626159668) (1552,14.250761032104492) (2618,14.136026382446289) (2586,14.06226921081543) (1180,13.983381271362305)
81: (2179,26.842039108276367) (1613,23.92247772216797) (267,20.69198989868164) (375,19.365793228149414) (2097,19.081287384033203) (1636,18.88401985168457) (2092,18.606830596923828) (367,17.776290893554688) (2094,17.625858306884766) (2101,17.52334213256836) (2102,16.895139694213867) (4344,16.88992691040039) (5565,16.566072463989258) (2747,16.51214599609375) (10228,16.475706100463867) (2106,16.472654342651367) (6626,16.059032440185547) (369,16.05245590209961) (331,15.816289901733398) (475,15.781466484069824)
82: (227,14.54072380065918) (217,12.534794807434082) (9727,11.603965759277344) (154,10.8684720993042)* (2415,10.576812744140625) (1633,10.31566047668457)* (2541,9.906306266784668) (3364,9.857933044433594) (5414,9.741310119628906) (7665,9.392538070678711) (8469,9.155488967895508) (1947,9.121357917785645) (898,9.098424911499023) (1954,9.050193786621094) (703,9.01777458190918) (2538,8.997974395751953) (3335,8.929936408996582) (1390,8.891458511352539) (8705,8.801146507263184) (6229,8.757863998413086)
83: (227,13.720871925354004) (610,13.472240447998047) (969,11.082844734191895) (603,11.010736465454102) (565,9.809224128723145) (581,9.687301635742188) (2605,9.632625579833984) (3019,9.160222053527832) (5348,9.156181335449219) (572,9.148082733154297) (475,9.006925582885742) (5346,8.923696517944336) (8427,8.915874481201172) (220,8.819816589355469) (3024,8.769598007202148) (992,8.614992141723633) (1244,8.462258338928223) (2698,8.438748359680176) (1743,8.41847038269043) (583,8.411676406860352)
84: (841,20.698001861572266) (163,19.66187858581543)* (1412,19.35603904724121)* (227,17.181108474731445) (1360,16.712020874023438)* (1372,16.594768524169922) (230,14.516069412231445) (951,14.402243614196777) (920,14.396379470825195) (2787,13.9658203125) (234,13.945182800292969) (868,13.89494514465332) (562,13.863363265991211) (922,13.360767364501953) (735,12.964070320129395)* (1803,12.87589168548584)* (957,12.871910095214844) (614,12.757108688354492) (1415,12.744890213012695) (2838,12.742355346679688)
85: (707,10.794185638427734) (1131,10.379449844360352) (234,9.415555953979492) (917,8.609199523925781) (614,8.31881332397461) (154,8.111717224121094) (198,7.869501113891602) (226,7.6829023361206055)* (163,7.450482368469238) (188,7.406525611877441) (383,7.2344536781311035) (843,7.20802116394043) (1206,7.193511486053467) (964,7.079780578613281) (706,7.07452917098999) (1974,7.048891067504883) (436,6.999806880950928) (1119,6.928037643432617) (920,6.7551093101501465) (220,6.5082106590271)
86: (498,20.88448715209961) (816,20.668476104736328) (198,18.696735382080078) (1672,17.783706665039062) (808,17.545307159423828) (1180,16.604522705078125) (1044,16.465356826782227) (486,16.2132568359375) (503,15.54777717590332) (412,15.192861557006836) (497,15.065056800842285) (2850,14.766820907592773) (1186,14.609261512756348) (2661,14.373263359069824) (507,14.345990180969238) (209,14.262039184570312) (1188,13.968628883361816) (1116,13.938838958740234) (1131,13.929033279418945) (1185,13.710432052612305)
87: (289,15.98747730255127)* (701,14.288477897644043) (89,13.0753173828125) (292,12.390052795410156)* (300,11.073599815368652)* (55,9.887414932250977) (679,9.661783218383789) (299,9.450027465820312) (333,9.434526443481445) (327,9.394448280334473) (461,9.344715118408203) (323,9.344610214233398) (251,9.320479393005371) (468,9.222497940063477) (157,9.168584823608398) (265,9.08462905883789)* (279,9.023308753967285) (326,9.011634826660156) (290,8.978378295898438) (915,8.615078926086426)
88: (227,17.14635467529297) (217,12.577489852905273) (1633,11.939943313598633) (1963,11.719865798950195) (1627,11.674251556396484) (2289,11.056991577148438) (4079,10.939706802368164) (3364,10.899735450744629) (1964,10.886275291442871) (632,10.634869575500488) (416,10.48401927947998) (2541,10.118644714355469) (599,10.000664710998535) (2542,9.98037052154541) (429,9.964251518249512) (5549,9.956953048706055) (604,9.954636573791504) (195,9.864113807678223) (615,9.86025333404541) (1957,9.8602294921875)
89: (498,25.518461227416992)* (486,17.20818519592285)* (466,17.198686599731445) (288,16.505205154418945) (1043,16.154638290405273) (190,15.008527755737305)* (292,14.826210021972656) (461,14.701147079467773) (230,14.437309265136719) (295,14.373812675476074) (324,14.164897918701172) (540,14.127729415893555) (65,14.044734001159668) (65,14.044734001159668) (471,13.950247764587402) (229,13.579591751098633) (344,13.477338790893555) (1470,13.34178638458252) (816,13.169609069824219) (693,13.163232803344727)*
90: (157,8.657134056091309) (641,8.349165916442871) (330,8.133106231689453) (374,7.958850860595703) (2226,7.949554920196533) (1244,7.945858001708984)* (1613,7.78005313873291) (959,7.549321174621582) (375,7.415330410003662) (1464,7.4004058837890625) (468,7.397438049316406) (67,7.165770530700684) (67,7.165770530700684) (718,7.131673336029053) (2044,7.0205864906311035) (1772,6.929064750671387) (331,6.927850723266602) (3466,6.852231025695801) (279,6.8300323486328125) (3966,6.727922439575195)
91: (154,10.680839538574219) (3280,9.326603889465332) (238,9.210304260253906) (163,9.187176704406738) (3289,9.061726570129395) (418,9.055949211120605) (370,8.828962326049805) (233,8.693252563476562) (162,8.584707260131836) (1709,8.420966148376465) (2470,8.393059730529785)* (5299,8.29957389831543) (3417,8.206914901733398) (3481,8.079208374023438) (152,8.00838851928711) (1131,7.887875556945801) (1837,7.456536769866943) (1418,7.391003608703613) (1222,7.390508651733398) (429,7.337609767913818)
92: (89,17.65163230895996)* (289,17.514787673950195)* (157,14.91396713256836) (292,14.079997062683105) (227,13.394922256469727) (333,12.38735580444336) (701,12.299129486083984) (55,11.59539794921875) (959,11.05183219909668) (378,10.571548461914062) (257,10.088106155395508) (349,9.560770988464355) (291,9.3863525390625) (331,9.34715461730957) (468,9.244725227355957) (1613,9.225534439086914) (903,8.840506553649902) (230,8.825786590576172) (377,8.81628131866455) (190,8.792434692382812)
94: (599,10.682014465332031)* (207,9.471611022949219) (203,8.745340347290039)* (225,8.520597457885742) (229,8.272092819213867) (615,8.097036361694336) (622,8.060392379760742) (618,7.941926002502441) (416,7.829193115234375) (1627,7.639398097991943) (1090,7.554562568664551) (632,7.486210823059082) (228,7.4513750076293945) (59,7.310011863708496)* (1167,7.277395725250244) (206,6.924308776855469) (88,6.900015830993652)* (436,6.889572620391846) (604,6.7873921394348145) (53,6.7503509521484375)
95: (67,13.259450912475586)* (67,13.259450912475586)* (466,13.057479858398438)* (55,11.457547187805176)* (291,10.766742706298828)* (320,9.890548706054688) (325,9.54715633392334) (543,9.338968276977539)* (908,9.314840316772461) (802,9.162397384643555) (523,9.126909255981445) (456,8.811098098754883) (294,8.74692153930664) (1042,8.745746612548828) (318,8.728860855102539) (498,8.641219139099121)* (544,8.590699195861816) (290,8.525065422058105) (2020,8.505081176757812) (328,8.46364974975586)
