userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,32.04536819458008) (175,31.976829528808594) (51,31.805654525756836)* (157,31.769336700439453) (1836,31.647449493408203) (193,31.518014907836914) (1394,31.508024215698242) (1009,31.30048179626465) (993,31.26662826538086) (1795,31.23754119873047) (511,31.23424530029297) (187,31.209806442260742) (1156,30.946598052978516) (1122,30.911243438720703) (1098,30.80465316772461) (155,30.78659439086914) (1395,30.76462745666504) (722,30.73705291748047) (3501,30.72675323486328) (70,30.61557960510254)*
61: (2460,34.28932189941406) (5416,33.25080490112305) (8716,32.997047424316406) (261,32.87838363647461)* (1763,32.80770492553711)* (5745,32.44981002807617) (3747,32.171180725097656) (270,32.164207458496094)* (11765,32.13590621948242) (2277,32.12024688720703) (5441,32.08955764770508) (1135,32.06061553955078) (6137,32.02010726928711) (2638,31.743253707885742) (2419,31.731435775756836) (11764,31.637062072753906) (8594,31.528867721557617) (7411,31.51262855529785) (1126,31.456619262695312) (3488,31.447961807250977)
62: (3046,32.498653411865234) (72,32.155113220214844)* (72,32.155113220214844)* (184,32.043487548828125) (722,31.936389923095703) (63,31.908008575439453) (63,31.908008575439453) (66,31.372453689575195) (66,31.372453689575195) (1787,31.23147964477539)* (183,31.195579528808594) (377,31.112628936767578) (511,30.843666076660156) (229,30.794076919555664) (165,30.57314682006836) (521,30.451339721679688) (4616,30.445573806762695) (1099,30.39434242248535) (155,30.36854362487793) (1379,30.330720901489258)
63: (2343,34.390708923339844) (1249,33.89943313598633) (959,33.81474685668945)* (176,33.51100158691406) (917,33.10725402832031)* (732,32.96272277832031) (1513,32.87202835083008) (724,32.8609619140625) (951,32.81001281738281) (1369,32.60844039916992) (2787,32.46444320678711) (234,32.25994873046875)* (2347,32.20140075683594) (2797,32.188941955566406) (982,32.115665435791016) (2346,31.979347229003906) (2784,31.95244026184082) (533,31.70978546142578) (928,31.488393783569336)* (1372,31.485811233520508)
64: (69,32.525917053222656) (69,32.525917053222656) (610,32.34761047363281) (1620,31.337615966796875) (1844,30.76614761352539)* (601,30.719932556152344)* (7530,30.638256072998047) (1491,30.62276268005371) (10145,30.556167602539062) (578,30.35555076599121) (12137,30.279903411865234) (7527,30.166831970214844) (1943,30.037185668945312) (249,29.969335556030273) (73,29.840526580810547) (73,29.840526580810547) (1941,29.816679000854492) (13923,29.706802368164062) (1123,29.69744110107422) (8372,29.67527961730957)
65: (500,30.64743423461914) (488,30.531408309936523)* (486,30.21932029724121) (1905,30.21036720275879) (230,29.890031814575195) (1672,29.870031356811523) (497,29.805984497070312)* (978,29.726633071899414) (1179,29.442867279052734) (198,29.394559860229492) (1351,29.35138702392578) (830,29.339004516601562) (2940,29.267112731933594) (490,29.210779190063477) (726,28.968704223632812) (1044,28.900999069213867) (472,28.89377212524414)* (378,28.8919620513916) (536,28.887855529785156) (966,28.880462646484375)
66: (3768,34.34864807128906) (1897,33.5064811706543)* (877,33.30592346191406) (61,33.22806930541992)* (193,32.931060791015625) (5833,32.60007858276367) (72,32.488468170166016)* (72,32.488468170166016)* (68,32.343048095703125)* (68,32.343048095703125)* (99,32.32676696777344)* (91,32.06407928466797) (2937,31.928308486938477) (7347,31.7851505279541) (159,31.735300064086914) (187,31.645559310913086) (1083,31.609752655029297) (6065,31.579307556152344) (852,31.53546905517578) (2027,31.312353134155273)
68: (468,28.92044448852539)* (314,28.916362762451172)* (349,28.33470344543457)* (907,28.16069793701172) (2220,28.037385940551758) (310,27.89208984375) (329,27.876609802246094)* (55,27.860877990722656) (331,27.791786193847656) (302,27.731477737426758)* (4566,27.727697372436523) (1444,27.52998161315918) (1457,27.4753360748291) (289,27.447431564331055)* (241,27.432861328125) (279,27.407072067260742) (294,27.319942474365234)* (312,27.31864356994629) (525,27.307968139648438) (1613,27.219213485717773)
69: (2921,33.10285186767578) (1620,32.94928741455078) (619,32.77598190307617) (2923,32.69221496582031) (3695,32.43372344970703) (1946,32.26934051513672)* (3707,32.10084915161133) (249,31.99039077758789) (617,31.965932846069336) (3700,31.385576248168945) (11204,31.361602783203125) (1941,31.35415267944336) (748,31.328107833862305) (3227,31.319032669067383) (7665,31.254261016845703) (3132,31.20046043395996) (10558,31.086502075195312) (5048,31.0799617767334) (6336,31.062623977661133) (2716,31.05098533630371)
70: (969,30.798898696899414) (88,30.750219345092773) (1090,30.702495574951172)* (220,30.6887149810791) (716,30.412921905517578) (1055,30.113842010498047) (250,30.087404251098633) (2738,29.82740020751953) (229,29.778518676757812)* (3475,29.718355178833008) (547,29.709636688232422) (208,29.685800552368164) (227,29.675174713134766) (2821,29.652427673339844) (1512,29.6328125) (857,29.566484451293945) (331,29.51510238647461) (198,29.511459350585938) (868,29.49905776977539)* (3627,29.4703369140625)
71: (1338,32.73167419433594) (943,32.32719039916992) (15,32.07046890258789) (928,32.062721252441406) (1343,32.01221466064453) (917,31.926441192626953)* (1339,31.726980209350586)* (370,31.294349670410156) (944,31.114641189575195)* (2654,30.98265266418457) (2370,30.943254470825195) (942,30.809627532958984) (4690,30.75536346435547) (937,30.668987274169922) (396,30.64134979248047) (3940,30.59658432006836) (1342,30.49287986755371) (2975,30.48885726928711) (710,30.4759578704834) (1358,30.40032196044922)
72: (55,30.256267547607422)* (295,30.220476150512695)* (349,30.013172149658203) (701,29.917085647583008) (299,29.722137451171875)* (288,29.704740524291992) (296,28.997182846069336)* (301,28.84598159790039) (906,28.73775291442871) (535,28.634742736816406) (311,28.563926696777344) (320,28.514835357666016)* (1601,28.458614349365234) (318,28.35365867614746) (352,28.310588836669922) (323,28.282716751098633) (326,28.235218048095703) (1580,28.169235229492188) (293,28.065488815307617)* (161,28.037879943847656)
73: (72,33.68208312988281) (72,33.68208312988281) (997,33.654964447021484)* (1014,33.64393615722656) (187,33.58869171142578) (1892,33.42198944091797) (1019,33.31633377075195) (3768,33.30219268798828) (1886,33.23485565185547) (880,33.1376838684082) (59,32.888240814208984) (1083,32.56640625) (1713,32.4717903137207) (99,32.22970962524414) (1534,32.22477340698242) (3988,32.17438507080078) (2488,32.078453063964844) (3289,32.06364059448242) (1072,31.93147087097168) (1079,31.90867805480957)
74: (1475,32.432273864746094) (3568,32.03752899169922) (455,31.851665496826172) (966,31.645427703857422) (1438,31.608097076416016) (479,31.592790603637695) (457,31.532978057861328) (3217,31.40282440185547) (1432,31.38973617553711) (2462,31.21415138244629) (3377,31.13763999938965) (2031,31.00874900817871) (2655,30.783620834350586) (6505,30.305877685546875) (2986,30.275711059570312) (8991,30.13684844970703) (265,30.113842010498047) (378,30.095205307006836) (677,30.075904846191406) (1447,29.968509674072266)
75: (89,29.610429763793945)* (461,29.35557746887207) (498,29.10078239440918)* (704,28.836551666259766) (302,28.77027130126953)* (802,28.666980743408203) (1456,28.471328735351562)* (458,28.408634185791016) (686,28.356666564941406) (1673,28.332679748535156) (328,28.206172943115234) (531,28.1153564453125)* (161,28.10312271118164)* (528,27.915191650390625) (1034,27.885236740112305) (2020,27.81276512145996) (325,27.7692813873291) (680,27.766878128051758) (790,27.686870574951172) (1428,27.591554641723633)
76: (5563,32.64214324951172) (5089,32.23133087158203) (1918,31.915973663330078) (374,31.882190704345703) (3324,31.553220748901367) (399,31.249351501464844) (2799,31.127330780029297) (2102,31.074506759643555)* (1906,30.82834243774414) (10244,30.812517166137695) (1910,30.67694664001465)* (395,30.478076934814453) (8392,30.356019973754883) (9585,30.343332290649414) (400,30.169963836669922) (17723,30.139663696289062) (5575,30.112506866455078) (1912,30.064613342285156) (17714,30.022083282470703) (17719,30.00054931640625)
77: (709,30.578649520874023) (228,30.509183883666992) (1048,30.50623321533203) (716,30.38831901550293) (2591,30.3465518951416) (1090,30.310749053955078) (2614,30.025028228759766) (428,29.973451614379883) (1511,29.969215393066406) (3371,29.92125129699707) (427,29.910181045532227) (3400,29.46302604675293) (4115,29.456140518188477) (2818,29.339357376098633) (208,29.26218605041504) (4089,29.20903778076172) (2133,29.154069900512695)* (1400,29.02107810974121) (65,29.019405364990234) (65,29.019405364990234)
78: (407,31.975008010864258) (1099,31.54931640625) (2835,30.648303985595703) (1561,30.406936645507812) (4863,30.277069091796875) (233,30.081212997436523) (512,29.775815963745117) (4734,29.65595054626465) (4316,29.62250328063965) (517,29.602123260498047) (238,29.57167625427246) (1131,29.418163299560547) (1104,29.400344848632812) (1210,29.380802154541016) (11186,29.1938419342041) (162,29.119041442871094) (4887,29.107337951660156) (777,29.06822967529297) (3413,28.87445068359375) (768,28.765235900878906)
79: (344,32.42519760131836) (288,32.35817337036133)* (300,32.271488189697266) (302,32.25644302368164) (292,32.077392578125)* (301,31.896154403686523) (701,31.875606536865234) (333,31.85441780090332) (306,31.709409713745117) (679,31.68777084350586) (349,31.50042152404785) (455,31.34302520751953) (342,31.34011459350586) (67,31.312297821044922) (67,31.312297821044922) (355,31.198406219482422) (265,31.050451278686523) (538,31.03341293334961) (161,30.984323501586914) (299,30.96730613708496)
80: (4003,30.506662368774414) (2847,30.411090850830078) (1550,30.400455474853516) (5137,30.0862979888916) (4096,29.904190063476562) (1196,29.891658782958984)* (4723,29.561138153076172) (3721,29.553775787353516) (1551,29.467153549194336) (815,29.33536148071289)* (2850,29.32050132751465) (4004,29.19472312927246) (1568,29.158531188964844) (2192,29.03326988220215)* (1191,28.949535369873047) (1540,28.798213958740234) (768,28.608951568603516)* (1187,28.57614517211914) (1557,28.54060173034668) (5667,28.45439338684082)
81: (1614,26.535966873168945) (3317,26.29833984375) (10014,26.19876480102539) (5432,25.777708053588867) (267,25.71673583984375) (7203,25.671415328979492) (3318,25.660560607910156) (2179,25.604068756103516) (1611,25.56157684326172) (1507,25.432069778442383) (1959,25.355300903320312) (1518,25.146757125854492) (1613,25.14453125) (8188,25.103857040405273) (2841,25.098501205444336) (12481,25.060382843017578) (6321,25.03846549987793) (11394,24.958581924438477) (6343,24.91829490661621) (14229,24.84027862548828)
82: (231,29.826732635498047) (1721,29.680002212524414) (4450,29.345911026000977) (4079,29.343358993530273) (618,29.045639038085938) (11589,28.979406356811523) (629,28.90346908569336) (418,28.86884880065918) (7505,28.58850860595703) (196,28.513309478759766) (1163,28.369489669799805) (1627,28.31352424621582) (15499,28.214815139770508) (2279,28.200775146484375)* (211,28.075490951538086) (1242,28.057865142822266) (444,28.037378311157227) (7015,27.991985321044922) (3691,27.96733283996582) (3702,27.857561111450195)
83: (8439,30.745309829711914) (13988,30.655887603759766) (9045,30.540891647338867) (6961,30.527389526367188) (8425,30.36642074584961) (6945,30.117023468017578) (9054,30.07319450378418) (4548,29.959688186645508) (17983,29.926626205444336) (17979,29.894174575805664) (8454,29.865537643432617) (6930,29.832273483276367) (2307,29.827613830566406)* (17985,29.797250747680664) (6947,29.77120590209961) (17986,29.746097564697266) (6952,29.726240158081055) (15562,29.721277236938477) (9064,29.709087371826172) (17982,29.687814712524414)
84: (1360,35.01045227050781)* (710,34.49005889892578) (1803,34.25416946411133)* (952,34.102806091308594) (956,33.979713439941406) (1372,33.949920654296875) (951,33.64605712890625) (2797,33.57706832885742) (2838,33.292964935302734) (954,33.222469329833984) (2787,33.199302673339844) (2595,32.976158142089844) (1412,32.97256851196289)* (2788,32.851417541503906) (234,32.82706832885742) (2784,32.826316833496094) (3088,32.799068450927734) (2790,32.75537109375) (841,32.71302032470703) (1044,32.609703063964844)*
85: (1104,30.517396926879883) (9261,30.424835205078125) (1131,30.371503829956055) (1119,30.36720848083496) (198,30.19351577758789) (965,30.10307502746582) (785,30.00470542907715) (843,29.951297760009766) (3455,29.844528198242188) (1132,29.837072372436523) (3088,29.7316951751709) (7634,29.728017807006836) (7,29.71385383605957)* (226,29.50037384033203)* (1974,29.459211349487305) (707,29.38094711303711) (3213,29.362241744995117) (1797,29.310489654541016) (1118,29.30022621154785) (614,29.278703689575195)
86: (1044,32.34682846069336) (834,32.04676055908203) (1547,32.00944519042969) (808,31.476774215698242) (816,31.45990562438965) (3239,31.424331665039062) (503,30.943361282348633) (768,30.89114761352539) (1188,30.839950561523438) (1672,30.73114585876465) (3543,30.61919403076172) (2211,30.51401138305664) (198,30.495121002197266) (818,30.483022689819336) (1540,30.44237518310547)* (2961,30.323633193969727) (4178,30.31560516357422) (1180,30.257675170898438) (5100,30.257587432861328) (45,30.226547241210938)
87: (308,28.837026596069336) (299,28.095531463623047) (701,28.032962799072266) (332,27.713354110717773)* (292,27.633928298950195)* (455,27.566553115844727) (468,27.356111526489258) (290,27.33228874206543) (306,27.192424774169922) (55,27.11478042602539) (314,27.10348892211914) (309,27.096595764160156) (7340,26.990074157714844) (289,26.98021125793457)* (1596,26.795211791992188) (251,26.764575958251953) (326,26.74599838256836) (265,26.651493072509766)* (89,26.615154266357422) (1475,26.614286422729492)
88: (3691,31.466552734375) (231,31.462064743041992) (216,31.36713218688965) (4532,31.320415496826172) (4079,31.246047973632812) (418,31.1438045501709) (602,31.075510025024414) (3902,31.0240478515625) (2281,30.97472381591797) (618,30.593505859375) (615,30.465879440307617) (7505,30.449302673339844) (1159,30.374279022216797) (434,30.33269691467285) (196,30.188419342041016)* (222,30.138256072998047) (1504,30.129364013671875) (632,30.064544677734375) (416,30.0335693359375) (219,29.922555923461914)
89: (498,33.68004608154297)* (481,32.93572998046875) (1185,32.47600555419922) (230,31.967805862426758) (1043,31.84488868713379) (486,31.799367904663086)* (540,31.777833938598633) (324,31.588441848754883) (499,31.576032638549805) (344,31.376266479492188) (679,31.3387393951416) (1678,31.320802688598633) (537,31.276397705078125) (1038,31.147127151489258) (466,31.036760330200195) (2619,31.03386878967285) (693,30.908964157104492)* (470,30.90231704711914) (681,30.679351806640625) (471,30.66352081298828)
90: (1244,31.947185516357422)* (1489,31.82889747619629) (975,31.710716247558594) (3598,31.093645095825195) (3588,31.035573959350586) (572,30.949539184570312) (986,30.875722885131836) (892,30.8522891998291) (3585,30.62544059753418) (1464,30.609540939331055) (3584,30.515262603759766) (3581,30.411277770996094) (268,30.407363891601562) (718,30.393108367919922) (3603,30.386962890625) (364,30.361743927001953) (730,30.177181243896484) (2051,30.169086456298828) (5267,30.05303192138672) (4542,29.999040603637695)
91: (2375,30.7901554107666) (861,30.699054718017578) (4081,30.315053939819336) (3431,29.97700309753418) (852,29.97504425048828) (1083,29.891151428222656) (3434,29.755197525024414) (1504,29.746200561523438)* (12330,29.728416442871094) (2624,29.71368408203125) (3280,29.661741256713867) (2531,29.614137649536133) (2470,29.56330108642578)* (599,29.403221130371094)* (2043,29.254581451416016)* (3430,29.23098373413086) (3289,29.20607566833496) (874,29.161556243896484) (1707,29.121065139770508) (2938,29.10267448425293)
92: (386,29.96450424194336)* (544,29.432052612304688) (1450,29.35002326965332) (89,29.224185943603516)* (349,29.1307430267334) (157,29.127620697021484) (328,29.018617630004883)* (299,28.93142318725586) (4767,28.915618896484375) (289,28.85177230834961)* (461,28.633026123046875) (333,28.548988342285156) (318,28.545528411865234) (325,28.484174728393555) (314,28.38317108154297) (377,28.367813110351562) (1037,28.362010955810547) (352,28.33319664001465) (2179,28.314189910888672) (4565,28.30600929260254)
