userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
61: (447,9.736344337463379) (5416,9.646404266357422) (6137,9.548550605773926) (2277,9.405660629272461) (227,9.176639556884766)* (1098,9.156721115112305) (1464,9.136990547180176) (81,9.081650733947754) (575,8.961393356323242) (154,8.801506042480469) (1553,8.756614685058594) (261,8.643153190612793)* (3057,8.585512161254883) (2419,8.267000198364258) (196,8.228521347045898)* (166,8.102694511413574) (215,8.08542251586914) (609,8.06968879699707) (10416,7.969294548034668) (615,7.960458755493164)
62: (72,8.122109413146973)* (72,8.122109413146973)* (511,8.025781631469727) (159,7.856429100036621) (229,7.814087867736816) (88,7.373777389526367) (969,6.8709821701049805) (1098,6.706620216369629) (157,6.5754547119140625) (227,6.522865295410156)* (172,6.5143818855285645) (155,6.492073059082031) (715,6.375058174133301) (171,6.366520881652832) (228,6.225622177124023) (66,6.163857936859131) (66,6.163857936859131) (1090,6.019969940185547) (3501,5.981211185455322) (1075,5.955795764923096)
63: (959,9.72264575958252)* (917,9.355984687805176)* (234,9.2466402053833)* (1249,9.221169471740723) (2343,9.0451078414917) (1369,9.003899574279785) (724,8.248364448547363) (1372,8.025747299194336) (732,7.825213432312012) (2347,7.770505428314209) (562,7.62832498550415)* (982,7.615598678588867) (2346,7.597995758056641) (1639,7.533644676208496) (614,7.4454755783081055)* (1513,7.426109313964844) (220,7.2916741371154785) (198,7.272271156311035) (176,6.9459919929504395) (533,6.714369773864746)
64: (69,8.927530288696289) (69,8.927530288696289) (578,8.852331161499023) (52,8.378891944885254) (52,8.378891944885254) (1464,8.24504566192627) (610,8.025497436523438) (1941,7.891825199127197) (1122,7.584941864013672) (601,7.530004024505615)* (227,7.525737285614014) (67,7.49139404296875) (67,7.49139404296875) (1620,7.463030815124512) (511,7.4601874351501465) (12137,7.436606407165527) (88,7.386516571044922) (155,7.308180809020996) (15773,7.305710315704346) (70,7.294787406921387)
65: (500,9.931248664855957) (497,9.719858169555664)* (488,9.534363746643066)* (198,9.259198188781738) (1044,9.12088394165039) (1179,9.01889705657959) (486,8.709600448608398) (536,8.70090103149414) (978,8.673423767089844) (510,8.618577003479004) (830,8.48984146118164) (1672,8.240859031677246) (517,8.234037399291992) (1186,8.210099220275879) (490,8.206709861755371) (493,8.104523658752441) (499,7.9094414710998535) (810,7.794772148132324) (537,7.776863098144531) (230,7.697189807891846)
66: (68,11.517210006713867)* (68,11.517210006713867)* (3768,10.97413158416748) (193,10.790297508239746) (76,10.780588150024414) (76,10.780588150024414) (187,10.6375093460083) (99,10.43197250366211)* (72,10.38780689239502)* (72,10.38780689239502)* (995,10.207444190979004) (2027,10.01258373260498) (1890,9.889433860778809)* (159,9.8584566116333) (1897,9.770142555236816)* (877,9.712461471557617) (2559,9.698899269104004) (852,9.67979621887207) (1085,9.607898712158203) (9253,9.590587615966797)
68: (349,7.9486613273620605)* (310,7.519761562347412) (302,7.495347023010254)* (314,7.490645408630371)* (294,7.142320156097412)* (241,7.138387203216553) (251,7.104093551635742) (329,7.0681562423706055)* (289,7.030925750732422)* (485,6.837214469909668) (55,6.832956314086914) (907,6.750847816467285) (279,6.704391956329346) (468,6.612725257873535)* (4566,6.5302228927612305) (525,6.497885704040527) (157,6.298247814178467) (331,6.279084205627441) (291,5.943782329559326) (2220,5.907639503479004)
69: (1620,9.136268615722656) (3707,8.34595775604248) (619,8.3152437210083) (617,8.246522903442383) (3227,8.194168090820312) (206,7.973390579223633) (440,7.93393611907959) (2921,7.916220664978027) (2716,7.899994373321533) (5048,7.798469066619873) (10549,7.7468109130859375) (418,7.5614094734191895) (3686,7.555718421936035) (629,7.551373481750488) (3695,7.422855377197266) (3702,7.3816962242126465) (249,7.351291656494141) (199,7.328364849090576) (3693,7.280727863311768) (1833,7.235771656036377)
70: (220,8.573005676269531) (1090,8.259212493896484)* (88,8.238468170166016) (226,8.221851348876953) (533,8.077415466308594) (969,8.049089431762695) (198,8.00723648071289) (982,7.885953903198242) (424,7.837489128112793) (227,7.829143524169922) (229,7.615089416503906)* (2821,7.500690937042236) (707,7.318014144897461)* (706,7.294339179992676) (716,7.22380256652832) (1513,7.194622993469238) (7,7.1718525886535645) (173,7.0611891746521)* (432,6.9778642654418945)* (65,6.836373329162598)
71: (917,9.465653419494629)* (506,9.205780029296875) (919,8.073370933532715) (812,8.024131774902344) (1339,8.014348030090332)* (25,7.960529327392578) (843,7.907655715942383)* (955,7.830955505371094) (928,7.819362163543701) (937,7.798670291900635) (503,7.64454460144043) (3940,7.640398025512695) (710,7.614871025085449) (370,7.558600425720215) (15,7.536405563354492) (943,7.465182304382324) (2975,7.442802429199219) (7100,7.420814037322998) (953,7.386466979980469) (1338,7.246622562408447)
72: (349,8.576054573059082) (295,8.548819541931152)* (55,8.405077934265137)* (301,8.155200004577637) (288,7.876865863800049) (701,7.832143783569336) (299,7.505242347717285)* (296,7.356257915496826)* (906,6.997800827026367) (326,6.913837432861328) (314,6.901530742645264) (311,6.891899585723877) (535,6.800077438354492) (318,6.646900177001953) (320,6.609025478363037)* (1580,6.603510856628418) (293,6.445835113525391)* (2523,6.244629383087158) (1934,6.198726177215576) (352,6.110914707183838)
73: (72,11.333050727844238) (72,11.333050727844238) (187,9.481204986572266) (159,9.361777305603027) (1014,8.851628303527832) (1075,8.838332176208496) (1083,8.79110336303711) (3768,8.712753295898438) (3988,8.544293403625488) (997,8.472152709960938)* (75,8.429868698120117) (75,8.429868698120117) (153,8.424692153930664) (59,8.3639554977417) (1707,8.335596084594727) (1886,8.311190605163574) (1713,8.286697387695312) (880,8.285751342773438) (878,8.243219375610352) (4308,8.059662818908691)
74: (378,7.466961860656738) (289,6.6797285079956055) (389,6.586839199066162) (1715,6.490957736968994) (89,6.3612260818481445) (727,6.272429943084717) (2176,6.18482780456543) (2035,6.115081787109375) (288,6.009961128234863) (1447,5.956517696380615) (184,5.95203161239624) (300,5.913125514984131) (4920,5.9016547203063965) (1464,5.90131139755249) (4987,5.8743133544921875) (12138,5.842650890350342) (67,5.830094337463379) (67,5.830094337463379) (975,5.743395805358887) (966,5.648835182189941)
75: (498,9.05606460571289)* (89,8.801593780517578)* (302,8.407940864562988)* (461,8.075285911560059) (704,7.866048336029053) (1047,7.617291450500488) (680,7.257153511047363) (324,7.03496789932251) (681,6.988688945770264) (291,6.908102512359619) (321,6.7621564865112305) (1673,6.741841793060303) (486,6.6800150871276855) (325,6.576615333557129) (349,6.536397457122803) (528,6.354352951049805) (328,6.329588890075684) (458,6.295414447784424) (318,6.270015716552734) (686,6.124267578125)
76: (400,8.388145446777344) (1918,7.816794395446777) (374,7.54170036315918) (3324,7.321467876434326) (2799,7.214836597442627) (2102,7.1763386726379395)* (399,7.126618385314941) (5575,7.100905895233154) (4980,6.940302848815918) (395,6.766540050506592) (5574,6.5795488357543945) (390,6.537714958190918) (4515,6.389835834503174) (409,6.297957897186279) (2803,6.152291297912598) (5572,6.089301586151123) (381,5.975892066955566) (410,5.884974956512451) (9089,5.823917388916016) (4706,5.786001205444336)
77: (228,7.810335636138916) (1090,7.731478691101074) (533,7.469785690307617) (1048,7.31889533996582) (225,7.153050422668457) (65,7.102994918823242) (65,7.102994918823242) (716,7.040255069732666) (2815,6.873714923858643) (182,6.80692195892334) (1400,6.784418106079102) (1376,6.7574872970581055) (443,6.442551612854004) (221,6.400702476501465) (1517,6.266509532928467)* (2614,6.242584228515625) (203,6.171637535095215) (2600,6.1242570877075195) (208,6.036986351013184) (154,5.998388290405273)
78: (3362,7.4429612159729) (768,6.908801555633545) (12413,6.697981357574463) (70,6.5042572021484375) (748,6.393283843994141) (16390,6.370500564575195) (238,6.348193168640137) (4316,6.3439178466796875) (512,6.317505836486816) (4852,6.310863494873047) (1116,6.285943984985352) (1099,6.280668258666992) (5803,6.195953369140625) (9766,6.168340682983398) (6439,6.0364274978637695) (12868,5.983424186706543) (2193,5.9772047996521) (5966,5.957220077514648) (7079,5.942322731018066) (2605,5.9302449226379395)
79: (288,9.661118507385254)* (300,9.505998611450195) (302,9.348857879638672) (292,9.275656700134277)* (333,9.254117965698242) (701,9.058853149414062) (349,9.042917251586914) (455,8.962529182434082) (67,8.7050199508667) (67,8.7050199508667) (538,8.480386734008789) (301,8.359197616577148) (306,8.215538024902344) (55,7.986732482910156) (310,7.9568305015563965) (344,7.933837413787842) (342,7.908135890960693) (913,7.727027893066406) (679,7.7058844566345215) (326,7.61765193939209)
80: (1557,12.48791217803955) (2576,12.442148208618164) (809,12.35507869720459) (768,12.032071113586426)* (815,11.999750137329102)* (1196,11.749432563781738)* (832,11.285082817077637) (2429,11.260919570922852) (839,11.246269226074219) (2200,11.222517967224121)* (4550,11.008219718933105) (4003,10.854161262512207) (3027,10.778236389160156) (2386,10.74726390838623) (1550,10.719582557678223) (1551,10.577119827270508) (829,10.54440689086914) (2382,10.446393966674805) (4169,10.387301445007324) (2387,10.38181209564209)
81: (6629,11.00313663482666) (11391,10.378340721130371) (11388,10.311272621154785) (11387,10.31019401550293) (11382,10.271397590637207) (6622,10.251507759094238) (11383,10.238533973693848) (6905,10.233550071716309) (11390,10.16694450378418) (16115,10.125686645507812) (11386,10.095616340637207) (16113,10.09114933013916) (16120,10.024682998657227) (11380,9.923749923706055) (8164,9.922561645507812) (16116,9.913291931152344) (11389,9.904946327209473) (11381,9.904505729675293) (16119,9.839967727661133) (2247,9.627558708190918)*
82: (4079,9.06868839263916) (629,8.293768882751465) (222,8.206448554992676) (199,8.084405899047852) (195,8.01699447631836) (231,7.866525173187256) (206,7.83494758605957) (5549,7.8236870765686035) (1957,7.79865026473999) (4450,7.789776802062988) (1954,7.7685136795043945) (618,7.755930423736572) (602,7.694429397583008) (1947,7.662278175354004) (1633,7.629918098449707)* (6824,7.625171184539795) (223,7.624705791473389) (217,7.56826639175415) (1164,7.507967472076416) (416,7.502334117889404)
83: (10836,8.923062324523926) (12909,8.673774719238281) (4548,8.340781211853027) (6953,8.182623863220215) (6955,8.040189743041992) (6946,7.960620403289795) (1726,7.956312656402588) (6956,7.935245513916016) (2338,7.890625953674316)* (6951,7.885697364807129) (506,7.713043212890625) (6947,7.321462631225586) (6945,7.273139476776123) (6952,7.181476593017578) (6960,7.159420967102051) (8230,6.912292003631592) (15878,6.7834014892578125) (3271,6.727938652038574) (1178,6.698118686676025) (3405,6.681395053863525)
84: (951,8.840385437011719) (1803,8.581968307495117)* (234,8.526076316833496) (952,8.386479377746582) (2797,8.320629119873047) (1360,8.177196502685547)* (1372,7.920264720916748) (1412,7.722156524658203)* (710,7.718190670013428) (928,7.489588260650635)* (2787,7.42789363861084) (1810,7.059804439544678) (982,7.022941589355469) (4460,6.945328712463379) (1527,6.824986934661865) (1366,6.813711643218994) (230,6.764602184295654) (2838,6.6761345863342285) (957,6.662704944610596) (1044,6.655076503753662)*
85: (707,8.720998764038086) (1131,8.244511604309082) (843,8.004785537719727) (234,7.4861040115356445) (964,7.413395881652832) (1116,7.215795516967773) (1119,7.19041633605957) (917,7.170400619506836) (198,7.112919807434082) (1118,6.855948448181152) (188,6.7994537353515625) (163,6.79913330078125) (1351,6.767936706542969) (162,6.739851474761963) (918,6.7331156730651855) (1274,6.666916847229004) (15,6.550836563110352) (226,6.337431907653809)* (506,6.275495529174805) (614,6.259988784790039)
86: (816,10.014030456542969) (1044,9.98989200592041) (768,9.946951866149902) (808,9.664613723754883) (198,9.430142402648926) (810,9.081798553466797)* (2576,8.987717628479004) (1195,8.934854507446289) (818,8.934785842895508) (1145,8.811515808105469) (1116,8.764827728271484) (2210,8.59384822845459) (492,8.53298282623291) (1853,8.499343872070312) (2850,8.37745189666748) (1179,8.344849586486816) (1672,8.340826034545898) (1547,8.297823905944824) (846,8.217314720153809) (850,8.171687126159668)
87: (701,8.437551498413086) (292,8.090113639831543)* (299,7.934974193572998) (265,7.773721218109131)* (289,7.699819087982178)* (251,7.658834457397461) (326,7.392118453979492) (89,7.288992881774902) (55,7.245318412780762) (306,7.232882499694824) (291,7.231609344482422) (455,6.917792797088623) (314,6.906293869018555) (1475,6.904789924621582) (300,6.88196325302124)* (157,6.834518909454346) (290,6.735697269439697) (907,6.729983329772949) (1602,6.4946770668029785) (485,6.428201198577881)
88: (197,9.164618492126465) (205,9.137470245361328) (4079,8.927380561828613) (222,8.766225814819336) (615,8.432273864746094) (1944,8.335558891296387)* (4058,8.270766258239746) (1164,8.246456146240234) (7145,7.904664516448975) (206,7.866455078125) (2640,7.722535133361816) (2541,7.712445259094238) (1957,7.7060041427612305) (602,7.638286113739014) (1958,7.510987281799316) (219,7.446655750274658) (6206,7.446171760559082) (1633,7.427104949951172) (434,7.390904426574707) (6205,7.222867012023926)
89: (498,9.923051834106445)* (540,9.054170608520508) (536,8.850530624389648) (230,8.391425132751465) (1043,8.346583366394043) (481,8.327722549438477) (537,8.232943534851074) (486,8.142654418945312)* (499,7.634321212768555) (324,7.464476585388184) (466,7.225686073303223) (2619,7.223498344421387) (693,7.156503200531006)* (681,7.128893852233887) (344,6.91466760635376) (1182,6.737086772918701) (5253,6.611795902252197) (6453,6.608049392700195) (1185,6.589707374572754) (461,6.569290637969971)
90: (157,10.125517845153809) (975,10.01009750366211) (1244,9.852978706359863)* (455,9.516836166381836) (1464,8.975505828857422) (728,8.893881797790527) (479,8.768224716186523) (289,8.462116241455078) (89,8.436612129211426) (2176,8.410799026489258) (2783,8.377730369567871) (5267,8.357123374938965) (2051,8.204264640808105) (67,7.901871681213379) (67,7.901871681213379) (1489,7.885232448577881) (959,7.862038612365723) (288,7.849179744720459) (945,7.816812515258789) (257,7.77812385559082)
91: (2531,8.713885307312012) (159,8.484235763549805) (1886,7.918057918548584) (3289,7.877349853515625) (852,7.865305423736572) (1083,7.834194660186768) (8910,7.557969093322754) (599,7.5352044105529785)* (861,7.473501205444336) (2542,7.433135032653809) (429,7.4297566413879395) (8904,7.302315711975098) (3280,7.136521816253662) (875,7.135407447814941) (59,7.119509220123291) (851,7.076749801635742) (1205,7.041760444641113) (3285,6.974922180175781) (2470,6.706676959991455)* (1707,6.645162105560303)
92: (400,6.727430820465088) (89,6.686057090759277)* (289,6.438533782958984)* (377,6.392131328582764) (3324,6.3534674644470215) (544,6.26344633102417) (2092,6.2089152336120605) (375,6.1414408683776855) (2102,5.982234477996826) (486,5.963687419891357) (333,5.5414137840271) (292,5.531811714172363) (972,5.500636100769043) (2089,5.40815544128418) (2806,5.361275672912598) (328,5.2886962890625)* (1673,5.2840495109558105) (2094,5.258490085601807) (157,5.213284969329834) (367,5.162878513336182)
94: (416,8.328963279724121) (1164,7.973753452301025) (599,7.698116779327393)* (203,7.645275115966797)* (225,7.608417510986328) (618,7.430652618408203) (615,7.372829914093018) (1376,7.2289018630981445) (4058,7.208704471588135) (1390,7.205386161804199) (629,7.194920063018799) (1633,7.17360258102417) (206,7.132604598999023) (1242,7.086425304412842) (1097,7.00626802444458) (3411,6.881937026977539) (4384,6.815423488616943) (4064,6.727627754211426) (84,6.69093132019043) (4069,6.685009479522705)
95: (466,8.20125961303711)* (544,8.01164436340332) (528,7.305859565734863)* (325,6.90545654296875) (55,6.818879127502441)* (646,6.818562030792236) (464,6.7991623878479) (543,6.539565086364746)* (686,6.539217472076416)* (458,6.492453575134277) (2020,6.440004348754883) (531,6.352808475494385) (802,6.340175151824951) (291,6.338742256164551)* (328,6.322026252746582) (352,6.29897403717041) (318,6.281641960144043) (790,6.1979498863220215) (1934,6.184055805206299) (67,6.022461414337158)*
96: (157,9.244234085083008) (69,9.076979637145996) (69,9.076979637145996) (180,8.318601608276367) (1122,8.248384475708008) (3302,7.481513023376465) (601,7.432319641113281) (1001,7.4024786949157715) (187,7.2795915603637695) (900,7.1735100746154785) (251,7.050040245056152) (155,7.02401065826416) (2444,6.948651313781738) (253,6.916505336761475) (2031,6.6390275955200195) (93,6.587332725524902) (2783,6.536241054534912) (1244,6.482698440551758) (1000,6.404059410095215) (72,6.389448165893555)
