userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
61: (5416,18.289533615112305) (2277,17.485685348510742) (5745,17.3892822265625) (3747,17.298961639404297) (6137,17.004241943359375) (261,16.879697799682617)* (270,16.757749557495117)* (8716,16.737913131713867) (227,16.702167510986328)* (4620,16.645904541015625) (1761,16.614961624145508)* (196,16.526704788208008)* (81,16.51818084716797) (3057,16.412954330444336) (9700,16.404151916503906) (4819,16.28925323486328) (8594,16.235668182373047) (1763,16.210975646972656)* (9707,16.18470001220703) (2460,16.178911209106445)
62: (72,20.151384353637695)* (72,20.151384353637695)* (511,19.066322326660156) (3046,18.1381893157959) (63,17.96391487121582) (63,17.96391487121582) (1001,17.76388931274414) (986,17.661954879760742) (722,17.516450881958008) (166,17.300989151000977) (172,17.26516342163086) (183,17.16792869567871) (715,17.16025733947754) (3992,16.990949630737305) (233,16.82649040222168) (1098,16.767559051513672) (1061,16.685821533203125) (1118,16.667011260986328) (1104,16.633068084716797) (1787,16.60285186767578)*
63: (959,19.338308334350586)* (917,19.04680061340332)* (1249,19.025720596313477) (234,18.12766456604004)* (2343,18.01160430908203) (732,17.862089157104492) (1513,17.86156463623047) (724,17.790815353393555) (176,17.70148277282715) (2346,17.6931095123291) (220,17.082664489746094) (1369,17.048002243041992) (198,16.974258422851562) (951,16.830549240112305) (157,16.573955535888672) (982,16.553260803222656) (2789,16.48160171508789) (2347,16.445697784423828) (533,16.429607391357422) (920,16.392576217651367)
64: (69,15.586360931396484) (69,15.586360931396484) (241,15.362232208251953) (601,15.313739776611328)* (258,15.28071403503418) (15920,14.817018508911133) (9907,14.677480697631836) (578,14.50539779663086) (331,14.440540313720703) (610,14.402047157287598) (12137,14.357551574707031) (3313,14.10301399230957) (1130,14.087154388427734) (2220,14.060127258300781) (155,14.022464752197266) (7123,13.997565269470215) (1464,13.950575828552246) (1844,13.905633926391602)* (3315,13.903678894042969) (52,13.848674774169922)
65: (486,19.88760757446289) (497,19.76897430419922)* (500,19.68961524963379) (1179,19.39159393310547) (830,19.143497467041016) (493,18.58506965637207) (1905,18.465438842773438) (488,18.207902908325195)* (1672,18.170562744140625) (2956,18.09379768371582) (2850,17.84992027282715) (2847,17.792724609375) (2843,17.67582130432129) (537,17.65443229675293) (405,17.63255500793457) (2940,17.60865592956543) (230,17.561874389648438) (810,17.553850173950195) (198,17.514760971069336) (978,17.51051139831543)
66: (61,18.040273666381836)* (2559,17.226089477539062) (1004,17.216415405273438) (9253,16.995777130126953) (5258,16.816680908203125) (1017,16.757768630981445) (99,16.68040657043457)* (85,16.61319923400879)* (3201,16.567440032958984) (2938,16.54048728942871) (2029,16.498859405517578) (3768,16.36678695678711) (852,16.274629592895508) (2562,16.242435455322266) (6073,16.22918701171875) (187,16.216039657592773) (999,16.207504272460938) (193,16.194927215576172) (5260,16.162059783935547) (76,15.935920715332031)
68: (314,16.74728012084961)* (485,16.039888381958008) (468,15.986363410949707)* (310,15.735014915466309) (302,15.579609870910645)* (349,15.497147560119629)* (907,15.49374771118164) (289,15.489826202392578)* (331,15.422171592712402) (1449,15.415722846984863) (545,15.349675178527832) (161,15.28495979309082) (1613,15.219223976135254) (55,15.152167320251465) (476,14.87463092803955) (312,14.744447708129883) (294,14.723713874816895)* (525,14.710286140441895) (352,14.597649574279785) (475,14.59371280670166)
69: (1946,21.36724853515625)* (748,20.4202880859375) (619,20.330005645751953) (617,20.263731002807617) (3707,20.23366355895996) (3686,19.829452514648438) (2921,19.822940826416016) (6343,19.488033294677734) (3227,19.43770980834961) (11204,19.216886520385742) (5191,19.13729476928711) (1640,19.071117401123047)* (1620,18.902467727661133) (1614,18.815406799316406) (278,18.726505279541016) (2923,18.610671997070312) (6046,18.6063289642334) (2605,18.59603500366211) (5883,18.569183349609375) (1236,18.433443069458008)
70: (226,20.070293426513672) (1090,19.129854202270508)* (88,18.79701805114746) (220,18.725406646728516) (424,18.645174026489258) (969,18.58646583557129) (227,18.5152645111084) (982,18.427696228027344) (1873,18.412609100341797)* (1099,18.215307235717773) (229,17.95138168334961)* (716,17.931482315063477) (65,17.84816551208496) (65,17.84816551208496) (432,17.764371871948242)* (154,17.66344451904297) (1978,17.650976181030273)* (420,17.584627151489258) (198,17.546825408935547) (210,17.495351791381836)
71: (917,17.907222747802734)* (942,17.564531326293945) (1338,17.25407600402832) (937,16.955486297607422) (1339,16.77325439453125)* (710,16.754053115844727) (824,16.458810806274414) (2975,16.36756706237793) (928,16.362642288208008) (841,16.20627212524414) (946,16.18549156188965) (1343,16.152135848999023) (953,16.150197982788086) (837,15.966899871826172) (821,15.929564476013184) (2654,15.901771545410156) (949,15.878606796264648) (7902,15.809539794921875) (944,15.796895027160645)* (7922,15.765241622924805)
72: (349,15.354042053222656) (701,15.325751304626465) (55,15.254849433898926)* (295,15.236001968383789)* (299,15.09310531616211)* (288,14.77273941040039) (301,14.57071590423584) (535,13.888456344604492) (455,13.85433292388916) (326,13.755986213684082) (296,13.712907791137695)* (906,13.575373649597168) (2523,13.542237281799316) (323,13.521736145019531) (311,13.510558128356934) (320,13.482935905456543)* (352,13.472344398498535) (1580,13.460158348083496) (161,13.444068908691406) (318,13.367045402526855)
73: (72,19.33959197998047) (72,19.33959197998047) (59,17.69048500061035) (1014,17.482088088989258) (187,17.4046573638916) (1886,17.36793327331543) (599,17.35739517211914)* (997,17.142593383789062)* (159,17.118703842163086) (3501,16.95015525817871) (1079,16.861865997314453) (193,16.66397476196289) (3201,16.477859497070312) (3280,16.412185668945312) (861,16.363643646240234) (61,16.29494857788086) (1083,16.291366577148438) (3289,16.145055770874023) (852,16.01000213623047) (173,15.957619667053223)
74: (378,16.63433074951172) (389,16.45618438720703) (727,15.844987869262695) (1691,15.78963851928711) (3307,15.671651840209961) (3124,15.499917984008789) (3311,15.437762260437012) (7160,15.40196418762207) (518,14.73379135131836)* (2441,14.65485954284668) (955,14.646127700805664) (1760,14.442800521850586) (10826,14.338871002197266) (10824,14.305085182189941) (4920,14.281571388244629) (265,14.235236167907715) (1857,14.117154121398926) (396,14.049077033996582) (7249,14.0136137008667) (1121,13.98655891418457)
75: (89,17.5574951171875)* (498,17.342031478881836)* (461,17.2552547454834) (302,16.952980041503906)* (704,16.710359573364258) (458,16.676769256591797) (1673,16.270423889160156) (161,16.08223533630371)* (2020,16.033126831054688) (531,15.94177532196045)* (328,15.86423397064209) (1456,15.695586204528809)* (528,15.47489070892334) (686,15.471446990966797) (321,15.461798667907715) (324,15.354325294494629) (802,15.346550941467285) (1034,15.303553581237793) (4814,15.245851516723633) (486,15.132421493530273)
76: (1918,17.82927131652832) (374,17.739200592041016) (3324,17.55233383178711) (400,16.688447952270508) (2102,16.497920989990234)* (413,15.980192184448242) (5572,15.902366638183594) (2804,15.326074600219727) (5565,15.234783172607422) (9567,15.129290580749512) (399,15.004315376281738) (9580,14.8615083694458) (8392,14.71272087097168) (3490,14.685029983520508) (1923,14.681222915649414)* (9566,14.659844398498535) (409,14.61726188659668) (10809,14.556046485900879) (10247,14.532461166381836) (5089,14.528414726257324)
77: (1090,18.211774826049805) (228,17.879728317260742) (716,17.619951248168945) (1048,17.34377670288086) (3371,16.268733978271484) (1517,16.15755844116211)* (2601,15.921316146850586) (1520,15.916991233825684) (1400,15.861542701721191) (4115,15.85949420928955) (2614,15.847125053405762) (3400,15.806074142456055) (428,15.801170349121094) (709,15.734675407409668) (3730,15.71891975402832) (1376,15.650836944580078) (1502,15.636208534240723) (1106,15.565958976745605) (3030,15.507155418395996) (2815,15.457083702087402)
78: (1099,16.771156311035156) (831,16.13825798034668) (2193,16.055009841918945) (2835,16.03169822692871) (768,15.959912300109863) (2667,15.959166526794434) (2605,15.76389217376709) (512,15.748262405395508) (3807,15.611040115356445) (755,15.5526762008667) (238,15.417122840881348) (767,15.334329605102539) (4297,15.131608963012695) (56,15.075833320617676) (56,15.075833320617676) (1547,15.011943817138672) (5604,14.999750137329102) (1222,14.937285423278809)* (4181,14.936895370483398) (749,14.869150161743164)
79: (288,17.912986755371094)* (333,17.806564331054688) (292,17.7000675201416)* (300,17.66634178161621) (302,17.64551544189453) (701,17.58295249938965) (306,17.153106689453125) (67,17.079313278198242) (67,17.079313278198242) (344,17.032215118408203) (349,16.993383407592773) (455,16.90715789794922) (679,16.75937843322754) (299,16.453880310058594) (301,16.43292808532715) (913,16.230867385864258) (321,15.996780395507812) (55,15.851125717163086) (475,15.800185203552246) (265,15.787257194519043)
80: (815,17.728778839111328)* (4550,17.53404998779297) (2850,17.465164184570312) (489,17.422286987304688) (2847,17.393239974975586) (808,17.129413604736328) (500,17.014280319213867) (2168,16.98658561706543) (5638,16.74373435974121) (814,16.719520568847656) (2845,16.657649993896484) (1044,16.6149959564209) (850,16.555288314819336) (3032,16.526758193969727) (198,16.3914852142334) (768,16.348480224609375)* (2192,16.329002380371094)* (4166,16.267406463623047) (2835,16.17161750793457) (1100,16.120275497436523)
81: (6288,18.586999893188477) (6626,17.93549346923828) (1613,17.711135864257812) (8182,17.14385414123535) (2906,17.02676773071289) (6501,16.64557456970215) (2226,16.58367919921875)* (475,16.5654239654541) (4026,16.538776397705078) (4586,16.50798225402832) (1402,16.500337600708008) (6387,16.434885025024414) (1611,16.42186737060547) (4687,16.143470764160156) (9384,16.092849731445312) (2179,15.921107292175293) (6377,15.882462501525879) (331,15.827183723449707) (547,15.819671630859375) (2247,15.761669158935547)*
82: (618,20.1833553314209) (5549,19.911357879638672) (4079,19.24711799621582) (615,19.225006103515625) (434,19.14166831970215) (199,18.949405670166016) (217,18.302257537841797) (418,18.287748336791992) (1947,18.249263763427734) (629,18.1822566986084) (1163,18.177507400512695) (429,18.17603874206543) (4384,18.138858795166016) (222,18.008174896240234) (1239,17.859336853027344) (6824,17.78582763671875) (1957,17.748748779296875) (1504,17.71649742126465) (2277,17.712099075317383)* (196,17.69451141357422)
83: (607,17.692337036132812) (4675,17.53780746459961) (9050,16.73358917236328) (8427,16.642555236816406) (9054,16.603961944580078) (506,16.498106002807617) (2338,16.48617172241211)* (186,16.431629180908203) (8230,16.244609832763672) (7111,15.848352432250977) (3940,15.430747985839844) (3422,15.32520866394043) (7802,15.322405815124512) (8454,15.245609283447266) (730,15.224769592285156) (4151,15.204605102539062) (3405,15.204376220703125) (8450,15.176884651184082) (717,15.174335479736328) (4784,15.157934188842773)
84: (1360,18.324447631835938)* (841,17.459884643554688) (710,17.220273971557617) (234,16.71628761291504) (1527,16.551332473754883) (1412,16.5257568359375)* (1803,16.421749114990234)* (982,16.33153533935547) (1351,16.18367576599121)* (230,16.146743774414062) (1974,16.131479263305664) (1044,15.957769393920898)* (951,15.878582000732422) (952,15.837032318115234) (1406,15.835201263427734) (978,15.800774574279785) (2360,15.779838562011719) (1372,15.737637519836426) (2595,15.658101081848145) (1261,15.627290725708008)
85: (198,20.78925132751465) (1104,19.812772750854492) (7,19.802837371826172)* (1131,19.269405364990234) (234,19.158111572265625) (843,19.156932830810547) (707,19.10233497619629) (226,18.74690055847168)* (1119,18.55721092224121) (1974,18.5473575592041) (1873,18.41432762145996) (3238,18.11107063293457) (978,18.050168991088867) (841,17.724449157714844) (614,17.488109588623047) (1044,17.422094345092773) (1706,17.418485641479492) (1406,17.416200637817383) (821,17.405900955200195) (1714,17.348186492919922)
86: (2850,19.650644302368164) (503,19.427661895751953) (808,19.423023223876953) (2576,19.239307403564453) (818,18.808216094970703) (953,18.72303009033203) (834,18.695514678955078) (198,18.389341354370117) (1044,18.318056106567383) (1547,18.214689254760742) (816,18.163822174072266) (3032,17.988872528076172) (768,17.924177169799805) (810,17.89056968688965)* (846,17.8698787689209) (850,17.76381492614746) (2586,17.5252685546875) (785,17.438356399536133) (2847,17.345165252685547) (1145,17.24390983581543)
87: (265,14.647690773010254)* (701,14.28507137298584) (1475,14.195984840393066) (292,14.003867149353027)* (7846,13.830191612243652) (251,13.671285629272461) (18557,13.380484580993652) (299,13.334945678710938) (289,13.274426460266113)* (2064,13.208202362060547) (8409,13.179463386535645) (291,12.976218223571777) (322,12.968789100646973) (308,12.902567863464355) (787,12.830948829650879) (290,12.782271385192871) (1447,12.778253555297852) (455,12.7559814453125) (89,12.746622085571289) (2024,12.721206665039062)
88: (4079,18.200389862060547) (615,17.87638282775879) (434,17.48680877685547) (618,17.420467376708984) (3347,17.38116455078125) (1130,17.254323959350586) (197,17.246091842651367) (206,17.166091918945312) (1976,16.990510940551758) (2424,16.9404239654541)* (231,16.833263397216797) (3258,16.80994987487793) (222,16.732763290405273) (602,16.651796340942383) (1159,16.607887268066406) (418,16.507488250732422) (435,16.42190933227539) (5549,16.388561248779297) (1957,16.359359741210938) (219,16.290910720825195)
89: (498,18.64259910583496)* (230,17.552873611450195) (481,17.550464630126953) (540,17.519325256347656) (1043,17.47468376159668) (344,17.241025924682617) (536,16.743633270263672) (486,16.73679542541504)* (466,16.7117919921875) (693,16.618330001831055)* (324,16.374345779418945) (461,16.184219360351562) (537,16.163101196289062) (679,16.05931282043457) (681,16.02878189086914) (1182,16.027420043945312) (544,16.026731491088867) (1038,15.981164932250977) (470,15.894307136535645) (3373,15.63151741027832)
90: (1489,17.107011795043945) (1686,15.611466407775879) (1244,15.53393840789795)* (8312,15.523275375366211) (2051,15.453383445739746) (192,15.305608749389648) (734,15.249557495117188)* (157,15.238373756408691) (3306,15.225592613220215) (5267,15.085661888122559) (3588,14.860628128051758) (364,14.820669174194336) (3584,14.816584587097168) (2626,14.797906875610352) (3603,14.669837951660156) (2183,14.606801986694336) (3466,14.595909118652344) (892,14.593429565429688) (1464,14.399385452270508) (7869,14.378148078918457)
91: (1205,18.233699798583984) (875,17.884384155273438) (3280,17.823190689086914) (861,17.101654052734375) (2470,16.888690948486328)* (3809,16.847476959228516) (3289,16.84360122680664) (599,16.799957275390625)* (59,16.773712158203125) (752,16.75942039489746) (2531,16.638851165771484) (2033,16.56488800048828) (851,16.402084350585938) (864,16.399490356445312) (1504,16.371986389160156)* (852,16.35234832763672) (27,16.345834732055664) (5299,16.297521591186523) (429,16.26435089111328) (3299,16.190927505493164)
92: (89,17.262516021728516)* (386,17.09773826599121)* (352,16.487829208374023) (296,16.190933227539062)* (328,16.186573028564453)* (289,16.130447387695312)* (323,16.042308807373047) (915,15.979148864746094) (292,15.866050720214844) (333,15.69924545288086) (374,15.630523681640625) (331,15.479081153869629) (377,15.470952033996582) (644,15.460000991821289) (532,15.424007415771484) (299,15.423154830932617) (56,15.375129699707031) (56,15.375129699707031) (349,15.36067008972168) (690,15.292691230773926)
