userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
61: (554,50.849029541015625) (1242,50.832210540771484) (227,50.59251022338867)* (212,50.36227798461914)* (5416,50.132389068603516) (735,50.002723693847656) (8594,49.97444152832031) (1763,49.90577697753906)* (2265,49.86452865600586) (2419,49.80747985839844) (5745,49.73094940185547) (1414,49.71519088745117) (572,49.704505920410156) (733,49.667030334472656) (2786,49.623714447021484) (8716,49.559669494628906) (599,49.54584503173828) (4620,49.463104248046875) (261,49.355560302734375)* (11764,49.26873016357422)
62: (72,48.600372314453125)* (72,48.600372314453125)* (1001,47.17509841918945) (511,46.71087646484375) (159,46.62944030761719) (229,46.62445068359375) (172,46.402828216552734) (1104,46.358943939208984) (75,46.338714599609375)* (75,46.338714599609375)* (1061,46.32791519165039) (1379,46.1575813293457) (193,46.15188980102539) (30,46.14139938354492) (7,46.11478042602539) (1075,46.09968185424805) (1014,45.991966247558594) (377,45.960540771484375) (59,45.95793533325195) (155,45.950260162353516)
63: (917,50.211280822753906)* (959,50.015804290771484)* (1249,49.868370056152344) (2343,49.61031723022461) (234,49.55084991455078)* (1369,49.47886657714844) (2347,49.23665237426758) (1513,49.23016357421875) (176,49.19975662231445) (220,49.19102096557617) (982,48.99141311645508) (533,48.957828521728516) (2346,48.911624908447266) (1372,48.859619140625) (562,48.77471160888672)* (511,48.735633850097656) (724,48.735504150390625) (1244,48.70857238769531) (230,48.707916259765625) (614,48.62642288208008)*
64: (6930,53.37461853027344) (5256,53.31081771850586) (11642,52.684574127197266) (263,52.672584533691406) (1001,52.62555694580078) (1399,52.558616638183594) (11638,52.5494270324707) (67,52.485877990722656) (67,52.485877990722656) (72,52.40591812133789) (72,52.40591812133789) (57,52.296791076660156) (58,52.282875061035156) (58,52.282875061035156) (7685,52.27190017700195) (1098,52.26713943481445) (2039,52.24750518798828) (1620,52.246891021728516) (73,52.244014739990234) (73,52.244014739990234)
65: (500,52.32303237915039) (779,52.28617858886719) (830,51.9871711730957) (497,51.948402404785156)* (1672,51.888824462890625) (1044,51.87554168701172) (486,51.70315933227539) (537,51.66802215576172) (1188,51.60493469238281) (813,51.60405731201172) (2850,51.57876968383789) (507,51.52870559692383) (1179,51.47114944458008) (198,51.43718338012695) (1186,51.405181884765625) (488,51.394493103027344)* (978,51.34624099731445) (815,51.300254821777344) (814,51.27491760253906) (230,51.257991790771484)
66: (72,49.43414306640625)* (72,49.43414306640625)* (99,48.623714447021484)* (187,48.55804443359375) (91,48.52326965332031) (61,48.43772888183594)* (193,48.29214859008789) (3201,48.168609619140625) (3768,48.14882278442383) (93,48.1084098815918) (999,48.01420593261719) (68,47.999053955078125)* (68,47.999053955078125)* (877,47.9934196472168) (1083,47.88972473144531) (4308,47.84779739379883) (1017,47.84212112426758) (85,47.82292938232422)* (82,47.74259948730469) (30,47.74196243286133)
68: (289,53.74219512939453)* (55,53.39454650878906) (302,53.15115737915039)* (157,53.04253005981445) (349,53.03341293334961)* (310,52.98668670654297) (525,52.674530029296875) (333,52.490562438964844) (461,52.35765838623047) (294,52.356510162353516)* (314,52.35170364379883)* (352,52.31134796142578) (161,52.17162322998047) (318,52.16614532470703) (296,52.13123321533203) (523,52.117156982421875) (291,52.078834533691406) (329,52.031917572021484)* (907,52.02494812011719) (906,51.99015426635742)
69: (748,54.40787887573242) (103,54.19656753540039) (7665,53.98567581176758) (4232,53.92860412597656) (2605,53.91954803466797) (757,53.91570281982422) (444,53.77011489868164) (619,53.75617980957031) (3707,53.565696716308594) (1747,53.547019958496094) (8587,53.43412780761719) (418,53.31162643432617) (10613,53.26542663574219) (5048,53.14327621459961) (1155,53.13915252685547) (1731,53.11439514160156) (3132,53.05286407470703) (3411,53.049476623535156) (11204,53.01502990722656) (3686,52.98823165893555)
70: (173,52.3759651184082)* (229,52.075679779052734)* (65,51.92491912841797) (65,51.92491912841797) (159,51.89260482788086) (72,51.800777435302734) (72,51.800777435302734) (227,51.73627471923828) (154,51.675697326660156) (533,51.417236328125) (220,51.39079666137695) (56,51.34756851196289) (56,51.34756851196289) (182,51.255916595458984) (7,51.23982238769531) (88,51.19961166381836) (230,51.1882209777832) (511,51.17388916015625) (1375,51.091670989990234) (1090,51.08837890625)*
71: (917,55.69606018066406)* (954,54.743621826171875) (841,54.501216888427734) (843,54.44117736816406)* (1358,54.07190704345703) (25,54.02386474609375) (503,53.96358108520508) (1369,53.94529342651367) (953,53.76316833496094) (928,53.72061538696289) (2746,53.70501708984375) (370,53.64459991455078) (1339,53.643882751464844)* (1360,53.6077995300293) (1274,53.56026840209961) (15,53.54308319091797) (1338,53.48625183105469) (506,53.42544174194336) (949,53.301551818847656) (1710,53.275115966796875)
72: (288,53.85617446899414) (295,53.77467346191406)* (55,53.512542724609375)* (701,53.49319839477539) (299,53.245758056640625)* (349,53.196414947509766) (301,52.8896369934082) (161,52.547508239746094) (461,52.48731994628906) (679,52.287139892578125) (318,52.24827575683594) (906,52.189117431640625) (320,52.16657257080078)* (889,52.058692932128906)* (296,51.95659637451172)* (314,51.951141357421875) (344,51.92268753051758) (907,51.922645568847656) (352,51.92185592651367) (325,51.895835876464844)
73: (72,51.96824264526367) (72,51.96824264526367) (187,50.36097717285156) (1014,50.08283996582031) (1886,50.01422119140625) (1713,49.88673400878906) (1083,49.72666931152344) (997,49.70632553100586)* (880,49.68893051147461) (59,49.64348220825195) (193,49.609134674072266) (3988,49.47591781616211) (1072,49.434059143066406) (70,49.400146484375) (1892,49.3822021484375) (159,49.366966247558594) (75,49.36643981933594) (75,49.36643981933594) (98,49.342132568359375) (1534,49.322532653808594)
74: (5249,59.05865478515625) (3873,58.8957633972168) (7837,58.8773078918457) (8372,58.624637603759766) (2455,58.613792419433594) (67,58.58003234863281) (67,58.58003234863281) (356,58.49599075317383) (727,58.3201904296875) (378,58.3184814453125) (2179,58.16614532470703) (89,58.10966491699219) (2440,58.09496307373047) (1432,58.007110595703125) (289,57.944435119628906) (7846,57.93483352661133) (2441,57.932525634765625) (295,57.88941955566406) (479,57.85113525390625) (7203,57.847259521484375)
75: (89,49.101810455322266)* (461,48.70003890991211) (498,48.63485336303711)* (302,48.4771842956543)* (704,48.08654022216797) (328,47.798248291015625) (1034,47.78220748901367) (686,47.77760696411133) (680,47.748085021972656) (542,47.64400863647461) (802,47.625492095947266) (458,47.60260009765625) (790,47.56071090698242) (318,47.51327133178711) (291,47.48705291748047) (528,47.434852600097656) (325,47.393917083740234) (681,47.2895622253418) (531,47.260643005371094)* (349,47.25659942626953)
76: (2242,52.05836868286133) (2103,51.985862731933594)* (399,51.9693603515625) (1613,51.801475524902344) (5575,51.58525466918945) (3573,51.54948806762695) (6618,51.531394958496094) (3483,51.44460678100586) (8392,51.436431884765625) (3317,51.42930603027344) (2923,51.361473083496094) (2247,51.3152961730957) (278,51.27337646484375) (475,51.267234802246094) (1918,51.26090621948242) (2799,51.20825958251953) (10244,51.12489318847656) (5563,51.0673828125) (5564,51.06013488769531) (381,51.008766174316406)
77: (533,46.954750061035156) (228,46.91263961791992) (1090,46.867427825927734) (1375,46.77339553833008) (182,46.59954071044922) (65,46.538726806640625) (65,46.538726806640625) (716,46.39710998535156) (1048,46.36737823486328) (221,46.256683349609375) (511,46.23415756225586) (1400,46.22242736816406) (429,46.08184051513672) (159,46.077510833740234) (425,46.04169464111328) (203,46.03307342529297) (225,45.83513259887695) (428,45.71826171875) (173,45.705440521240234) (154,45.695716857910156)
78: (162,47.940486907958984) (512,47.81031799316406) (2702,47.804359436035156) (1401,47.694190979003906) (8782,47.676002502441406) (1222,47.673377990722656)* (1099,47.52079772949219) (774,47.486148834228516) (11186,47.43273162841797) (2,47.34945297241211) (8910,47.3180046081543) (3807,47.28279495239258) (2193,47.28139114379883) (233,47.27075958251953) (2667,47.24301528930664) (9766,47.195709228515625) (5069,47.15156555175781) (3720,47.09794235229492) (777,47.08946990966797) (3028,47.08771514892578)
79: (300,53.552093505859375) (67,53.48772430419922) (67,53.48772430419922) (288,53.47929382324219)* (333,53.380428314208984) (302,53.30773162841797) (701,53.20021057128906) (292,53.19038772583008)* (306,53.11343765258789) (55,52.74831008911133) (679,52.66822052001953) (344,52.64485549926758) (310,52.44755172729492) (349,52.29347229003906) (299,52.16139221191406) (161,52.11026382446289) (301,52.06077194213867) (525,51.97719192504883) (475,51.91741943359375) (318,51.886322021484375)
80: (2192,49.801822662353516)* (814,49.69775390625) (4003,49.394676208496094) (2586,49.24490737915039) (1559,49.206886291503906) (4503,49.201622009277344) (815,49.12109375)* (2200,49.10649871826172)* (1550,48.963966369628906) (2850,48.90244674682617) (809,48.86045837402344) (1192,48.753265380859375) (829,48.71734619140625) (839,48.67973327636719) (768,48.5567626953125)* (808,48.55576705932617) (817,48.53057861328125) (1551,48.528255462646484) (5063,48.523223876953125) (832,48.50579071044922)
81: (3863,48.94792556762695) (2952,48.5528564453125) (3982,48.240516662597656) (6076,48.12696075439453) (12243,47.56122589111328) (3864,47.48013687133789) (1544,47.29081726074219) (5238,47.284420013427734) (2236,47.167457580566406)* (2922,47.11925506591797) (248,47.08336639404297) (267,47.078102111816406) (2226,47.07121658325195)* (11074,47.04267501831055) (2179,47.04071044921875) (18652,47.025997161865234) (13303,47.01701354980469) (2247,47.00302505493164)* (4928,46.96548080444336) (18640,46.94816970825195)
82: (1944,49.80473709106445) (629,49.780303955078125) (1947,49.76765441894531) (3691,49.60027313232422) (1732,49.55665588378906) (2541,49.39997100830078) (7742,49.391780853271484) (2139,49.252845764160156) (1964,49.17638397216797) (2402,49.07909393310547) (4736,48.985923767089844) (6206,48.95875930786133) (1171,48.939178466796875) (418,48.855316162109375) (2416,48.854190826416016) (223,48.7963981628418) (7665,48.780948638916016) (6824,48.6812744140625) (618,48.67559051513672) (222,48.66511535644531)
83: (3896,49.14973449707031) (5503,48.54444122314453) (5173,47.97770690917969) (1709,47.9098014831543) (13669,47.86948013305664) (2470,47.82994842529297) (6158,47.74169158935547) (5833,47.67325210571289) (7929,47.66106414794922) (7343,47.51317596435547) (5515,47.49053192138672) (5850,47.47245407104492) (874,47.40973663330078) (3431,47.407745361328125) (1083,47.38282775878906) (8291,47.36223602294922) (2490,47.3594856262207) (5918,47.35858917236328) (7237,47.331207275390625) (6189,47.30846405029297)
84: (1412,54.30292892456055)* (924,53.87934112548828) (952,53.77785873413086) (1360,53.76461410522461)* (1803,53.62370300292969)* (928,53.55807113647461)* (932,53.53050231933594) (710,53.52946090698242) (841,53.40750503540039) (230,53.30011749267578) (1372,53.2967529296875) (951,53.21880340576172) (234,53.2048454284668) (957,53.14128112792969) (946,52.95338439941406) (2834,52.87039566040039) (4180,52.773826599121094) (163,52.76874923706055)* (1339,52.70849609375) (377,52.6990852355957)
85: (234,52.856529235839844) (707,52.7224006652832) (1206,52.56219482421875) (614,52.409461975097656) (198,52.29576873779297) (1974,52.25547790527344) (226,52.197139739990234)* (383,52.15776824951172) (220,52.14211654663086) (1131,52.080081939697266) (163,52.07707214355469) (1513,51.981964111328125) (227,51.793800354003906) (1118,51.7223014831543) (917,51.716552734375) (1116,51.636756896972656) (1119,51.619346618652344) (2637,51.60715103149414) (964,51.59096145629883) (1412,51.59010314941406)
86: (503,49.16378402709961) (808,48.99761199951172) (2850,48.85160827636719) (1188,48.73842239379883) (818,48.72043991088867) (835,48.68500900268555) (810,48.64453887939453)* (832,48.58749771118164) (816,48.54308319091797) (768,48.53293991088867) (953,48.526268005371094) (2196,48.414146423339844) (1868,48.36048889160156) (806,48.31662368774414) (2576,48.24986267089844) (1547,48.157875061035156) (1044,48.11334228515625) (45,48.0936164855957) (2429,48.07035827636719) (5100,48.04959487915039)
87: (292,55.23017883300781)* (289,55.222618103027344)* (299,55.10942459106445) (701,55.07459259033203) (157,55.06254959106445) (55,54.939266204833984) (89,54.93242645263672) (306,54.81635284423828) (265,54.55973815917969)* (300,54.55671691894531)* (787,54.2386474609375) (251,54.23180389404297) (314,54.031105041503906) (296,53.981964111328125) (291,53.929649353027344) (333,53.87537384033203) (1475,53.76525115966797) (461,53.730316162109375) (907,53.72608947753906) (523,53.722320556640625)
88: (1944,50.25704574584961)* (418,49.98076248168945) (618,49.96924591064453) (4079,49.96898651123047) (222,49.94101333618164) (2541,49.868560791015625) (615,49.86094665527344) (2139,49.57941818237305) (196,49.469058990478516)* (195,49.453514099121094) (3691,49.44440841674805) (7742,49.44353103637695) (5549,49.439353942871094) (205,49.423362731933594) (6824,49.41180419921875) (231,49.39834213256836) (1976,49.3737678527832) (4532,49.36884689331055) (434,49.350101470947266) (602,49.345458984375)
89: (498,49.38294982910156)* (486,48.17976379394531)* (540,48.01917266845703) (693,47.96837615966797)* (1043,47.898345947265625) (1185,47.74580383300781) (537,47.68458557128906) (466,47.64136505126953) (481,47.57321548461914) (461,47.48993682861328) (230,47.41342544555664) (499,47.39866638183594) (1455,47.394691467285156) (1670,47.34043884277344) (1045,47.310638427734375) (324,47.296417236328125) (470,47.24993896484375) (1034,47.21647262573242) (544,47.21047592163086) (475,47.202449798583984)
90: (727,55.795997619628906) (253,55.5311279296875) (157,55.410621643066406) (945,55.332542419433594) (184,55.32675552368164) (366,55.24530792236328) (1464,55.22007751464844) (3466,55.12630081176758) (1244,54.962650299072266)* (2044,54.896217346191406) (2051,54.89083480834961) (1772,54.83803176879883) (67,54.78926086425781) (67,54.78926086425781) (1686,54.78731918334961) (3063,54.784690856933594) (316,54.76210021972656) (5249,54.73529052734375) (3097,54.703636169433594) (2059,54.6795654296875)
91: (1709,48.75439453125) (2470,48.522560119628906)* (875,48.275001525878906) (3417,48.1705322265625) (603,47.9854850769043) (1083,47.935768127441406) (9783,47.877952575683594) (3432,47.82196044921875) (3280,47.79637145996094) (7060,47.46245193481445) (4600,47.432098388671875) (5913,47.4286994934082) (162,47.414390563964844) (861,47.36864471435547) (2472,47.34177780151367)* (6189,47.331809997558594) (10164,47.33129119873047) (748,47.299034118652344) (1418,47.28400421142578) (3431,47.271392822265625)
92: (89,61.08222961425781)* (1613,61.025421142578125) (2179,60.81720733642578) (289,60.454376220703125)* (3317,60.2822380065918) (292,60.26735305786133) (2226,60.222900390625) (331,60.218017578125) (333,60.18716049194336) (527,60.053619384765625) (330,60.04557418823242) (2247,59.80084228515625) (375,59.77866744995117) (374,59.753700256347656) (5988,59.73183059692383) (972,59.72808837890625) (378,59.71546936035156) (157,59.70183181762695) (328,59.69384002685547)* (278,59.60346221923828)
94: (196,46.55903244018555) (1400,46.15276336669922) (425,46.028873443603516) (225,45.997100830078125) (416,45.93771743774414) (1424,45.92627716064453) (203,45.904273986816406)* (228,45.83802795410156) (1090,45.707035064697266) (207,45.700340270996094) (1390,45.613861083984375) (1097,45.59229278564453) (703,45.57020568847656) (615,45.50127410888672) (3259,45.31145477294922) (424,45.297908782958984)* (206,45.29693603515625) (2277,45.28938293457031) (229,45.2497673034668) (618,45.23330307006836)
95: (466,49.65003967285156)* (55,49.347869873046875)* (67,49.29164505004883)* (67,49.29164505004883)* (464,49.15903091430664) (544,49.14431381225586) (802,49.119300842285156) (523,49.11378860473633) (790,49.10950469970703) (686,49.08638000488281)* (498,49.051483154296875)* (325,49.04950714111328) (291,48.97969055175781)* (318,48.96244430541992) (458,48.87999725341797) (908,48.7629508972168) (680,48.693389892578125) (528,48.683387756347656)* (646,48.62152099609375) (903,48.56544494628906)
