userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
61: (227,57.56915283203125)* (1242,57.00685501098633) (1519,56.47574234008789) (2632,56.40566635131836) (316,56.33936309814453) (511,56.184112548828125) (599,56.054039001464844) (715,55.97468566894531) (1414,55.84869384765625) (1763,55.808929443359375)* (985,55.78962707519531) (429,55.78828430175781) (735,55.76582336425781) (533,55.758052825927734) (5745,55.75555419921875) (1464,55.748069763183594) (154,55.72349166870117) (212,55.69768524169922)* (2277,55.69617462158203) (3110,55.656978607177734)
62: (72,48.62808609008789)* (72,48.62808609008789)* (511,47.29894256591797) (1104,47.216941833496094) (1001,47.01769256591797) (3046,46.90147399902344) (229,46.76417922973633) (63,46.50372314453125) (63,46.50372314453125) (172,46.41260528564453) (1109,46.35325622558594) (7,46.27910614013672) (377,46.15128707885742) (159,46.04420471191406) (722,45.98448181152344) (227,45.98411178588867)* (75,45.94935607910156)* (75,45.94935607910156)* (959,45.941650390625) (3945,45.93722152709961)
63: (2343,55.764068603515625) (959,55.64079284667969)* (1249,55.548789978027344) (917,55.50993347167969)* (724,55.099327087402344) (732,54.8819465637207) (234,54.84680938720703)* (176,54.83518981933594) (1369,54.77190017700195) (2347,54.71017837524414) (1513,54.7054443359375) (928,54.47035217285156)* (854,54.46039581298828)* (1372,54.36656188964844) (2787,54.23175048828125) (2346,54.206260681152344) (1360,54.071044921875) (614,54.06372833251953)* (843,54.0491943359375) (1366,54.03527069091797)
64: (601,56.68412780761719)* (1098,56.64316940307617) (1123,56.57154083251953) (592,56.56629943847656) (238,56.50202941894531) (8670,56.439979553222656) (69,56.396793365478516) (69,56.396793365478516) (263,56.33143615722656) (1694,56.27613067626953) (578,56.10066604614258) (72,56.097129821777344) (72,56.097129821777344) (67,55.95992660522461) (67,55.95992660522461) (1130,55.903411865234375) (81,55.84773635864258) (6004,55.83149719238281) (748,55.81388854980469) (7685,55.79906463623047)
65: (497,54.99037170410156)* (486,54.799957275390625) (978,54.74700927734375) (1672,54.44769287109375) (1179,54.4290657043457) (1044,54.366580963134766) (198,54.27128982543945) (500,54.13795471191406) (488,54.0521354675293)* (830,54.02262878417969) (1186,54.00609588623047) (517,54.005775451660156) (1091,53.935115814208984) (230,53.68462371826172) (490,53.64844512939453) (814,53.57004165649414) (507,53.56734848022461) (412,53.53673553466797) (493,53.48609161376953) (499,53.46159744262695)
66: (5833,55.819271087646484) (3201,55.75584411621094) (61,55.46086120605469)* (1083,55.425048828125) (999,55.25575256347656) (3768,55.22446823120117) (7347,55.101318359375) (193,55.099578857421875) (2562,54.9573860168457) (1004,54.932098388671875) (91,54.82778549194336) (2552,54.80742645263672) (68,54.7626838684082)* (68,54.7626838684082)* (72,54.739593505859375)* (72,54.739593505859375)* (2936,54.668880462646484) (3280,54.634613037109375) (2938,54.611412048339844) (5258,54.491920471191406)
68: (157,49.81281661987305) (55,49.722015380859375) (302,49.68550491333008)* (289,49.614933013916016)* (525,49.48890686035156) (310,49.45400619506836) (349,49.4052734375)* (907,49.23702621459961) (333,49.14082717895508) (329,49.023475646972656)* (475,48.91351318359375) (331,48.84074783325195) (294,48.769859313964844)* (279,48.72322082519531) (291,48.67365646362305) (251,48.58583068847656) (298,48.41515350341797) (314,48.35736083984375)* (318,48.337257385253906) (468,48.32009506225586)*
69: (619,62.94152069091797) (617,62.83687210083008) (7665,62.32828903198242) (3686,62.24264144897461) (3227,62.24113464355469) (418,62.11627197265625) (748,61.953575134277344) (276,61.7103271484375) (2921,61.68284225463867) (3707,61.637908935546875) (757,61.59144592285156) (1946,61.5865478515625)* (6226,61.58578109741211) (605,61.5799446105957) (2132,61.417022705078125) (11204,61.30986404418945) (3691,61.28120040893555) (1640,61.25636291503906)* (2698,61.210174560546875) (3693,61.16564178466797)
70: (154,50.748016357421875) (173,50.63736343383789)* (227,50.53276824951172) (229,50.50867462158203)* (1118,50.164878845214844) (72,50.075927734375) (72,50.075927734375) (533,50.039669036865234) (88,49.99502182006836) (233,49.8885383605957) (220,49.8436279296875) (65,49.841407775878906) (65,49.841407775878906) (7,49.798091888427734) (159,49.782230377197266) (56,49.750762939453125) (56,49.750762939453125) (511,49.695186614990234) (1090,49.689266204833984)* (198,49.6699104309082)
71: (917,56.401390075683594)* (2746,55.201499938964844) (198,54.963985443115234) (1339,54.954524993896484)* (841,54.953086853027344) (710,54.780128479003906) (843,54.73588943481445)* (954,54.684898376464844) (503,54.578453063964844) (4971,54.52320098876953) (928,54.493492126464844) (1369,54.4389762878418) (959,54.33747100830078) (1412,54.318336486816406) (937,54.21062088012695) (1274,54.20692825317383) (726,54.1328125) (812,54.11330795288086) (517,53.958229064941406) (163,53.93376541137695)
72: (288,49.391143798828125) (295,49.21583557128906)* (701,49.10565948486328) (55,48.949947357177734)* (349,48.692710876464844) (299,48.27617263793945)* (906,48.24351501464844) (455,48.06426239013672) (301,47.96232223510742) (461,47.890777587890625) (320,47.76433181762695)* (161,47.70543670654297) (296,47.65557098388672)* (679,47.620460510253906) (544,47.61601257324219) (2523,47.53532791137695) (1580,47.533897399902344) (352,47.460533142089844) (318,47.455543518066406) (1934,47.44097137451172)
73: (72,54.82326126098633) (72,54.82326126098633) (1083,53.681190490722656) (1014,53.654266357421875) (1886,53.6368522644043) (3768,53.563751220703125) (1079,53.547271728515625) (187,53.52449035644531) (193,53.43124008178711) (1295,53.24607849121094) (1707,53.195064544677734) (98,53.146095275878906) (997,53.122100830078125)* (1013,53.06889343261719) (1534,53.02912521362305) (59,53.02576446533203) (515,53.00527572631836) (1885,52.97616195678711) (1892,52.944915771484375) (1019,52.86528015136719)
74: (6368,52.733741760253906) (3873,52.487571716308594) (3762,52.232887268066406) (479,51.98682403564453) (356,51.87421798706055) (3062,51.72483825683594) (727,51.684486389160156) (1025,51.644615173339844) (3859,51.56181335449219) (4324,51.43928909301758) (7252,51.413307189941406) (7854,51.40471267700195) (9279,51.385406494140625) (7851,51.23370361328125) (457,51.20501708984375) (7844,51.16340637207031) (7837,51.13740539550781) (966,51.12953567504883) (2067,51.09064865112305)* (10460,50.9499397277832)
75: (89,51.52643585205078)* (498,51.162269592285156)* (461,50.90984344482422) (302,50.840721130371094)* (328,50.27836990356445) (704,50.19544982910156) (291,50.151588439941406) (293,50.14200973510742) (349,50.04645538330078) (257,50.0009765625) (318,49.84849548339844) (523,49.81526184082031) (680,49.76409149169922) (325,49.689937591552734) (903,49.679603576660156) (1456,49.655853271484375)* (908,49.570796966552734) (525,49.52273178100586) (542,49.43596649169922) (528,49.39479064941406)
76: (399,49.13956832885742) (1918,48.54861831665039) (5575,48.04574203491211) (401,47.73234558105469) (3554,47.640377044677734) (1020,47.63585662841797) (395,47.57188034057617) (9092,47.46061325073242) (15941,47.27922821044922) (5089,47.1132926940918) (2806,47.02205276489258) (2102,46.91399383544922)* (1922,46.85173797607422) (5563,46.78065490722656) (2428,46.77595520019531) (374,46.74177169799805) (13275,46.74108123779297) (15942,46.724029541015625) (2103,46.71314239501953)* (15946,46.579898834228516)
77: (1375,51.51861572265625) (65,51.230201721191406) (65,51.230201721191406) (182,51.22706604003906) (1090,51.09569549560547) (228,50.89897918701172) (154,50.85614013671875) (533,50.600975036621094) (1048,50.457496643066406) (1400,50.394500732421875) (425,50.37891387939453) (221,50.35174560546875) (173,50.3347282409668) (689,50.279659271240234)* (3057,50.218353271484375) (316,50.18562316894531) (511,50.095497131347656) (716,50.06788635253906) (159,49.98766326904297) (204,49.93284606933594)
78: (10500,56.394630432128906) (2824,56.20988082885742) (162,56.1962776184082) (8910,56.03707504272461) (2186,56.020355224609375) (233,56.00076675415039) (1131,55.86526870727539) (2,55.74237823486328) (512,55.621238708496094) (815,55.57896423339844) (758,55.556785583496094) (1099,55.5486946105957) (3028,55.52347183227539) (768,55.502777099609375) (370,55.494869232177734) (407,55.46751403808594) (1303,55.4239387512207) (1295,55.418701171875) (5069,55.414859771728516) (503,55.40753936767578)
79: (300,52.59148406982422) (288,52.58183288574219)* (333,52.537960052490234) (701,52.30504608154297) (67,52.23569869995117) (67,52.23569869995117) (302,52.225337982177734) (306,52.15919494628906) (292,52.13591384887695)* (679,51.6197509765625) (344,51.584228515625) (455,51.518341064453125) (55,51.38207244873047) (349,51.363502502441406) (475,51.32232666015625) (299,50.9898567199707) (538,50.89929962158203) (328,50.8878288269043) (161,50.847965240478516) (525,50.808380126953125)
80: (2192,56.42594528198242)* (815,56.29473876953125)* (768,56.274658203125)* (814,55.96576690673828) (3807,55.89267349243164) (4003,55.875038146972656) (503,55.8275260925293) (3028,55.78477096557617) (4181,55.77117156982422) (4508,55.747962951660156) (5063,55.6854248046875) (2429,55.653377532958984) (2200,55.653324127197266)* (4503,55.60260009765625) (45,55.590450286865234) (6014,55.514320373535156) (842,55.45963668823242) (5066,55.421539306640625) (1548,55.28540802001953) (1559,55.26661682128906)
81: (6626,55.41865158081055) (2916,55.13812255859375) (2236,54.70314025878906)* (6903,54.52261734008789) (13303,54.37897491455078) (2247,54.349266052246094)* (15102,54.24051284790039) (1544,54.15974807739258) (2924,54.02619171142578) (267,54.02597427368164) (8160,53.982398986816406) (2226,53.833885192871094)* (2179,53.80221176147461) (6621,53.78551483154297) (6631,53.770565032958984) (12138,53.70732116699219) (2906,53.679359436035156) (1839,53.53696060180664) (6288,53.46998596191406) (8190,53.45543670654297)
82: (615,59.7227668762207) (1947,59.49397277832031) (222,59.374691009521484) (2542,59.26573944091797) (1732,59.23493194580078) (11900,59.217552185058594) (418,59.116729736328125) (5549,58.97187805175781) (1504,58.96195983886719) (629,58.95359420776367) (1944,58.841033935546875) (2541,58.753631591796875) (195,58.727989196777344) (223,58.65376663208008) (632,58.648712158203125) (416,58.64409637451172) (154,58.635841369628906)* (2585,58.591793060302734) (4092,58.562835693359375) (217,58.5245361328125)
83: (8439,55.16806411743164) (8431,55.0573616027832) (6961,55.046302795410156) (592,54.8761100769043) (7119,54.849491119384766) (10912,54.827789306640625) (1130,54.672088623046875) (12141,54.58945083618164) (2338,54.57484817504883)* (9045,54.41380310058594) (6960,54.32292938232422) (3877,54.2906379699707) (6952,54.25434875488281) (6947,54.212806701660156) (12452,54.106990814208984) (2339,54.075599670410156)* (4928,53.91664505004883) (227,53.884727478027344) (8444,53.88423538208008) (13502,53.84052658081055)
84: (952,53.72388458251953) (1803,53.5565185546875)* (928,53.402984619140625)* (1360,53.36737823486328)* (710,53.24713134765625) (841,53.20232391357422) (1412,53.179588317871094)* (951,52.78961944580078) (2797,52.711578369140625) (1372,52.68199920654297) (957,52.599464416503906) (924,52.56946563720703) (2787,52.49625015258789) (234,52.49169921875) (956,52.443458557128906) (4460,52.279911041259766) (2790,52.27593994140625) (230,52.133766174316406) (1044,52.04755401611328)* (7,51.99494171142578)
85: (4457,54.58202362060547) (707,54.561309814453125) (1914,54.50114059448242) (234,54.34416961669922) (2794,54.3392219543457) (1118,54.162818908691406) (383,54.15874481201172) (920,53.884254455566406) (2835,53.848148345947266) (1206,53.84400177001953) (5204,53.83039855957031) (1513,53.77275085449219) (1131,53.76689910888672) (5206,53.75438690185547) (4155,53.745384216308594) (5207,53.67259216308594) (159,53.645179748535156) (198,53.641136169433594) (5211,53.62326431274414) (5638,53.623104095458984)
86: (503,58.62947463989258) (1044,58.47857666015625) (953,58.27272033691406) (45,58.25254821777344) (768,58.05280303955078) (2850,57.912086486816406) (818,57.75829315185547) (816,57.716670989990234) (3239,57.71605682373047) (1672,57.614166259765625) (198,57.48780059814453) (1191,57.35972595214844) (2196,57.355918884277344) (5100,57.315391540527344) (2576,57.23905944824219) (487,57.22807693481445) (2967,57.22807693481445) (808,57.21446228027344) (843,57.129703521728516) (832,57.1187858581543)
87: (701,52.27410125732422) (289,51.98468780517578)* (292,51.976417541503906)* (89,51.88932800292969) (251,51.876243591308594) (1475,51.8565559387207) (157,51.84651565551758) (300,51.773521423339844)* (306,51.636226654052734) (265,51.606719970703125)* (291,51.540985107421875) (333,51.48136901855469) (360,51.395538330078125) (907,51.37165832519531) (299,51.30585861206055) (55,51.19020080566406) (787,51.12434387207031) (8991,51.075645446777344) (461,50.99884033203125) (5767,50.96513366699219)
88: (1944,62.462364196777344)* (4079,62.36374282836914) (222,62.341766357421875) (602,62.22944641113281) (418,62.03543472290039) (6824,61.950077056884766) (1976,61.88195037841797) (12753,61.837562561035156) (8649,61.780296325683594) (632,61.70180130004883) (618,61.68927764892578) (227,61.65834045410156) (2541,61.478271484375) (197,61.4774284362793) (615,61.453086853027344) (4121,61.41753005981445) (212,61.398223876953125) (4532,61.39141082763672) (206,61.2896614074707) (196,61.28260803222656)*
89: (498,56.060733795166016)* (486,55.545005798339844)* (537,54.90283966064453) (540,54.7554817199707) (1185,54.74310302734375) (2978,54.300331115722656) (466,54.2867431640625) (816,54.17561721801758) (1043,54.100799560546875) (324,54.07417297363281) (230,54.016510009765625) (499,53.93695831298828) (1034,53.90102005004883) (1670,53.890380859375) (2619,53.87800979614258) (693,53.7722053527832)* (500,53.753726959228516) (1678,53.73072814941406) (475,53.71428680419922) (1181,53.651214599609375)
90: (2179,59.92844009399414) (8372,59.250244140625) (1244,59.234901428222656)* (157,59.18802261352539) (475,58.8838005065918) (917,58.87232971191406) (730,58.70978546142578) (2346,58.550201416015625) (2055,58.393821716308594) (250,58.37067794799805) (959,58.366905212402344) (1249,58.34921646118164) (1613,58.252830505371094) (9689,58.18096923828125) (5249,58.16777038574219) (945,58.129119873046875) (245,58.117828369140625) (8743,58.08013916015625) (1686,58.06297302246094) (378,58.05593490600586)
91: (1083,61.004417419433594) (875,60.762393951416016) (3431,60.73896026611328) (3280,60.6065673828125) (3289,60.52973175048828) (5913,60.41778564453125) (2470,60.256927490234375)* (1886,59.73543930053711) (1709,59.6268310546875) (861,59.47686004638672) (8291,59.40979766845703) (864,59.391937255859375) (4973,59.346256256103516) (5299,58.994659423828125) (3295,58.934776306152344) (10209,58.84162902832031) (3285,58.795833587646484) (1703,58.789222717285156) (1707,58.72760009765625) (3443,58.64876174926758)
92: (377,54.088661193847656) (930,53.613685607910156) (1009,53.59824752807617) (1613,53.541343688964844) (8163,53.463443756103516) (157,53.431304931640625) (378,53.385108947753906) (1449,53.306278228759766) (518,53.30140686035156) (2179,53.27988052368164) (5988,53.273433685302734) (1433,53.1650390625) (289,53.049095153808594)* (89,53.025543212890625)* (330,52.960426330566406) (1444,52.74627685546875) (3985,52.701759338378906) (1114,52.607357025146484) (1104,52.60614013671875) (7,52.588592529296875)
94: (203,56.159576416015625)* (416,56.01428985595703) (615,55.879310607910156) (81,55.782283782958984) (225,55.75702667236328) (206,55.705162048339844) (425,55.64746856689453) (618,55.59028244018555) (196,55.58141326904297) (1090,55.54808044433594) (757,55.49464416503906) (53,55.465843200683594) (53,55.465843200683594) (237,55.45465850830078) (207,55.39085006713867) (1400,55.35934829711914) (84,55.30766677856445) (599,55.297210693359375)* (1097,55.22637176513672) (1390,55.199676513671875)
95: (466,53.576908111572266)* (67,52.87371826171875)* (67,52.87371826171875)* (544,52.77729034423828) (291,52.73557662963867)* (55,52.71293640136719)* (2184,52.67865753173828) (318,52.57550048828125) (1934,52.53650665283203) (325,52.44956970214844) (293,52.43975067138672) (802,52.41143798828125) (523,52.390296936035156) (528,52.267662048339844)* (464,52.16650390625) (908,52.15915298461914) (686,52.14247131347656)* (903,52.12289810180664) (324,52.02177810668945) (328,51.90004348754883)
