userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
61: (261,67.67958068847656)* (5745,67.59588623046875) (270,67.47539520263672)* (1553,67.41976928710938) (227,67.25474548339844)* (1763,67.08793640136719)* (1761,66.73990631103516)* (5236,66.71495056152344) (1098,66.69695281982422) (5789,66.4320297241211) (10416,66.38603210449219) (9700,66.3816146850586) (196,66.29533386230469)* (11323,66.28489685058594) (4819,66.22310638427734) (154,66.1544418334961) (1375,66.12413024902344) (2632,66.10887908935547) (166,66.07711791992188) (417,66.06607055664062)
62: (72,69.13070678710938)* (72,69.13070678710938)* (1104,67.16094970703125) (3046,67.08000183105469) (486,66.7219467163086) (722,66.69132232666016) (511,66.63766479492188) (63,66.54623413085938) (63,66.54623413085938) (229,66.43619537353516) (1705,66.30240631103516) (10959,66.228271484375) (155,66.22636413574219) (377,66.21659088134766) (7,66.1718978881836) (1075,66.04966735839844) (159,65.90274810791016) (233,65.87508392333984) (518,65.84757232666016) (521,65.70336151123047)
63: (959,72.33019256591797)* (1513,72.2783432006836) (1249,71.98412322998047) (2343,71.94094848632812) (917,71.71964263916016)* (951,71.7012710571289) (234,71.67161560058594)* (854,71.54857635498047)* (159,71.3317642211914)* (173,71.32643127441406) (982,71.29056549072266) (732,71.28715515136719) (176,71.16899108886719) (533,71.10523223876953) (920,71.02452087402344) (724,71.00569152832031) (599,71.00531005859375) (72,70.98046112060547) (72,70.98046112060547) (928,70.94361877441406)*
64: (578,60.23690414428711) (9361,59.70693588256836) (69,59.36518478393555) (69,59.36518478393555) (601,59.31894302368164)* (7685,58.824031829833984) (986,58.78700637817383) (4928,58.77812957763672) (227,58.65073013305664) (88,58.59042739868164) (572,58.53846740722656) (12137,58.5249137878418) (617,58.44596481323242) (1620,58.38579177856445) (3992,58.2906494140625) (4037,58.27281951904297) (10722,58.15261459350586) (286,58.14614486694336) (57,58.136962890625) (3019,58.1299934387207)
65: (488,70.832275390625)* (830,70.61566925048828) (1672,70.51815032958984) (497,70.00608825683594)* (507,69.9918212890625) (2206,69.75041198730469) (490,69.70791625976562) (230,69.67083740234375) (978,69.65449523925781) (1905,69.61787414550781) (3084,69.55984497070312) (198,69.5569839477539) (493,69.54952239990234) (966,69.5093002319336) (1044,69.39613342285156) (403,69.38168334960938) (500,69.29608917236328) (472,69.28743743896484)* (1186,69.2210693359375) (537,69.20024871826172)
66: (3768,66.61512756347656) (601,66.31120300292969) (2039,66.03612518310547) (72,65.24889373779297)* (72,65.24889373779297)* (6742,65.07951354980469) (61,64.9892578125)* (999,64.92227935791016) (187,64.7761459350586) (2562,64.75104522705078) (1017,64.67196655273438) (627,64.19648742675781) (852,64.11968994140625) (82,64.11731719970703) (76,64.1003646850586) (76,64.1003646850586) (3281,64.035888671875) (877,63.9915885925293) (193,63.95058059692383) (2936,63.80253601074219)
68: (289,69.22811889648438)* (468,68.6590805053711)* (349,68.5458755493164)* (329,68.5209732055664)* (310,68.3364028930664) (525,67.84772491455078) (161,67.81517791748047) (241,67.76325988769531) (157,67.49368286132812) (314,67.43011474609375)* (302,67.34432220458984)* (55,67.2475357055664) (331,67.23747253417969) (907,67.223876953125) (333,67.15742492675781) (545,67.11988067626953) (461,67.11420440673828) (2220,67.06270599365234) (294,67.04549407958984)* (6389,67.03063201904297)
69: (619,64.070068359375) (2921,63.82347106933594) (617,63.5187873840332) (3707,63.26387405395508) (3691,63.04861831665039) (748,63.01831817626953) (3357,62.8773307800293) (440,62.8549919128418) (1620,62.85022735595703) (3347,62.7911491394043) (3686,62.759395599365234) (3702,62.75407028198242) (5048,62.668678283691406) (249,62.66779327392578) (276,62.60297393798828) (88,62.5556640625) (757,62.548316955566406) (1640,62.5440673828125)* (3693,62.53067398071289) (3673,62.515438079833984)
70: (154,67.59491729736328) (220,67.01039123535156) (227,66.91960906982422) (533,66.91834259033203) (65,66.86957550048828) (65,66.86957550048828) (173,66.78482055664062)* (229,66.77159118652344)* (233,66.74547576904297) (1090,66.58924102783203)* (226,66.56248474121094) (969,66.5279769897461) (1118,66.48326110839844) (88,66.47146606445312) (982,66.3045654296875) (1873,66.18592071533203)* (424,66.1128921508789) (1116,66.0343017578125) (203,65.99258422851562) (72,65.9103012084961)
71: (917,70.15888214111328)* (954,69.7753677368164) (1358,69.39408111572266) (837,69.12841033935547) (1369,69.0415267944336) (15,69.01278686523438) (1339,68.96723937988281)* (1274,68.94971466064453) (2746,68.93611907958984) (937,68.93592071533203) (963,68.928466796875) (947,68.86790466308594) (3940,68.8178939819336) (6284,68.79019927978516) (841,68.74153137207031) (1372,68.71100616455078) (1710,68.71099090576172) (2763,68.6959228515625) (821,68.65769958496094) (949,68.53042602539062)
72: (295,71.55575561523438)* (288,71.50883483886719) (55,71.22120666503906)* (349,70.76445007324219) (701,70.67449951171875) (301,70.10676574707031) (299,70.0694351196289)* (679,69.66905975341797) (1243,69.44297790527344) (1934,69.3765869140625) (296,69.36891174316406)* (311,69.36334991455078) (161,69.3559341430664) (903,69.32550048828125) (461,69.29972076416016) (906,69.27529907226562) (535,69.24585723876953) (325,69.1668930053711) (352,69.14257049560547) (323,68.9188461303711)
73: (72,67.42054748535156) (72,67.42054748535156) (187,65.08028411865234) (1886,65.03327178955078) (3768,65.00761413574219) (1707,65.0021743774414) (1014,64.86668395996094) (1013,64.61742401123047) (1083,64.60171508789062) (193,64.54431915283203) (1298,64.43551635742188) (3280,64.2183609008789) (997,64.15863800048828)* (59,64.1171875) (75,64.01797485351562) (75,64.01797485351562) (1079,64.0071029663086) (880,63.95901107788086) (1019,63.73918533325195) (227,63.711360931396484)
74: (4135,66.0169448852539) (406,65.96564483642578) (518,65.60416412353516)* (9013,65.39842224121094) (955,65.1680908203125) (930,65.0461196899414) (376,64.78160095214844) (2655,64.63642883300781) (4817,64.51793670654297) (637,64.50078582763672) (5238,64.45205688476562) (390,64.36882781982422) (2441,64.30242919921875) (13549,64.2705307006836) (8847,64.21073913574219) (289,64.1580581665039) (12947,64.11791229248047) (4137,64.08929443359375) (6860,64.05667877197266) (378,63.99468994140625)
75: (461,74.01919555664062) (89,74.0003662109375)* (498,73.94226837158203)* (349,72.77605438232422) (458,72.67756652832031) (302,72.63214111328125)* (680,72.31428527832031) (321,72.06482696533203) (681,72.02228546142578) (291,72.00605010986328) (802,71.99468994140625) (542,71.8037338256836) (325,71.79988098144531) (525,71.77608489990234) (161,71.74629211425781)* (324,71.72138977050781) (686,71.71256256103516) (704,71.68861389160156) (328,71.6307601928711) (318,71.5750732421875)
76: (399,67.69961547851562) (413,67.34996795654297) (5565,67.28629302978516) (395,66.60713195800781) (9013,66.28665924072266) (1918,66.28047180175781) (10937,66.22665405273438) (7620,66.04644775390625) (5572,65.98823547363281) (3483,65.93785858154297) (2799,65.91661834716797) (374,65.86207580566406) (5575,65.78355407714844) (400,65.77041625976562) (5570,65.55331420898438) (5576,65.51668548583984) (10931,65.51126098632812) (1906,65.38668823242188) (5566,65.20308685302734) (5561,65.18470764160156)
77: (228,69.8967056274414) (533,68.97796630859375) (1400,68.72188568115234) (65,68.69947814941406) (65,68.69947814941406) (1090,68.69879913330078) (1048,68.46871185302734) (716,68.37166595458984) (154,68.3333740234375) (182,68.20738220214844) (511,68.14599609375) (1375,67.9862289428711) (1511,67.87008666992188) (199,67.73561096191406) (709,67.68224334716797) (3400,67.63195037841797) (220,67.3772201538086) (715,67.33277893066406) (1991,67.29733276367188) (203,67.29402923583984)
78: (407,64.70409393310547) (238,64.54676055908203) (1099,64.34685516357422) (5063,64.3072280883789) (1401,64.2178955078125) (1104,64.0464859008789) (748,63.838233947753906) (2702,63.83126449584961) (1222,63.67469024658203)* (754,63.63018035888672) (4863,63.56377029418945) (1700,63.52903366088867) (3720,63.504051208496094) (1131,63.48464584350586) (512,63.46131134033203) (162,63.446044921875) (2667,63.4375) (2605,63.39338302612305) (774,63.30321502685547) (4316,63.24797058105469)
79: (288,73.78535461425781)* (292,73.75178527832031)* (300,73.72431945800781) (302,73.51382446289062) (701,73.45557403564453) (333,73.39806365966797) (455,73.13932037353516) (306,72.91081237792969) (349,72.88163757324219) (67,72.87783813476562) (67,72.87783813476562) (299,72.6506118774414) (161,72.61032104492188) (320,72.5526351928711) (344,72.4552001953125) (310,72.32182312011719) (55,72.2562026977539) (913,72.16710662841797) (265,72.16019439697266) (679,72.07203674316406)
80: (2192,66.4980697631836)* (45,66.43325805664062) (842,66.38011932373047) (2200,66.32520294189453)* (814,66.28218841552734) (3807,66.13372802734375) (839,66.13297271728516) (815,66.09547424316406)* (8,66.00798797607422) (5963,65.88885498046875) (10650,65.86167907714844) (4508,65.85973358154297) (397,65.85374450683594) (1550,65.8359146118164) (845,65.7838363647461) (2850,65.75909423828125) (374,65.69677734375) (4003,65.6660385131836) (850,65.6540756225586) (3554,65.65180206298828)
81: (6626,69.21280670166016) (1544,68.80131530761719) (1433,68.66635131835938) (267,68.57540893554688) (1613,68.13263702392578) (7766,68.12955474853516) (13303,68.0605697631836) (4344,67.82422637939453) (4105,67.76124572753906) (2247,67.7212142944336)* (2236,67.47915649414062)* (6395,67.14873504638672) (6403,67.08955383300781) (475,67.08399200439453) (2179,66.99710083007812) (15113,66.97811889648438) (1448,66.91548156738281) (6402,66.8943099975586) (12254,66.68367767333984) (6401,66.63990783691406)
82: (1947,64.56139373779297) (618,64.02465057373047) (154,64.0071792602539)* (7665,63.99798583984375) (196,63.98728561401367) (1627,63.955291748046875) (418,63.914772033691406) (5414,63.810890197753906) (195,63.61147689819336) (227,63.48253631591797) (223,63.41120910644531) (217,63.39852523803711) (1944,63.360626220703125) (10611,63.36022186279297) (231,63.18167495727539) (3258,63.18106460571289) (1747,63.15736389160156) (10613,63.12825012207031) (629,63.084007263183594) (1976,63.05915832519531)
83: (1783,61.92828369140625) (8216,61.68804168701172) (7111,61.465248107910156) (610,61.38401412963867) (7123,61.24946975708008) (3905,61.23854064941406) (5236,61.101558685302734) (506,60.92871856689453) (1770,60.64468765258789) (7352,60.54492950439453) (10912,60.52977752685547) (7623,60.52400207519531) (1743,60.47659683227539) (7428,60.46450424194336) (4121,60.29933166503906) (9054,60.250770568847656) (7439,60.125118255615234) (1098,60.10226058959961) (7430,59.99989318847656) (266,59.970176696777344)
84: (1803,70.68890380859375)* (1360,70.2813491821289)* (1412,70.03167724609375)* (234,69.95775604248047) (951,69.6741714477539) (952,69.6564712524414) (230,69.43379211425781) (1372,69.41276550292969) (1406,69.23612976074219) (841,69.22901916503906) (377,69.12679290771484) (1044,68.95430755615234)* (2787,68.94812774658203) (982,68.82707214355469) (227,68.80714416503906) (957,68.77924346923828) (928,68.72279357910156)* (1810,68.69876861572266) (808,68.69585418701172) (2790,68.66095733642578)
85: (707,65.28081512451172) (173,65.22178649902344) (1119,65.11629486083984) (234,64.93492889404297) (920,64.87933349609375) (450,64.83027648925781) (225,64.8254165649414) (370,64.80876159667969) (154,64.7376708984375) (2794,64.4824447631836) (1131,64.46306610107422) (9635,64.32669067382812) (3095,64.27409362792969) (226,64.23356628417969)* (1118,64.15079498291016) (9344,64.12290954589844) (72,64.10308837890625) (72,64.10308837890625) (7650,64.07054138183594) (159,64.05081939697266)
86: (816,69.57482147216797) (503,69.34770202636719) (768,69.06883239746094) (2850,69.03553009033203) (818,68.78837585449219) (45,68.68089294433594) (808,68.45501708984375) (953,68.3848876953125) (1188,68.15812683105469) (1044,68.0482406616211) (1547,68.0149917602539) (850,67.97539520263672) (834,67.96321105957031) (810,67.9298324584961)* (2576,67.91006469726562) (845,67.80984497070312) (1195,67.72490692138672) (1672,67.72339630126953) (2744,67.65837860107422) (507,67.6392593383789)
87: (292,73.22647094726562)* (289,72.42129516601562)* (701,72.41571807861328) (299,72.41051483154297) (251,72.28499603271484) (265,71.88097381591797)* (1475,71.82156372070312) (241,71.59475708007812) (300,71.58161163330078)* (55,71.4815902709961) (89,71.45110321044922) (279,71.42786407470703) (322,71.14461517333984) (333,71.0595932006836) (290,71.05362701416016) (291,70.93795776367188) (157,70.81859588623047) (3311,70.7481689453125) (306,70.73165130615234) (314,70.69122314453125)
88: (205,71.46501922607422) (227,71.44786834716797) (222,71.344482421875) (197,71.27185821533203) (618,71.26502990722656) (2424,71.16202545166016)* (206,71.12053680419922) (1944,70.96393585205078)* (212,70.7221450805664) (434,70.68531036376953) (196,70.68190002441406)* (6836,70.63330078125) (3258,70.60636138916016) (615,70.58763885498047) (217,70.58294677734375) (1976,70.58196258544922) (602,70.57299041748047) (418,70.54811096191406) (4079,70.47154235839844) (195,70.41948699951172)
89: (498,69.67626190185547)* (1043,68.13243865966797) (536,68.0004653930664) (466,67.85173797607422) (486,67.83020782470703)* (481,67.79634857177734) (693,67.78974914550781)* (344,67.77655792236328) (461,67.73687744140625) (471,67.73493194580078) (540,67.68124389648438) (499,67.60395812988281) (288,67.5419921875) (1182,67.4557113647461) (681,67.35598754882812) (816,67.34187316894531) (1866,67.25334167480469) (1185,67.22539520263672) (324,67.08325958251953) (537,67.01842498779297)
90: (945,64.80004119873047) (1489,64.72100830078125) (1686,64.51905822753906) (253,64.4463119506836) (910,64.32206726074219) (475,64.06956481933594) (344,63.79457473754883) (959,63.71192932128906) (289,63.67985153198242) (157,63.62532424926758) (63,63.42103576660156) (63,63.42103576660156) (4918,63.296180725097656) (245,63.230716705322266) (4920,63.17918014526367) (378,63.16937255859375) (1740,63.144874572753906) (1464,63.13867950439453) (2634,63.13404846191406) (455,63.12052917480469)
91: (3280,66.43547058105469) (875,66.20958709716797) (1213,65.64627075195312) (1205,65.6064453125) (3295,65.41677856445312) (10164,65.34263610839844) (1083,65.32919311523438) (2470,65.0464859008789)* (3282,64.80722045898438) (3431,64.75711822509766) (1217,64.71080780029297) (3434,64.70468139648438) (3289,64.6943130493164) (1886,64.66252136230469) (1709,64.65446472167969) (3432,64.48286437988281) (72,64.42101287841797) (72,64.42101287841797) (11903,64.38106536865234) (1295,64.37549591064453)
92: (289,68.78189849853516)* (2179,68.68585968017578) (89,68.59905242919922)* (1613,68.46929168701172) (333,68.39305877685547) (157,68.29348754882812) (3426,68.28628540039062) (6690,68.23612213134766) (344,68.17980194091797) (10188,68.04886627197266) (2251,67.988525390625) (10186,67.9755859375) (257,67.810546875) (2040,67.67932891845703) (6501,67.6092529296875) (2436,67.55811309814453) (701,67.37798309326172) (461,67.36190795898438) (329,67.29232788085938) (2442,67.25011444091797)
94: (618,70.37560272216797) (1633,70.33612823486328) (4384,70.18737030029297) (6217,70.08185577392578) (416,69.98208618164062) (225,69.8287582397461) (1155,69.8177719116211) (84,69.75547790527344) (1090,69.68679809570312) (425,69.6694564819336) (5925,69.64839172363281) (1390,69.6341323852539) (3693,69.50492095947266) (1424,69.41024017333984) (703,69.39822387695312) (59,69.34895324707031)* (203,69.25648498535156)* (1097,69.22533416748047) (433,69.198486328125)* (229,69.15628814697266)
95: (466,77.79019165039062)* (67,77.18125915527344)* (67,77.18125915527344)* (55,76.99923706054688)* (903,76.81065368652344) (301,76.5496826171875) (291,76.37508392333984)* (320,76.24456024169922) (464,76.24037170410156) (325,76.15113067626953) (498,76.07731628417969)* (544,76.06597900390625) (458,75.91221618652344) (1934,75.8933334350586) (1459,75.88419342041016) (318,75.83888244628906) (1243,75.75118255615234) (528,75.71661376953125)* (646,75.66783142089844) (342,75.6454086303711)
96: (157,70.69583892822266) (959,70.61161804199219) (601,70.21668243408203) (227,70.01604461669922) (258,69.96022033691406) (187,69.68006896972656) (1001,68.7419204711914) (975,68.56063079833984) (993,68.52617645263672) (155,68.3346176147461) (180,68.25999450683594) (2031,68.21946716308594) (72,68.14834594726562) (72,68.14834594726562) (2936,67.78656005859375) (1244,67.6868667602539) (2029,67.60697174072266) (1000,67.57025146484375) (1892,67.56327819824219) (253,67.52191925048828)
