userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
61: (5745,72.13787841796875) (1763,71.80783081054688)* (2419,71.6612777709961) (261,70.92909240722656)* (3391,70.90855407714844) (8716,70.90401458740234) (903,70.87771606445312) (683,70.84663391113281) (227,70.73161315917969)* (10969,70.64083099365234) (316,70.57393646240234) (1761,70.51956176757812)* (2988,70.48160552978516) (2277,70.48151397705078) (1098,70.45917510986328) (1553,70.38919830322266) (3057,70.36463928222656) (256,70.31301879882812) (8592,70.18777465820312) (5446,70.14817810058594)
62: (72,78.96340942382812)* (72,78.96340942382812)* (1075,76.82012939453125) (1104,76.71434783935547) (7,76.54000091552734) (1099,76.40996551513672) (1098,76.35042572021484) (1379,76.3470687866211) (1001,76.2599868774414) (159,76.17845153808594) (63,76.1441421508789) (63,76.1441421508789) (1061,76.13063049316406) (3501,76.08577728271484) (486,76.02587890625) (153,76.00997924804688) (2014,75.99826049804688) (75,75.94865417480469)* (75,75.94865417480469)* (3046,75.76858520507812)
63: (1249,78.81002044677734) (959,78.733154296875)* (917,78.145751953125)* (176,78.12310791015625) (2346,77.93734741210938) (234,77.91244506835938)* (2343,77.89109802246094) (220,77.54157257080078) (951,77.48240661621094) (724,77.1771240234375) (533,77.14958953857422) (928,77.1233901977539)* (230,77.0527114868164) (1415,76.99947357177734) (1369,76.97405242919922) (2347,76.93817138671875) (198,76.91751861572266) (712,76.883544921875) (732,76.86083984375) (982,76.79402923583984)
64: (69,72.97386932373047) (69,72.97386932373047) (60,72.6261215209961) (60,72.6261215209961) (601,72.47396850585938)* (5256,72.42610931396484) (11753,72.21380615234375) (617,72.19062805175781) (610,72.15754699707031) (4928,72.13717651367188) (1620,72.12493133544922) (12137,71.99076080322266) (3992,71.9603042602539) (67,71.7099838256836) (67,71.7099838256836) (72,71.61724090576172) (72,71.61724090576172) (6052,71.51820373535156) (578,71.47823333740234) (1508,71.43891906738281)
65: (500,73.46577453613281) (830,73.27100372314453) (497,73.15420532226562)* (1672,73.0740966796875) (488,72.64396667480469)* (2940,72.58031463623047) (507,72.19389343261719) (1905,72.0550537109375) (486,72.01702117919922) (1186,71.9479751586914) (537,71.94625854492188) (4170,71.90145874023438) (2850,71.89153289794922) (834,71.86524963378906) (493,71.84274291992188) (2661,71.8378677368164) (779,71.77790069580078) (2062,71.77178192138672) (1185,71.7531967163086) (1179,71.72299194335938)
66: (61,73.23851013183594)* (1890,72.99248504638672)* (72,72.9842300415039)* (72,72.9842300415039)* (99,72.61482238769531)* (3768,72.52313232421875) (5833,72.51832580566406) (187,72.48075103759766) (2490,72.40538024902344) (601,72.35030364990234) (3281,72.28764343261719) (91,72.25643920898438) (852,72.22257232666016) (599,72.1967544555664) (193,72.09171295166016) (3201,72.06874084472656) (2488,72.06775665283203) (3920,72.0641860961914) (1017,71.84568786621094) (7347,71.82891845703125)
68: (349,79.90715026855469)* (310,79.81815338134766) (314,79.72660064697266)* (289,79.69491577148438)* (329,79.20153045654297)* (309,79.09858703613281) (525,79.08631896972656) (55,79.05870056152344) (302,78.998779296875)* (907,78.80366516113281) (331,78.68490600585938) (294,78.67603302001953)* (468,78.65484619140625)* (1596,78.63538360595703) (279,78.43486785888672) (333,78.41793060302734) (4566,78.3551025390625) (241,78.30198669433594) (291,78.18452453613281) (2220,78.1661376953125)
69: (3691,77.04010009765625) (617,76.84041595458984) (2921,76.6180648803711) (619,76.32560729980469) (7665,75.87895202636719) (6046,75.79998779296875) (3707,75.5857925415039) (3694,75.53294372558594) (6409,75.51512145996094) (3693,75.42029571533203) (1620,75.34363555908203) (3673,75.31581115722656) (6321,75.18910217285156) (3299,75.1287612915039) (748,75.0692138671875) (3686,75.03137969970703) (11204,75.02333068847656) (6835,74.8598861694336) (1941,74.78620910644531) (12759,74.76414489746094)
70: (220,73.69505310058594) (227,73.06966400146484) (533,72.96932983398438) (982,72.87213134765625) (969,72.81539916992188) (229,72.8082504272461)* (154,72.7746353149414) (88,72.76513671875) (65,72.75090026855469) (65,72.75090026855469) (1090,72.73135375976562)* (159,72.7144546508789) (230,72.64014434814453) (173,72.41499328613281)* (226,72.14519500732422) (198,72.08206939697266) (203,72.02342224121094) (857,71.99353790283203) (716,71.93741607666016) (436,71.9293212890625)
71: (928,75.34110260009766) (821,74.07470703125) (841,73.8968276977539) (917,73.80309295654297)* (1339,73.55573272705078)* (944,73.55412292480469)* (1358,73.46075439453125) (824,73.4371337890625) (943,73.41294860839844) (947,73.19383239746094) (2963,73.0958251953125) (954,72.99837493896484) (4971,72.95977020263672) (942,72.94754791259766) (1374,72.86424255371094) (370,72.82274627685547) (181,72.8210678100586) (2838,72.81770324707031) (15,72.8150863647461) (1342,72.79766082763672)
72: (55,76.56002807617188)* (295,76.23768615722656)* (701,76.05640411376953) (349,75.78229522705078) (288,75.6113510131836) (301,75.46566009521484) (299,75.36416625976562)* (2523,75.3565673828125) (679,74.83538055419922) (320,74.64813232421875)* (296,74.59294128417969)* (906,74.52055358886719) (1580,74.51874542236328) (889,74.46356964111328)* (535,74.46090698242188) (161,74.41920471191406) (461,74.29598999023438) (318,74.28935241699219) (332,74.20977783203125) (352,74.17601776123047)
73: (72,74.93577575683594) (72,74.93577575683594) (1014,73.57522583007812) (3768,73.4620132446289) (1083,73.33634948730469) (187,73.3170166015625) (1534,73.18827056884766) (63,73.03484344482422) (63,73.03484344482422) (1892,72.99845886230469) (3988,72.94456481933594) (4126,72.82996368408203) (959,72.81275177001953) (1886,72.7282943725586) (193,72.52767181396484) (1072,72.49308776855469) (3289,72.45188903808594) (153,72.4027099609375) (93,72.35694122314453) (7054,72.32950592041016)
74: (6368,73.74300384521484) (6860,72.77424621582031) (3966,72.67018127441406) (3570,72.54618835449219) (3073,72.44340515136719) (12947,72.29684448242188) (930,72.22386169433594) (2462,72.2098159790039) (5087,72.17579650878906) (6862,72.12959289550781) (2395,72.09596252441406) (457,71.92739868164062) (926,71.9072036743164) (1438,71.8666763305664) (289,71.7729263305664) (6865,71.77268981933594) (6861,71.7317886352539) (4753,71.6966552734375) (966,71.69103240966797) (378,71.67146301269531)
75: (89,78.82249450683594)* (498,78.60997009277344)* (461,78.50089263916016) (704,77.63729858398438) (458,77.5646743774414) (302,77.24913787841797)* (1673,77.13553619384766) (802,77.12755584716797) (2080,77.01470184326172)* (328,76.90779876708984) (686,76.78367614746094) (790,76.74586486816406) (542,76.70893859863281) (680,76.67124938964844) (1034,76.61421203613281) (523,76.57603454589844) (324,76.5715103149414) (531,76.50631713867188)* (486,76.50465393066406) (349,76.48219299316406)
76: (399,78.12200927734375) (395,77.12418365478516) (10228,76.94558715820312) (5575,76.51386260986328) (413,76.10676574707031) (385,76.06256866455078) (5573,75.93252563476562) (5570,75.61691284179688) (5562,75.61296844482422) (5563,75.61203002929688) (382,75.5737075805664) (5576,75.55974578857422) (5571,75.55545806884766) (5561,75.54451751708984) (5566,75.54399871826172) (392,75.54398345947266) (5564,75.51976776123047) (1918,75.50054931640625) (5569,75.48326873779297) (3982,75.46671295166016)
77: (228,69.1072769165039) (1048,69.0824966430664) (1090,69.00605773925781) (903,68.83788299560547) (428,68.81080627441406) (1400,68.7386245727539) (533,68.61327362060547) (298,68.41927337646484) (208,68.3162612915039) (425,68.25096893310547) (430,68.23979949951172)* (3200,68.15348052978516) (203,68.1447982788086) (65,68.13750457763672) (65,68.13750457763672) (1153,68.04800415039062) (1424,68.04464721679688) (1517,67.81246948242188)* (429,67.7981185913086) (1242,67.79117584228516)*
78: (774,69.93279266357422) (758,69.78486633300781) (8910,69.29688262939453) (5069,69.26774597167969) (754,69.11065673828125) (2667,69.04646301269531) (2835,68.98983764648438) (407,68.93041229248047) (162,68.86050415039062) (1104,68.85409545898438) (785,68.78509521484375)* (2028,68.6920166015625) (2676,68.67768096923828) (4863,68.55107879638672) (4225,68.37945556640625) (4852,68.37450408935547) (512,68.34041595458984) (1131,68.31890106201172) (233,68.2823257446289) (517,68.24402618408203)
79: (333,79.12435913085938) (300,79.10015106201172) (701,78.75312805175781) (292,78.75048828125)* (67,78.73670196533203) (67,78.73670196533203) (288,78.69759368896484)* (679,78.68798065185547) (302,78.66133117675781) (344,78.53353881835938) (349,78.13671875) (301,78.13368225097656) (306,78.11616516113281) (55,78.0810317993164) (318,77.70511627197266) (310,77.68716430664062) (455,77.65776062011719) (360,77.5060043334961) (1459,77.4866943359375) (299,77.40194702148438)
80: (814,74.6524429321289) (4003,74.50499725341797) (2847,73.86180114746094) (808,73.79402160644531) (2192,73.76145935058594)* (839,73.7437744140625) (1540,73.36585998535156) (2200,73.35963439941406)* (1546,73.26439666748047) (850,73.17341613769531) (4504,73.1425552368164) (5939,73.12666320800781) (4173,73.11223602294922) (768,73.10614013671875)* (842,72.98853302001953) (4503,72.98160552978516) (1552,72.7529296875) (5602,72.49290466308594) (2621,72.44618225097656) (8881,72.44071960449219)
81: (11074,79.72875213623047) (2247,79.57503509521484)* (267,79.54662322998047) (6903,79.31234741210938) (12243,79.22019958496094) (8160,78.82697296142578) (18130,78.74901580810547) (18132,78.69662475585938) (18133,78.66673278808594) (18123,78.62791442871094) (18126,78.59090423583984) (18134,78.56816864013672) (18131,78.5546875) (18124,78.55194091796875) (18128,78.5346908569336) (18129,78.51168060302734) (2226,78.45928955078125)* (18125,78.43871307373047) (3227,78.2861557006836) (2236,77.93389892578125)*
82: (1732,73.49122619628906) (2139,72.8873519897461) (1171,72.79601287841797) (418,72.79466247558594) (1944,72.75337219238281) (10612,72.42985534667969) (618,72.37178802490234) (1164,72.28105163574219) (4532,72.27748107910156) (5414,72.25125122070312) (2402,72.24385070800781) (6910,72.18970489501953) (6206,72.15005493164062) (231,72.14514923095703) (4053,72.08319091796875) (1947,72.06546783447266) (6217,71.8635482788086) (1964,71.80352783203125) (629,71.79905700683594) (154,71.76412963867188)*
83: (4600,74.32131958007812) (2124,74.01134490966797) (8427,73.82166290283203) (6952,73.72416687011719) (13827,73.68623352050781) (11739,73.64156341552734) (8425,73.48430633544922) (213,73.30802154541016) (1946,73.1987075805664) (227,73.19684600830078) (572,73.12366485595703) (3019,73.0743179321289) (8649,72.95552825927734) (2307,72.92105102539062)* (1285,72.90825653076172) (6960,72.86894226074219) (6947,72.85797119140625) (15562,72.81165313720703) (585,72.73969268798828) (718,72.73080444335938)
84: (1803,79.22088623046875)* (928,78.8369369506836)* (951,78.42444610595703) (924,78.35772705078125) (952,78.28382873535156) (230,77.84843444824219) (957,77.75138854980469) (710,77.7057113647461) (1412,77.64745330810547)* (1360,77.60832214355469)* (946,77.4330825805664) (841,77.41050720214844) (1406,77.19798278808594) (234,77.07508850097656) (2790,77.05659484863281) (1415,77.00089263916016) (2787,76.99768829345703) (956,76.86398315429688) (2834,76.74067687988281) (4180,76.73746490478516)
85: (1118,69.83180236816406) (614,69.49249267578125) (920,69.3267593383789) (1131,69.29161071777344) (1116,68.61649322509766) (707,68.57522583007812) (1119,68.53917694091797) (10859,68.4036636352539) (965,68.29395294189453) (2794,68.2118911743164) (9344,68.195556640625) (186,68.10896301269531) (188,67.99433898925781) (220,67.95889282226562) (843,67.88180541992188) (6724,67.87771606445312) (1873,67.84683227539062) (234,67.79325866699219) (154,67.74657440185547) (7650,67.70785522460938)
86: (808,72.6457748413086) (810,71.47977447509766)* (1145,71.41320037841797) (816,71.36588287353516) (1044,71.30829620361328) (198,71.28131103515625) (1672,71.23119354248047) (503,71.07202911376953) (850,71.06879425048828) (768,71.0253677368164) (497,71.00885009765625) (1180,70.83866882324219) (2576,70.78385925292969) (806,70.75328063964844) (818,70.62796783447266) (2744,70.5704345703125) (1547,70.56925964355469) (3032,70.53012084960938) (1179,70.48808288574219) (834,70.43834686279297)
87: (1475,77.96847534179688) (265,77.96829986572266)* (251,77.86253356933594) (701,77.61978149414062) (289,77.56782531738281)* (279,77.40174865722656) (800,77.30387115478516) (5249,77.27146911621094) (1602,77.13965606689453) (292,77.09688568115234)* (299,77.03011322021484) (4702,76.95765686035156) (55,76.93218994140625) (308,76.88276672363281) (2523,76.80442810058594) (1596,76.74878692626953) (455,76.7287826538086) (332,76.70172882080078)* (322,76.68016052246094) (157,76.6718521118164)
88: (222,76.03916931152344) (205,75.369140625) (1944,75.29610443115234)* (4079,75.29486846923828) (1164,75.29192352294922) (615,75.28709411621094) (632,75.19978332519531) (418,74.90611267089844) (618,74.63048553466797) (195,74.6247787475586) (2640,74.61181640625) (602,74.50920867919922) (1718,74.37679290771484) (434,74.36341094970703) (206,74.26313781738281) (3258,74.24559020996094) (1957,74.18732452392578) (217,74.14070892333984) (4532,74.11310577392578) (2281,74.04900360107422)
89: (498,76.06730651855469)* (486,75.45459747314453)* (481,74.86150360107422) (1043,74.13417053222656) (230,73.9569091796875) (466,73.94206237792969) (540,73.9378433227539) (470,73.6456298828125) (536,73.63444519042969) (475,73.6075668334961) (461,73.56631469726562) (344,73.512939453125) (499,73.50487518310547) (288,73.49530029296875) (497,73.44947052001953) (324,73.44746398925781) (1185,73.44683074951172) (966,73.42316436767578) (1198,73.3672866821289) (537,73.36194610595703)
90: (945,81.26531219482422) (8372,79.58265686035156) (730,79.4976806640625) (2051,79.4354248046875) (253,79.38174438476562) (5267,79.34418487548828) (3588,79.21957397460938) (291,79.17227935791016) (3754,79.05461883544922) (374,78.9881820678711) (3584,78.85108184814453) (245,78.8236312866211) (1489,78.78321075439453) (1686,78.77969360351562) (366,78.77586364746094) (7838,78.74906921386719) (5767,78.73357391357422) (1740,78.72958374023438) (683,78.72560119628906) (4183,78.7216796875)
91: (3280,67.51797485351562) (3987,67.23588562011719) (52,67.08253479003906) (52,67.08253479003906) (1837,66.7524642944336) (1156,66.68919372558594) (72,66.67716979980469) (72,66.67716979980469) (871,66.63819122314453) (6075,66.59764862060547) (2043,66.58877563476562)* (599,66.29705047607422)* (879,66.28292083740234) (864,66.23535919189453) (603,66.15689849853516) (880,66.00157165527344) (163,65.99353790283203) (1893,65.8507080078125) (59,65.79235076904297) (1836,65.78658294677734)
92: (2179,78.96973419189453) (1613,78.8325424194336) (377,77.65118408203125) (230,77.61227416992188) (89,77.259521484375)* (1449,77.18678283691406) (722,77.088134765625) (157,77.05497741699219) (331,77.05476379394531) (5988,77.03160858154297) (2923,76.9334487915039) (289,76.90255737304688)* (468,76.89724731445312) (330,76.80397033691406) (1009,76.74514770507812) (498,76.71879577636719) (538,76.66451263427734) (2440,76.65756225585938) (278,76.62126159667969) (333,76.57836151123047)
94: (416,69.73212432861328) (1155,69.13035583496094) (225,69.07250213623047) (196,68.98030090332031) (629,68.91941833496094) (203,68.86957550048828)* (1097,68.8313980102539) (84,68.76912689208984) (1090,68.68183898925781) (1390,68.66072082519531) (432,68.57225036621094) (425,68.55304718017578) (1633,68.52200317382812) (757,68.46065521240234) (4384,68.43360900878906) (969,68.38992309570312) (1400,68.32046508789062) (703,68.19363403320312) (618,68.18338012695312) (59,68.17710876464844)*
95: (466,77.5311050415039)* (802,76.81444549560547) (325,76.74638366699219) (458,76.68431854248047) (55,76.67728424072266)* (544,76.66627502441406) (498,76.64063262939453)* (686,76.57656860351562)* (523,76.55477142333984) (464,76.41294860839844) (790,76.34784698486328) (67,76.33065032958984)* (67,76.33065032958984)* (543,76.202392578125)* (352,76.173095703125) (680,76.10017395019531) (318,76.07891082763672) (646,76.0159912109375) (528,76.00421142578125)* (903,75.95413208007812)
96: (157,73.55403900146484) (180,73.36625671386719) (253,73.36077117919922) (2783,72.58525848388672) (2444,72.48715209960938) (959,72.44563293457031) (1081,72.28733825683594) (155,72.2055435180664) (945,72.19459533691406) (187,72.1688232421875) (1122,72.0776596069336) (3302,71.92132568359375) (96,71.9039077758789) (2031,71.878662109375) (258,71.80734252929688) (69,71.7629165649414) (69,71.7629165649414) (3063,71.68365478515625) (268,71.66168975830078) (227,71.65392303466797)
