userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
61: (261,68.52207946777344)* (1763,67.57603454589844)* (1553,66.79623413085938) (227,66.03107452392578)* (212,65.9427490234375)* (5745,65.55532836914062) (8594,65.33483123779297) (6137,65.21483612060547) (1761,65.16326904296875)* (366,65.10055541992188) (2419,65.01774597167969) (3747,64.9061279296875) (2277,64.90319061279297) (270,64.8812255859375)* (3488,64.83293151855469) (705,64.805419921875) (11764,64.64410400390625) (81,64.6394271850586) (5441,64.63050079345703) (903,64.59602355957031)
62: (183,74.48013305664062) (72,74.06428527832031)* (72,74.06428527832031)* (63,73.02477264404297) (63,73.02477264404297) (511,72.44636535644531) (727,72.322265625) (184,72.24949645996094) (1109,72.14183044433594) (229,72.08901977539062) (1098,72.07380676269531) (377,72.0400619506836) (3992,71.99679565429688) (155,71.98332214355469) (3046,71.82369232177734) (7130,71.75726318359375) (1385,71.74301147460938) (52,71.73048400878906) (52,71.73048400878906) (1001,71.71426391601562)
63: (72,79.07901000976562) (72,79.07901000976562) (959,78.79346466064453)* (917,78.60661315917969)* (2343,78.34571075439453) (234,78.17459106445312)* (159,78.17320251464844)* (173,78.01579284667969) (1513,77.91224670410156) (1249,77.80188751220703) (7,77.60440063476562) (533,77.3351058959961) (166,77.2479019165039) (198,77.22442626953125) (854,77.08879089355469)* (229,77.00835418701172) (982,76.973388671875) (228,76.94564056396484) (2973,76.89156341552734) (424,76.82620239257812)
64: (601,73.33238220214844)* (60,73.18377685546875) (60,73.18377685546875) (1844,73.03009033203125)* (2222,72.72030639648438) (578,72.6921157836914) (69,72.44859313964844) (69,72.44859313964844) (12137,72.43402862548828) (15920,71.1868667602539) (72,71.02190399169922) (72,71.02190399169922) (1620,70.97376251220703) (4348,70.95247650146484) (67,70.94165802001953) (67,70.94165802001953) (5192,70.85568237304688) (7136,70.81647491455078) (287,70.76783752441406) (10145,70.66665649414062)
65: (500,69.82083129882812) (497,69.70315551757812)* (488,69.43885040283203)* (1672,69.08064270019531) (830,68.89805603027344) (1186,68.56394958496094) (198,68.46929168701172) (1044,68.34258270263672) (493,67.93861389160156) (486,67.85826873779297) (779,67.85786437988281) (2940,67.80554962158203) (537,67.65998840332031) (230,67.65937042236328) (1406,67.61355590820312) (2956,67.54822540283203) (1905,67.48167419433594) (507,67.40064239501953) (2352,67.38900756835938) (510,67.36065673828125)
66: (72,73.4052963256836)* (72,73.4052963256836)* (5833,73.36253356933594) (2039,72.96186828613281) (193,72.92158508300781) (3768,72.79328155517578) (1083,72.70985412597656) (187,72.63141632080078) (68,72.49313354492188)* (68,72.49313354492188)* (5260,72.4684829711914) (1897,72.38101959228516)* (3201,72.32781982421875) (61,72.30026245117188)* (2562,72.2398452758789) (599,72.20915985107422) (7347,72.18183135986328) (5258,72.11756134033203) (91,72.10620880126953) (1890,71.92882537841797)*
68: (289,63.43101501464844)* (349,63.29505157470703)* (468,63.27912902832031)* (310,63.099483489990234) (314,62.98379135131836)* (302,62.923744201660156)* (525,62.83476257324219) (157,62.81767654418945) (329,62.802452087402344)* (279,62.671634674072266) (331,62.66714096069336) (55,62.664310455322266) (241,62.65464782714844) (294,62.530094146728516)* (907,62.46858215332031) (239,62.18791580200195)* (4566,62.108665466308594) (333,62.03688049316406) (161,61.998451232910156) (352,61.96055603027344)
69: (2923,69.33686065673828) (7665,69.23590087890625) (1155,68.9011001586914) (3691,68.81643676757812) (440,68.78929138183594) (5048,68.74513244628906) (619,68.67866516113281) (11401,68.6653060913086) (6226,68.56944274902344) (3686,68.43977355957031) (3227,68.1402816772461) (757,68.13550567626953) (3707,68.11167907714844) (3700,68.0800552368164) (3695,68.03994750976562) (1390,67.85369873046875) (3693,67.84893798828125) (3685,67.75666809082031) (748,67.70346069335938) (5891,67.69639587402344)
70: (220,68.6464614868164) (65,67.84649658203125) (65,67.84649658203125) (88,67.70784759521484) (154,67.58475494384766) (331,67.13285827636719) (969,67.12562561035156) (1099,67.10016632080078) (198,67.05191040039062) (227,67.00779724121094) (1873,66.91726684570312)* (982,66.85408782958984) (229,66.8530044555664)* (533,66.80309295654297) (424,66.62261962890625) (173,66.60055541992188)* (1090,66.59334564208984)* (56,66.44894409179688) (56,66.44894409179688) (226,66.43354797363281)
71: (917,71.7948226928711)* (1339,71.20606231689453)* (506,71.08843994140625) (937,70.95478057861328) (3940,70.86553192138672) (726,70.8367919921875) (928,70.49114990234375) (6282,70.36827850341797) (1358,70.11688232421875) (1372,70.00685119628906) (2794,69.99148559570312) (1338,69.9704818725586) (947,69.90889739990234) (2838,69.8942642211914) (7902,69.86046600341797) (176,69.80472564697266) (942,69.7799301147461) (946,69.68523406982422) (4342,69.68415832519531) (152,69.61449432373047)
72: (295,69.31147003173828)* (288,68.98764038085938) (55,68.72150421142578)* (349,68.49980163574219) (299,68.38076782226562)* (701,67.95903778076172) (352,67.72445678710938) (461,67.58438873291016) (679,67.58101654052734) (344,67.39501190185547) (318,67.29254913330078) (889,67.06119537353516)* (906,66.8233871459961) (326,66.8123550415039) (314,66.81231689453125) (311,66.80574798583984) (2523,66.80033111572266) (301,66.77818298339844) (535,66.76333618164062) (360,66.75105285644531)
73: (72,77.09412384033203) (72,77.09412384033203) (187,75.88772583007812) (1014,75.88591766357422) (59,75.62581634521484) (1886,75.47875213623047) (1713,75.0701675415039) (159,75.04362487792969) (193,74.91796112060547) (153,74.84994506835938) (3768,74.81829833984375) (1892,74.76168823242188) (997,74.64439392089844)* (1083,74.61193084716797) (880,74.49984741210938) (3988,74.48217010498047) (1707,74.38882446289062) (75,74.32947540283203) (75,74.32947540283203) (1534,74.31937408447266)
74: (378,69.73217010498047) (344,69.5916748046875) (7837,69.38583374023438) (966,69.20171356201172) (930,69.03190612792969) (333,68.94351196289062) (396,68.58000183105469) (1438,68.48603057861328) (2346,68.43584442138672) (518,68.3780288696289)* (4336,68.34523010253906) (498,68.33596801757812) (6368,68.07806396484375) (1740,68.04535675048828) (289,68.0342788696289) (945,68.01939392089844) (89,67.98789978027344) (389,67.97696685791016) (3873,67.96123504638672) (300,67.92642974853516)
75: (498,73.15848541259766)* (89,72.85729217529297)* (461,72.58702850341797) (302,71.59844970703125)* (291,71.55685424804688) (704,71.5103530883789) (458,71.48236846923828) (680,71.47724914550781) (325,70.47463989257812) (349,70.44859313964844) (1047,70.4305419921875) (293,70.4230728149414) (486,70.32081604003906) (1043,70.31437683105469) (257,70.2426986694336) (686,70.19139099121094) (681,70.12861633300781) (328,70.09435272216797) (324,70.08086395263672) (318,70.0699462890625)
76: (5575,67.43939971923828) (399,67.17035675048828) (9744,66.70361328125) (374,66.69368743896484) (1918,66.6790542602539) (10244,66.57551574707031) (395,66.48688507080078) (10548,66.3617172241211) (10937,66.34849548339844) (2512,66.12022399902344) (5089,66.07579803466797) (3573,65.89323425292969) (9736,65.87309265136719) (379,65.873046875) (9735,65.8499755859375) (9743,65.83432006835938) (9741,65.70695495605469) (2799,65.5574722290039) (3483,65.47351837158203) (9738,65.40353393554688)
77: (228,71.52323150634766) (65,70.63897705078125) (65,70.63897705078125) (1048,70.45997619628906) (1400,70.29638671875) (1090,69.88091278076172) (154,69.71278381347656) (1106,69.6422348022461) (533,69.57782745361328) (2133,69.520751953125)* (716,69.51438903808594) (1517,69.36774444580078)* (2614,69.29594421386719) (689,69.2955322265625)* (3400,69.2862548828125) (217,69.26837158203125) (1375,69.20136260986328) (182,69.03581237792969) (225,68.9999008178711) (4435,68.986572265625)
78: (3807,81.88143157958984) (2028,81.0916519165039) (5063,80.65083312988281) (755,80.44194793701172) (758,80.29763793945312) (162,80.22724151611328) (512,80.18659973144531) (1131,80.15592956542969) (3720,80.03244018554688) (9783,79.97398376464844) (5069,79.949462890625) (377,79.94140625) (1104,79.93860626220703) (2678,79.7330322265625) (198,79.6981430053711) (1204,79.69756317138672) (503,79.69075775146484) (3812,79.42169189453125) (3028,79.36923217773438) (815,79.36165618896484)
79: (333,71.78475952148438) (300,71.77180480957031) (288,71.32698059082031)* (292,71.04720306396484)* (701,71.03946685791016) (302,70.89039611816406) (306,70.76231384277344) (344,70.7621078491211) (679,70.34374237060547) (67,70.21258544921875) (67,70.21258544921875) (903,69.91038513183594)* (301,69.83216857910156) (55,69.82904815673828) (538,69.80429077148438) (298,69.70220184326172) (299,69.62652587890625) (349,69.60465240478516) (283,69.54096984863281) (342,69.52767944335938)
80: (1551,77.4547119140625) (768,77.13094329833984)* (1853,76.8343505859375) (2214,76.78555297851562)* (2192,76.6792221069336)* (1550,76.60182189941406) (4936,76.35601806640625) (2621,76.29988098144531) (8300,76.12593841552734) (2429,76.02482604980469) (500,76.02157592773438) (2586,75.90800476074219) (4014,75.89350128173828) (2850,75.84442901611328) (4096,75.82746887207031) (4934,75.77957153320312) (1196,75.77059936523438)* (839,75.69209289550781) (4003,75.63453674316406) (4503,75.60691833496094)
81: (6626,74.31604766845703) (6903,73.54177856445312) (267,73.38203430175781) (2923,72.16609191894531) (1613,72.116455078125) (2922,71.92578887939453) (12243,71.90797424316406) (2236,71.80024719238281)* (6052,71.78777313232422) (13303,71.76625061035156) (475,71.3671646118164) (2247,71.34352111816406)* (18107,71.20867156982422) (18110,70.88099670410156) (1543,70.73916625976562) (7627,70.67971801757812) (7621,70.65534973144531) (6619,70.6235580444336) (18100,70.46477508544922) (4586,70.41842651367188)
82: (1721,58.176109313964844) (618,57.35468292236328) (205,57.00828552246094) (5414,56.68682861328125) (1155,56.6644172668457) (2279,56.64828872680664)* (2139,56.3467903137207) (602,56.342350006103516) (8264,56.25516128540039) (196,56.22813415527344) (9955,56.194053649902344) (195,56.16047668457031) (629,55.980491638183594) (2398,55.890586853027344) (231,55.87892532348633) (223,55.8339729309082) (199,55.818973541259766) (3468,55.79622268676758) (8493,55.664432525634766) (1755,55.63312530517578)
83: (12085,69.06246948242188) (11477,69.03881072998047) (2338,68.9864501953125)* (2339,68.94822692871094)* (7111,68.93289184570312) (723,68.8434829711914) (7007,68.63958740234375) (8454,68.61427307128906) (727,68.24109649658203) (1136,68.20084381103516) (1772,68.16688537597656) (8427,68.1010513305664) (1126,67.99483489990234) (6945,67.94487762451172) (18360,67.8375244140625) (18356,67.61135864257812) (1375,67.5786361694336) (5447,67.57179260253906) (8444,67.55847930908203) (65,67.54971313476562)
84: (951,74.27910614013672) (1044,74.26020050048828)* (1803,74.17300415039062)* (1360,74.01409149169922)* (234,73.91477966308594) (952,73.873046875) (982,73.553955078125) (841,73.32980346679688) (230,73.24140167236328) (1406,73.17381286621094) (1412,73.01678466796875)* (2789,72.97095489501953) (2595,72.61582946777344) (2797,72.61259460449219) (1974,72.5843734741211) (1810,72.57157897949219) (383,72.55021667480469) (7,72.43277740478516) (1873,72.39904022216797) (2834,72.39717102050781)
85: (1119,70.06974792480469) (707,69.78874969482422) (856,68.58937072753906) (1812,68.55772399902344) (72,68.55035400390625) (72,68.55035400390625) (163,68.48335266113281) (226,68.34233856201172)* (1118,68.18629455566406) (1817,68.08168029785156) (1131,68.06743621826172) (198,68.03895568847656) (159,68.01923370361328) (234,67.9295883178711) (917,67.90990447998047) (9344,67.84942626953125) (436,67.80198669433594) (7638,67.74413299560547) (173,67.74331665039062) (614,67.67147827148438)
86: (808,70.98652648925781) (198,70.8173828125) (1044,70.23552703857422) (785,69.7281265258789) (1672,69.72250366210938) (412,69.7021713256836) (818,69.61486053466797) (503,69.50458526611328) (1145,69.36483001708984) (816,69.35391235351562) (1547,69.21194458007812) (383,69.16484832763672) (5100,69.106201171875) (512,69.03483581542969) (1406,68.99394226074219) (2850,68.91065979003906) (2576,68.89239501953125) (7639,68.82698822021484) (834,68.76805877685547) (4821,68.75951385498047)
87: (251,68.7471923828125) (787,68.65848541259766) (1475,68.5997314453125) (299,68.5025405883789) (265,68.17300415039062)* (360,67.96731567382812) (289,67.7267074584961)* (157,67.700927734375) (262,67.69022369384766) (279,67.52892303466797) (455,67.51319885253906) (701,67.4234848022461) (292,67.36274719238281)* (2454,67.36077117919922) (258,67.31404876708984) (2523,67.23777770996094) (1446,67.12800598144531) (1596,67.11163330078125) (786,67.07723236083984) (89,66.99510955810547)
88: (2629,71.42876434326172) (6824,71.2717056274414) (618,71.05535125732422) (1944,71.02842712402344)* (197,70.94001007080078) (205,70.86235809326172) (429,70.658447265625) (4532,70.55416870117188) (2640,70.35971069335938) (222,70.31478118896484) (567,70.25460052490234) (227,70.16014099121094) (1164,70.15554809570312) (4079,70.06465911865234) (206,70.03418731689453) (1957,69.97610473632812) (858,69.93863677978516) (857,69.86470031738281) (2424,69.76493835449219)* (1958,69.74288177490234)
89: (498,75.84442138671875)* (1043,74.90110778808594) (486,74.59327697753906)* (470,74.17800903320312) (466,74.02316284179688) (693,73.9576187133789)* (2619,73.60042572021484) (540,73.52529907226562) (324,73.51364135742188) (537,73.49408721923828) (344,73.43405151367188) (481,73.19683074951172) (461,73.08860778808594) (536,72.97138214111328) (1185,72.8801498413086) (1038,72.85881805419922) (230,72.74092864990234) (2978,72.74012756347656) (499,72.73155975341797) (691,72.67119598388672)
90: (945,70.61304473876953) (1740,70.56289672851562) (11084,69.29202270507812) (718,69.0096435546875) (1686,68.90190124511719) (910,68.71910858154297) (157,68.65982055664062) (6351,68.62890625) (730,68.51301574707031) (892,68.47779846191406) (3217,68.36190795898438) (344,68.349365234375) (3777,68.29878997802734) (1415,68.23583984375)* (1244,68.22401428222656)* (1501,68.172607421875) (96,68.1226806640625) (8756,68.06070709228516) (6390,68.0185317993164) (3588,67.93637084960938)
91: (2470,82.6744155883789)* (875,82.61564636230469) (1083,81.86222839355469) (5913,81.29618835449219) (1205,81.08071899414062) (59,81.03915405273438) (861,80.93550109863281) (2043,80.85478210449219)* (1707,80.77786254882812) (852,80.70909881591797) (1886,80.66223907470703) (159,80.65758514404297) (599,80.61836242675781)* (10596,80.60482025146484) (3280,80.60359954833984) (2034,80.55717468261719) (3886,80.55709838867188) (3443,80.5041275024414) (6730,80.46951293945312) (1202,80.4129867553711)
92: (344,69.51750183105469) (333,69.10465240478516) (388,69.10418701171875) (367,68.82807159423828) (374,68.60980987548828) (89,68.577392578125)* (289,68.4686508178711)* (386,68.22907257080078)* (393,68.11846923828125) (399,67.99724578857422) (377,67.77046966552734) (502,67.66221618652344) (318,67.6421127319336) (369,67.62995147705078) (2092,67.62613677978516) (793,67.61660766601562) (1904,67.58484649658203) (461,67.58454895019531) (395,67.5267562866211) (679,67.48072814941406)
94: (1390,67.21217346191406) (618,67.18922424316406) (207,66.58824157714844) (203,66.53193664550781)* (425,66.52706909179688) (416,66.52442932128906) (1155,66.50616455078125) (225,66.4651870727539) (1400,66.38478088378906) (1633,66.33293151855469) (1090,66.29624938964844) (622,66.24363708496094) (433,66.2298812866211)* (757,66.21415710449219) (3693,66.09993743896484) (1510,65.98419189453125) (969,65.9811782836914) (629,65.97651672363281) (709,65.95265197753906) (206,65.9464111328125)
95: (466,73.8918228149414)* (291,72.9585189819336)* (458,72.1563491821289) (325,71.98136138916016) (464,71.91410064697266) (498,71.69450378417969)* (908,71.68925476074219) (293,71.67791748046875) (324,71.57047271728516) (1047,71.50338745117188) (686,71.48751831054688)* (523,71.45941925048828) (680,71.41828918457031) (55,71.31156158447266)* (544,71.11243438720703) (318,70.76979064941406) (903,70.68873596191406) (67,70.6479721069336)* (67,70.6479721069336)* (352,70.63969421386719)
96: (157,66.4704818725586) (959,65.65399932861328) (155,65.38104248046875) (187,65.3093490600586) (1000,65.26337432861328) (72,65.17118835449219) (72,65.17118835449219) (2783,65.09164428710938) (1122,65.07644653320312) (1081,65.00483703613281) (253,64.9063491821289) (227,64.88862609863281) (180,64.86265563964844) (2031,64.85588836669922) (1001,64.842529296875) (1892,64.7484359741211) (599,64.62117767333984) (857,64.51878356933594) (96,64.47445678710938) (12129,64.30286407470703)
