userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
61: (5441,60.53071594238281) (10969,60.27262496948242) (3391,60.091331481933594) (5745,60.05325698852539) (1761,60.01757049560547)* (1763,59.9930305480957)* (5416,59.253501892089844) (1553,59.179012298583984) (2419,58.86408996582031) (261,58.732643127441406)* (4402,58.59531021118164) (8716,58.587486267089844) (3747,58.45692443847656) (8592,58.374839782714844) (270,58.215675354003906)* (3057,58.10903549194336) (2988,58.066890716552734) (154,58.02360153198242) (1098,58.01393127441406) (3741,57.9716911315918)
62: (72,66.85637664794922)* (72,66.85637664794922)* (7,65.14818572998047) (511,65.0132064819336) (1104,64.99581909179688) (3046,64.92728424072266) (377,64.90579986572266) (159,64.86593627929688) (722,64.66594696044922) (1061,64.66458129882812) (88,64.60323333740234) (229,64.599365234375) (165,64.52977752685547) (66,64.52286529541016) (66,64.52286529541016) (475,64.33440399169922) (172,64.3217544555664) (486,64.31714630126953) (67,64.28690338134766) (67,64.28690338134766)
63: (2343,61.073970794677734) (917,60.90244674682617)* (1249,60.85736846923828) (959,60.766048431396484)* (234,60.53778076171875)* (1513,60.35086441040039) (1369,60.28632736206055) (1372,60.2751350402832) (854,60.244789123535156)* (724,60.20009231567383) (176,60.1777229309082) (533,60.15537643432617) (614,60.01652908325195)* (982,59.9632568359375) (599,59.776580810546875) (2347,59.69186019897461) (2787,59.5394401550293) (511,59.529258728027344) (220,59.460391998291016) (159,59.43564987182617)*
64: (3992,67.10350799560547) (12137,66.48970031738281) (578,66.37813568115234) (69,66.16112518310547) (69,66.16112518310547) (57,65.9161376953125) (54,65.53961181640625) (54,65.53961181640625) (7119,65.3281478881836) (1824,65.32124328613281)* (3003,65.25086975097656) (610,65.12895965576172) (3158,64.96586608886719) (52,64.96373748779297) (52,64.96373748779297) (73,64.92166900634766) (73,64.92166900634766) (2668,64.91192626953125) (4928,64.86077117919922) (592,64.82807922363281)
65: (497,61.09378433227539)* (500,60.8627815246582) (488,60.67876434326172)* (486,60.59794235229492) (830,60.55278015136719) (1044,60.441200256347656) (2940,60.36130142211914) (493,60.24441909790039) (978,60.24052047729492) (1179,60.23436737060547) (2956,60.119564056396484) (1672,59.81257629394531) (198,59.81019973754883) (779,59.6208381652832) (405,59.46568298339844) (517,59.34693908691406) (503,59.317386627197266) (7,59.2952766418457) (490,59.17638397216797) (1104,59.147987365722656)
66: (3768,59.68504333496094) (193,59.464969635009766) (3289,59.070335388183594) (3281,59.03779220581055) (5833,58.97783279418945) (93,58.88569259643555) (2488,58.86820983886719) (72,58.83330535888672)* (72,58.83330535888672)* (68,58.80390167236328)* (68,58.80390167236328)* (1890,58.771209716796875)* (599,58.6960563659668) (61,58.62892150878906)* (3280,58.60966873168945) (2936,58.52562713623047) (91,58.505733489990234) (1017,58.36334991455078) (3201,58.29843521118164) (999,58.27119445800781)
68: (349,69.54460144042969)* (314,69.24083709716797)* (4566,69.057861328125) (310,69.02400970458984) (329,68.90335083007812)* (55,68.79063415527344) (289,68.60787963867188)* (525,68.55844116210938) (241,68.42498016357422) (2220,68.2799072265625) (468,68.17618560791016)* (1451,68.10704803466797) (279,68.08242797851562) (331,68.07196044921875) (157,68.0260009765625) (1037,67.87922668457031) (4560,67.81072235107422) (1456,67.76792907714844) (302,67.7627182006836)* (251,67.4749984741211)
69: (3227,68.85067749023438) (617,68.60025787353516) (2921,68.57698822021484) (11401,68.54698944091797) (619,68.36890411376953) (1946,68.14595031738281)* (1620,68.12554168701172) (2923,67.84822845458984) (3693,67.37328338623047) (6226,67.20942687988281) (3357,67.17059326171875) (748,66.9686279296875) (1640,66.84292602539062)* (249,66.82852172851562) (440,66.78150939941406) (3317,66.68946075439453) (3673,66.54497528076172) (3131,66.47315216064453) (3145,66.31718444824219) (1959,66.2061767578125)*
70: (227,70.14146423339844) (1090,70.07050323486328)* (220,69.97427368164062) (857,69.89710998535156) (969,69.63375854492188) (250,69.48751068115234) (533,69.20886993408203) (226,69.20242309570312) (424,69.14885711669922) (716,69.11573791503906) (432,68.7580337524414)* (1512,68.74940490722656) (229,68.70761108398438)* (868,68.68710327148438)* (1513,68.5915756225586) (230,68.45250701904297) (208,68.43087768554688) (203,68.29539489746094) (412,68.2452163696289) (1873,68.1868667602539)*
71: (917,71.03018951416016)* (928,70.74189758300781) (710,70.43353271484375) (937,70.42151641845703) (1914,70.3520736694336) (1339,70.33963775634766)* (837,70.23086547851562) (2746,70.02312469482422) (947,69.76289367675781) (2945,69.65184020996094) (843,69.61508178710938)* (812,69.57044982910156) (943,69.51640319824219) (954,69.36119842529297) (2838,69.29912567138672) (953,69.29146575927734) (942,69.24750518798828) (5585,69.14620971679688) (370,69.0830307006836) (956,69.06027221679688)
72: (55,64.14694213867188)* (295,64.06548309326172)* (288,63.83916473388672) (701,63.77690505981445) (349,63.55620193481445) (299,63.3736572265625)* (301,63.15903091430664) (535,62.52385711669922) (906,62.46857452392578) (296,62.45595932006836)* (2523,62.346351623535156) (311,62.34164047241211) (320,62.279335021972656)* (326,61.84889221191406) (461,61.698402404785156) (1934,61.68403244018555) (679,61.682579040527344) (1580,61.67144012451172) (2067,61.659950256347656) (97,61.594478607177734)
73: (880,64.20611572265625) (3289,64.01961517333984) (72,63.93310546875) (72,63.93310546875) (187,63.008792877197266) (1707,62.998085021972656) (1083,62.97285842895508) (151,62.78862762451172) (3988,62.76957321166992) (3768,62.755462646484375) (1886,62.73381805419922) (1014,62.66356658935547) (875,62.552452087402344) (5260,62.53361129760742) (75,62.448299407958984) (75,62.448299407958984) (997,62.418941497802734)* (1534,62.3118896484375) (1900,62.30641174316406) (1394,62.25971984863281)
74: (727,69.1338119506836) (7837,69.11544036865234) (389,68.65192413330078) (4437,68.49826049804688) (1432,68.18824768066406) (378,68.16928100585938) (8372,68.10104370117188) (396,68.0709457397461) (7846,67.97543334960938) (5249,67.90556335449219) (356,67.85269927978516) (3063,67.77581787109375) (1740,67.72257232666016) (1859,67.58055877685547) (966,67.56973266601562) (3060,67.53868103027344) (289,67.43466186523438) (2440,67.38311767578125) (374,67.37312316894531) (3859,67.36229705810547)
75: (461,65.06161499023438) (498,64.85460662841797)* (89,64.77767944335938)* (704,64.00703430175781) (302,63.65504455566406)* (291,63.555912017822266) (293,63.457008361816406) (349,63.29652786254883) (681,63.28254318237305) (318,63.21735763549805) (325,63.09941101074219) (686,63.06758117675781) (486,63.04869842529297) (458,62.973655700683594) (680,62.847923278808594) (523,62.81156539916992) (257,62.784576416015625) (161,62.77339172363281)* (324,62.69086456298828) (455,62.690853118896484)
76: (2799,66.30209350585938) (4980,65.74993896484375) (9089,65.57923889160156) (10244,65.47245025634766) (5576,64.85669708251953) (413,64.72803497314453) (374,64.69600677490234) (400,64.66068267822266) (5570,64.64848327636719) (2512,64.36387634277344) (15941,64.34622192382812) (5561,64.32945251464844) (5569,64.2717514038086) (5571,64.25814819335938) (5562,64.25763702392578) (1918,64.15726470947266) (1906,64.12649536132812) (5560,64.11431884765625) (5093,64.10581970214844) (1922,64.02591705322266)
77: (1090,59.041568756103516) (1048,58.86545944213867) (228,58.639949798583984) (1400,58.638580322265625) (425,58.494598388671875) (716,57.9063606262207) (709,57.791778564453125) (533,57.74543762207031) (428,57.69702911376953) (225,57.62228775024414) (1520,57.50486755371094) (3200,57.3004264831543) (1398,57.27571487426758) (65,57.262237548828125) (65,57.262237548828125) (2815,57.12580871582031) (208,57.08773422241211) (1376,57.07019805908203) (427,57.016117095947266) (2821,56.993709564208984)
78: (1222,67.88477325439453)* (3808,67.26051330566406) (3816,67.18850708007812) (1285,66.81770324707031) (3821,66.7707748413086) (1099,66.75284576416016) (3804,66.75202941894531) (3811,66.67361450195312) (3801,66.60520935058594) (2605,66.58484649658203) (3819,66.57281494140625) (2667,66.54529571533203) (3815,66.48759460449219) (3803,66.47075653076172) (2681,66.38460540771484) (3824,66.37309265136719) (3802,66.34234619140625) (2028,66.30423736572266) (2678,66.30191802978516) (767,66.27100372314453)
79: (333,73.03213500976562) (300,72.91210174560547) (288,72.8023910522461)* (292,72.69538116455078)* (701,72.69245910644531) (344,72.64262390136719) (455,72.50365447998047) (67,72.46847534179688) (67,72.46847534179688) (302,72.3996810913086) (310,72.18091583251953) (306,72.15386962890625) (349,72.1182861328125) (538,72.03421783447266) (355,71.99673461914062) (679,71.92811584472656) (161,71.84234619140625) (320,71.81672668457031) (301,71.74551391601562) (184,71.71876525878906)
80: (850,68.17534637451172) (1540,68.07575225830078) (3543,67.66012573242188) (6014,67.48242950439453) (839,67.16128540039062) (10650,67.07408905029297) (1550,66.85824584960938) (1559,66.8320541381836) (514,66.69100189208984) (815,66.67137908935547)* (1196,66.59829711914062)* (7963,66.41734313964844) (4181,66.25999450683594) (1551,66.23197937011719) (768,66.21066284179688)* (1568,66.17927551269531) (4004,66.12699890136719) (5066,66.123291015625) (5063,65.99726867675781) (8261,65.90567779541016)
81: (5353,78.34748077392578) (4344,77.82904815673828) (6629,77.34529876708984) (6621,77.02033233642578) (12243,76.39844512939453) (6636,76.38385772705078) (6626,76.30615234375) (5041,76.22547912597656) (15113,76.10896301269531) (2247,76.07424926757812)* (2924,75.65544128417969) (2179,75.48912811279297) (2226,75.46575164794922)* (11147,75.40077209472656) (12255,75.27458953857422) (12258,75.2583999633789) (240,75.18795013427734) (1621,75.07814025878906) (12257,74.89244842529297) (13303,74.87274169921875)
82: (1947,65.36729431152344) (632,65.34933471679688) (629,65.28380584716797) (2402,64.99375915527344) (6205,64.99072265625) (1164,64.98843383789062) (2276,64.75984954833984)* (418,64.6392593383789) (2407,64.5362777709961) (1732,64.42068481445312) (2415,64.24259948730469) (2542,64.23309326171875) (4058,64.21401977539062) (1418,64.0264892578125) (154,63.93821334838867)* (6824,63.91497039794922) (3884,63.86779022216797) (615,63.837425231933594) (2541,63.828819274902344) (3347,63.79610061645508)
83: (8427,64.85365295410156) (2338,64.8309555053711)* (8454,64.36198425292969) (2952,64.199462890625) (8452,64.08316802978516) (1124,63.83149337768555) (13502,63.70452117919922) (6930,63.58681106567383) (9050,63.423423767089844) (15338,63.341644287109375) (8450,63.054931640625) (8444,62.979400634765625) (14248,62.89142990112305) (8425,62.60087585449219) (8436,62.545623779296875) (1136,62.49170684814453) (6961,62.41510009765625) (3905,62.39722442626953) (7007,62.3692626953125) (8439,62.27609634399414)
84: (1360,65.85320281982422)* (1412,65.48876953125)* (1406,65.08448791503906) (710,65.04691314697266) (489,64.98619842529297) (1803,64.96456146240234)* (234,64.91218566894531) (952,64.67393493652344) (1044,64.6695785522461)* (922,64.64064025878906) (1974,64.63114929199219) (2595,64.32404327392578) (2787,64.3077163696289) (957,64.18045043945312) (1372,64.14250183105469) (1873,64.12686920166016) (954,64.06915283203125) (1527,63.97846603393555) (978,63.96953582763672) (951,63.92879867553711)
85: (920,59.82882308959961) (1914,59.218162536621094) (9635,58.955162048339844) (4155,58.92179870605469) (707,58.856048583984375) (931,58.47323226928711) (928,58.41044235229492) (930,58.3294563293457) (8711,58.28861999511719) (188,58.24671173095703) (936,58.21489715576172) (2014,58.0743522644043) (2794,58.04961013793945) (503,58.01542663574219) (1093,57.98640441894531) (812,57.888484954833984) (154,57.85298156738281) (198,57.85220718383789) (917,57.83679962158203) (173,57.73569869995117)
86: (503,62.53934097290039) (818,62.0478630065918) (808,61.97383117675781) (2744,61.928157806396484) (198,61.832759857177734) (1044,61.80891799926758) (816,61.80138397216797) (850,61.685733795166016) (2576,61.588966369628906) (923,61.58832931518555) (953,61.44104766845703) (810,61.42575454711914)* (5100,61.41611099243164) (3239,61.39039611816406) (768,61.24131393432617) (7639,61.12860870361328) (806,61.080406188964844) (843,61.048770904541016) (1547,61.006351470947266) (489,61.004554748535156)
87: (292,66.00659942626953)* (299,65.70869445800781) (701,65.51627349853516) (265,65.3949966430664)* (289,65.31265258789062)* (251,65.30821990966797) (55,65.12872314453125) (2067,64.84762573242188) (334,64.77188110351562) (300,64.56411743164062)* (1475,64.55097198486328) (326,64.51779174804688) (89,64.50611114501953) (1601,64.30198669433594) (157,64.25558471679688) (6313,64.24779510498047) (279,64.24459075927734) (291,64.1990966796875) (786,64.12397003173828) (906,64.1160888671875)
88: (6824,59.64143753051758) (1164,59.58588790893555) (197,59.329002380371094) (205,58.797271728515625) (1944,58.78268051147461)* (4079,58.76557159423828) (4058,58.524192810058594) (2424,58.49357223510742)* (2541,58.368473052978516) (2641,58.29253005981445) (618,57.89936447143555) (222,57.87250518798828) (2289,57.866146087646484) (1117,57.85542297363281) (615,57.780860900878906) (609,57.66701126098633) (2633,57.639015197753906) (3666,57.61096954345703) (604,57.609893798828125) (434,57.59153366088867)
89: (498,62.20570755004883)* (540,61.37715530395508) (1043,61.073795318603516) (486,61.06101989746094)* (324,61.0546875) (344,60.9169921875) (693,60.85820007324219)* (681,60.63902282714844) (691,60.38679885864258) (471,60.34373474121094) (679,60.21826934814453) (461,60.129024505615234) (481,60.108577728271484) (230,60.0440673828125) (536,59.99756622314453) (470,59.943851470947266) (1198,59.921234130859375) (1038,59.89048385620117) (537,59.8797721862793) (191,59.869163513183594)
90: (1686,67.73219299316406) (245,67.1514892578125) (3611,66.63057708740234) (986,66.46881866455078) (730,66.45904541015625) (2044,66.43110656738281) (1489,66.23465728759766) (4543,66.17787170410156) (2634,66.11997985839844) (945,66.1089859008789) (718,66.04560089111328) (959,65.94961547851562) (2051,65.81647491455078) (1244,65.75944519042969)* (1846,65.75336456298828) (3585,65.72528839111328) (5267,65.71558380126953) (6397,65.679443359375) (3588,65.671142578125) (910,65.67027282714844)
91: (2470,68.23910522460938)* (1709,66.62560272216797) (3289,66.09847259521484) (2043,65.72578430175781)* (5299,65.66255187988281) (875,65.6227035522461) (603,65.52458190917969) (3280,65.51438903808594) (3431,65.33686828613281) (13891,65.32506561279297) (4123,65.29688262939453) (3443,65.26634216308594) (879,65.01622009277344) (748,64.9463119506836) (3511,64.77098083496094) (1083,64.76890563964844) (1837,64.47541809082031) (10456,64.37161254882812) (1886,64.29680633544922) (163,64.2291488647461)
92: (2092,64.47440338134766) (400,64.14833068847656) (1904,63.86576461791992) (2094,63.58774185180664) (386,63.57000732421875)* (374,63.491336822509766) (89,63.46728515625)* (1918,63.4463005065918) (3576,63.07355880737305) (4562,63.05540466308594) (644,63.04311752319336) (3324,63.036922454833984) (1585,62.80933380126953) (793,62.79988098144531) (4923,62.752952575683594) (544,62.742698669433594) (2089,62.742313385009766) (2081,62.73960876464844) (375,62.704036712646484) (531,62.62546920776367)
94: (203,54.01213073730469)* (5890,53.38400650024414) (416,53.229827880859375) (3693,53.09105682373047) (225,53.066490173339844) (59,53.00414276123047)* (196,52.99833679199219) (618,52.98085021972656) (206,52.978721618652344) (1090,52.95904541015625) (84,52.95821762084961) (425,52.80238342285156) (615,52.68975830078125) (208,52.6524543762207) (599,52.612850189208984)* (1155,52.557308197021484) (1633,52.503379821777344) (629,52.43610382080078) (757,52.41403579711914) (1390,52.37940979003906)
95: (466,73.8061752319336)* (464,73.01178741455078) (523,72.9306411743164) (320,72.68514251708984) (55,72.55244445800781)* (528,72.27005004882812)* (67,72.0641098022461)* (67,72.0641098022461)* (903,71.937255859375) (325,71.92155456542969) (301,71.84739685058594) (790,71.8265380859375) (291,71.79539489746094)* (458,71.76917266845703) (2020,71.75196838378906) (2080,71.74224853515625) (498,71.73041534423828)* (646,71.69788360595703) (544,71.63246154785156) (293,71.57743072509766)
