userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
61: (227,58.34653091430664)* (1242,57.995723724365234) (1469,57.646705627441406) (554,57.612640380859375) (5416,57.5125617980957) (3742,57.42121124267578) (735,57.37188720703125) (3112,57.29067611694336) (5745,57.2752799987793) (212,57.269100189208984)* (261,57.25869369506836)* (511,57.203922271728516) (1414,57.200557708740234) (733,57.08214569091797) (599,56.99878692626953) (2786,56.99783706665039) (7750,56.96343994140625) (3110,56.91389083862305) (533,56.88831329345703) (1160,56.88117218017578)
62: (72,56.5033073425293)* (72,56.5033073425293)* (157,55.50871276855469) (3501,55.104225158691406) (67,55.026084899902344) (67,55.026084899902344) (1394,54.90035629272461) (63,54.57233810424805) (63,54.57233810424805) (1001,54.5079231262207) (1104,54.42408752441406) (1098,54.38127136230469) (1379,54.3598518371582) (56,54.33442687988281) (56,54.33442687988281) (66,54.32074737548828) (66,54.32074737548828) (155,54.2869873046875) (529,54.20865249633789) (1061,54.20111083984375)
63: (917,55.871585845947266)* (2343,55.59169387817383) (1369,55.37052536010742) (1249,55.23972702026367) (1513,55.04526901245117) (959,54.77555847167969)* (234,54.42722702026367)* (2346,54.31278991699219) (176,54.30264663696289) (732,54.225914001464844) (982,54.184879302978516) (220,54.16473388671875) (1372,54.11458969116211) (533,54.010005950927734) (2347,53.96255111694336) (2834,53.96113967895508) (2342,53.92947769165039) (724,53.884552001953125) (614,53.795127868652344)* (562,53.79063034057617)*
64: (263,64.29592895507812) (6004,64.06794738769531) (578,64.0416030883789) (57,63.861244201660156) (2309,63.53559494018555) (6930,63.527400970458984) (3992,63.19120407104492) (3158,63.05306625366211) (69,63.0234375) (69,63.0234375) (1824,62.97310256958008)* (9547,62.87248992919922) (12834,62.85665512084961) (3862,62.85292053222656) (73,62.819236755371094) (73,62.819236755371094) (7007,62.79615020751953) (2419,62.67311477661133) (1844,62.45060729980469)* (10134,62.39870071411133)
65: (198,58.12629699707031) (1044,57.80836868286133) (497,57.73438262939453)* (230,57.63908004760742) (1186,57.50809860229492) (779,57.505245208740234) (486,57.4085578918457) (488,57.36326217651367)* (1672,57.35347366333008) (1179,57.31829071044922) (978,57.23210906982422) (813,57.1464729309082) (500,57.073448181152344) (412,56.957820892333984) (1406,56.9140625) (510,56.910369873046875) (517,56.87806701660156) (7,56.78020477294922) (1613,56.66172409057617) (707,56.4965934753418)
66: (3201,63.75844955444336) (72,63.61928176879883)* (72,63.61928176879883)* (61,63.26445388793945)* (95,63.25644302368164) (3768,63.25602722167969) (5833,63.17801284790039) (3281,63.109378814697266) (187,63.0864372253418) (99,63.02562713623047)* (193,62.95820617675781) (4308,62.90045166015625) (91,62.67448425292969) (8291,62.59973907470703) (999,62.589866638183594) (2638,62.58920669555664) (5258,62.574920654296875) (599,62.51956558227539) (2938,62.51490020751953) (93,62.4412841796875)
68: (55,52.32707595825195) (310,52.11547088623047) (525,51.92741394042969) (289,51.80361557006836)* (349,51.69873046875)* (329,51.41572952270508)* (302,51.40166473388672)* (485,51.063514709472656) (535,51.01797103881836) (352,50.968505859375) (294,50.95937728881836)* (314,50.95558547973633)* (157,50.77294158935547) (1580,50.751434326171875) (298,50.7002067565918) (468,50.670257568359375)* (4566,50.6619758605957) (2018,50.55446243286133) (323,50.55255889892578) (309,50.47813415527344)
69: (619,59.66372299194336) (444,59.5684700012207) (2921,59.4583854675293) (418,59.349822998046875) (196,59.23841094970703) (617,59.14191436767578) (3707,59.02402877807617) (3132,58.957427978515625) (748,58.930362701416016) (1747,58.78388214111328) (10517,58.74502182006836) (11204,58.740745544433594) (7665,58.6947135925293) (1155,58.65509033203125) (3227,58.62147521972656) (2605,58.5883674621582) (1731,58.563499450683594) (632,58.4515495300293) (454,58.450439453125) (603,58.426395416259766)*
70: (56,51.11343002319336) (56,51.11343002319336) (88,50.931846618652344) (154,50.86302947998047) (227,50.70138931274414) (173,50.62104034423828)* (220,50.61878967285156) (226,50.603736877441406) (65,50.515254974365234) (65,50.515254974365234) (229,50.41325759887695)* (512,50.38835144042969)* (331,50.29267883300781) (969,50.27970504760742) (233,50.24409484863281) (1099,50.2296142578125) (533,50.22003936767578) (198,50.138145446777344) (1090,49.96187210083008)* (7,49.92387771606445)
71: (917,63.2025032043457)* (841,62.89069366455078) (843,62.2210693359375)* (949,62.146244049072266) (1358,62.049835205078125) (954,61.87105941772461) (503,61.71098327636719) (1360,61.61544418334961) (15,61.53007125854492) (1338,61.4620475769043) (710,61.382755279541016) (937,61.31378173828125) (1369,61.28152847290039) (25,61.2465705871582) (1531,61.234806060791016) (5689,61.15629577636719) (6,61.138160705566406) (947,61.13548278808594) (1274,61.084232330322266) (1339,61.03564453125)*
72: (55,57.47241973876953)* (295,57.28510665893555)* (288,56.840301513671875) (701,56.83892822265625) (349,56.60712432861328) (301,56.567108154296875) (299,56.53870391845703)* (2523,56.0242805480957) (161,55.97932434082031) (906,55.955223083496094) (1580,55.83224105834961) (535,55.82017135620117) (679,55.81074523925781) (320,55.758060455322266)* (352,55.66971206665039) (889,55.62677764892578)* (323,55.61390686035156) (1475,55.53938674926758) (318,55.46369552612305) (296,55.30958938598633)*
73: (72,66.02788543701172) (72,66.02788543701172) (187,64.84114837646484) (1014,64.4991226196289) (193,64.13683319091797) (59,64.12030792236328) (997,63.92947769165039)* (3768,63.79520034790039) (159,63.666778564453125) (1892,63.66416549682617) (3988,63.58669662475586) (1885,63.540103912353516) (1713,63.527381896972656) (1083,63.49574661254883) (1072,63.457191467285156) (172,63.448917388916016) (1098,63.42515182495117) (1298,63.291629791259766) (75,63.26834487915039) (75,63.26834487915039)
74: (3873,67.9803695678711) (406,67.59712219238281) (356,67.15758514404297) (3874,67.14887237548828) (727,67.01994323730469) (378,66.945068359375) (389,66.92758178710938) (1694,66.86988830566406) (2441,66.77481079101562) (4920,66.77317810058594) (374,66.67398071289062) (9820,66.54871368408203) (657,66.52277374267578) (518,66.3785171508789)* (2952,66.34996032714844) (479,66.32213592529297) (360,66.32035064697266) (2440,66.22733306884766) (3859,66.20146942138672) (972,66.18999481201172)
75: (461,50.487449645996094) (89,50.46653747558594)* (498,49.98430252075195)* (302,49.96898651123047)* (349,49.58551788330078) (325,49.515499114990234) (291,49.44548034667969) (320,49.424835205078125) (293,49.39731216430664) (458,49.304473876953125) (257,49.2403678894043) (318,49.22654724121094) (523,49.19602584838867) (802,49.19166564941406) (704,49.18696212768555) (1456,49.1830940246582)* (525,49.00022506713867) (310,48.99596405029297) (328,48.91304397583008) (531,48.90511703491211)*
76: (374,71.79412841796875) (379,70.94447326660156) (10233,70.69313049316406) (10244,70.62571716308594) (3324,70.5956802368164) (1922,70.50145721435547) (9013,70.45714569091797) (1918,70.44222259521484) (2102,70.1221694946289)* (2103,70.11901092529297)* (5089,69.96752166748047) (390,69.91429901123047) (400,69.85218048095703) (2799,69.64535522460938) (9571,69.63201904296875) (11186,69.59387969970703) (10247,69.57775115966797) (9566,69.56328582763672) (5575,69.54928588867188) (413,69.54801177978516)
77: (228,54.48232650756836) (1090,53.76592254638672) (533,53.65554428100586) (1424,53.589046478271484) (65,53.48829650878906) (65,53.48829650878906) (1048,53.466670989990234) (716,53.41804504394531) (430,53.39725875854492)* (154,53.34489059448242) (429,53.32460403442383) (425,53.29312515258789) (428,53.29301452636719) (903,53.23099899291992) (225,53.21464157104492) (1400,53.20957946777344) (199,53.16368103027344) (689,53.161170959472656)* (217,53.15818786621094) (182,53.116310119628906)
78: (1401,57.64671325683594) (1099,57.519187927246094) (512,57.35844421386719) (8782,57.32505798339844) (777,56.97946548461914) (5716,56.95641326904297) (5115,56.944580078125) (2702,56.824012756347656) (56,56.8104133605957) (56,56.8104133605957) (3720,56.67430877685547) (2193,56.5681037902832) (2667,56.491615295410156) (5069,56.3411865234375) (3812,56.27101516723633) (1104,56.270347595214844) (12838,56.181678771972656) (1285,56.091766357421875) (1978,56.07178497314453) (4863,56.05036544799805)
79: (288,58.36654281616211)* (300,58.35152053833008) (306,58.264530181884766) (701,58.23215103149414) (302,58.227622985839844) (292,58.217872619628906)* (67,58.20162582397461) (67,58.20162582397461) (333,58.14777755737305) (310,57.735111236572266) (349,57.69533920288086) (161,57.676490783691406) (455,57.63932800292969) (679,57.601890563964844) (55,57.55675506591797) (299,57.52994918823242) (344,57.48125457763672) (301,57.3020133972168) (525,57.29510498046875) (913,57.106258392333984)
80: (754,65.21263122558594) (2192,65.13943481445312)* (1551,65.01205444335938) (768,64.90283966064453)* (4503,64.89114379882812) (500,64.73645782470703) (1559,64.6399917602539) (5962,64.59711456298828) (2200,64.5895004272461)* (3812,64.55949401855469) (4508,64.52597045898438) (45,64.50926971435547) (4003,64.44905853271484) (814,64.41991424560547) (2586,64.41690063476562) (5963,64.36101531982422) (832,64.35516357421875) (5066,64.31383514404297) (1678,64.29828643798828) (815,64.17666625976562)*
81: (2906,59.09836196899414) (6888,58.92915725708008) (2247,58.841495513916016)* (2927,58.58069610595703) (1544,58.45436096191406) (6619,58.3487434387207) (2236,58.260005950927734)* (2922,58.202423095703125) (527,58.17708969116211) (6903,58.08361053466797) (6636,58.05179977416992) (9388,57.90911102294922) (1575,57.81745910644531) (6894,57.804019927978516) (2226,57.760135650634766)* (267,57.73542404174805) (475,57.63673782348633) (6635,57.62309646606445) (6621,57.6157341003418) (1613,57.5980224609375)
82: (2139,57.51378631591797) (195,57.31324768066406) (629,57.25457000732422) (2581,57.20944595336914) (418,57.19933319091797) (1163,57.03025436401367) (416,56.92082214355469) (1171,56.88129806518555) (1947,56.77959060668945) (199,56.7186393737793) (615,56.6901969909668) (2542,56.68201446533203) (2279,56.649967193603516)* (196,56.47843933105469) (1964,56.475242614746094) (5414,56.442073822021484) (1504,56.4215202331543) (6217,56.42023849487305) (4058,56.35152053833008) (5549,56.334415435791016)
83: (8427,58.11772537231445) (12243,58.10953903198242) (3877,57.9090690612793) (723,57.61906433105469) (286,57.58748245239258) (8425,57.431236267089844) (11146,57.35730743408203) (8439,57.34096908569336) (3462,57.134422302246094) (8450,57.05779266357422) (9054,57.04962158203125) (9050,57.04655456542969) (3019,56.944705963134766) (3058,56.935306549072266) (250,56.91152572631836) (2244,56.87491989135742) (7232,56.87356948852539) (7148,56.79185485839844) (245,56.73804473876953) (2338,56.63612747192383)*
84: (952,57.4559326171875) (1803,57.20429992675781)* (841,56.87337875366211) (1360,56.74533462524414)* (924,56.45423889160156) (230,56.41578674316406) (951,56.30506134033203) (377,56.24080276489258) (1412,56.17155838012695)* (957,56.091697692871094) (710,56.016597747802734) (234,55.89939498901367) (946,55.88687515258789) (932,55.81480407714844) (982,55.80850601196289) (2595,55.72555160522461) (928,55.69508743286133)* (1372,55.689476013183594) (1044,55.54240798950195)* (2790,55.499271392822266)
85: (707,57.29268264770508) (917,56.57048416137695) (234,56.362308502197266) (1131,56.21271896362305) (843,56.13520431518555) (198,56.06229019165039) (920,56.06193923950195) (163,56.038719177246094) (188,55.96893310546875) (1974,55.88688278198242) (841,55.8471794128418) (918,55.72214126586914) (614,55.68531036376953) (1119,55.684837341308594) (1104,55.59366989135742) (1369,55.55637741088867) (1412,55.548980712890625) (1206,55.50102615356445) (949,55.46763610839844) (226,55.375553131103516)*
86: (808,57.86085510253906) (497,57.48980712890625) (1044,57.377464294433594) (503,57.32923126220703) (816,57.307525634765625) (1672,57.176719665527344) (810,57.04560852050781)* (198,56.872344970703125) (1188,56.735416412353516) (489,56.72532272338867) (1195,56.6157112121582) (1180,56.5826301574707) (2850,56.49210739135742) (537,56.47745132446289) (768,56.47620391845703) (1200,56.43354034423828) (7639,56.415245056152344) (1179,56.360511779785156) (818,56.342350006103516) (519,56.3377571105957)
87: (265,62.18523406982422)* (251,61.166526794433594) (289,61.12137985229492)* (701,60.92478561401367) (55,60.82612228393555) (292,60.820064544677734)* (1475,60.750179290771484) (299,60.569297790527344) (2024,60.50343322753906) (89,60.44828414916992) (291,60.42430877685547) (360,60.36885452270508) (157,60.24237823486328) (786,60.1300163269043) (906,60.11201858520508) (2523,60.09456253051758) (677,60.076229095458984) (300,60.034305572509766)* (1602,59.92876052856445) (2067,59.87747573852539)
88: (222,55.38801956176758) (197,55.32664108276367) (196,55.26599884033203)* (205,55.174476623535156) (4079,55.163875579833984) (1944,55.1383171081543)* (602,55.03064727783203) (195,55.00835037231445) (2640,54.99662399291992) (4532,54.981292724609375) (2424,54.91872787475586)* (618,54.88667678833008) (632,54.85844421386719) (6824,54.845882415771484) (2532,54.808860778808594) (6836,54.79378128051758) (219,54.757713317871094) (418,54.746253967285156) (1633,54.74302291870117) (2633,54.70033645629883)
89: (498,60.72399139404297)* (486,59.24357223510742)* (540,59.126590728759766) (481,58.80199432373047) (230,58.773475646972656) (537,58.756717681884766) (1043,58.7432746887207) (466,58.63599395751953) (461,58.635894775390625) (1185,58.48904037475586) (536,58.472984313964844) (693,58.46553421020508)* (679,58.43788146972656) (544,58.42585754394531) (344,58.420814514160156) (499,58.41836929321289) (475,58.4025764465332) (472,58.2791748046875) (324,58.16943359375) (681,58.12092590332031)
90: (727,62.21589660644531) (1694,62.195430755615234) (6529,62.18024826049805) (2634,62.14388656616211) (157,61.505653381347656) (8372,61.483680725097656) (1686,61.374412536621094) (1489,61.27262496948242) (2044,61.22689437866211) (641,61.181644439697266) (69,61.158626556396484) (69,61.158626556396484) (910,61.126869201660156) (3060,61.038753509521484) (245,60.941200256347656) (378,60.93260192871094) (3063,60.927494049072266) (1908,60.90266799926758) (1244,60.868045806884766)* (1464,60.85552978515625)
91: (875,64.34832000732422) (3432,63.22509765625) (1217,62.29609298706055) (3095,62.24005126953125) (5658,62.07027816772461) (2470,61.968265533447266)* (3280,61.756351470947266) (1205,61.68949890136719) (3431,61.67812728881836) (4138,61.553955078125) (1709,61.51872634887695) (10596,61.50456237792969) (866,61.47101593017578) (1120,61.41999435424805) (1418,61.35366439819336) (1213,61.348472595214844) (5913,61.294857025146484) (12330,61.29042053222656) (6410,61.28864288330078) (861,61.23944854736328)
92: (374,67.74413299560547) (972,67.58783721923828) (378,67.45413208007812) (518,67.36125183105469) (89,67.34027862548828)* (486,67.1600341796875) (377,67.01699829101562) (289,66.89305114746094)* (333,66.69291687011719) (375,66.55650329589844) (930,66.5411376953125) (2092,66.3781967163086) (502,66.35649108886719) (388,66.32707214355469) (968,66.30696105957031) (386,66.30537414550781)* (544,66.25916290283203) (2094,66.21418762207031) (357,66.1810531616211) (410,66.13583374023438)
94: (416,53.5781364440918) (225,53.533058166503906) (615,53.189453125) (59,53.184879302978516)* (3259,53.05806350708008) (81,53.03874206542969) (203,53.03288650512695)* (206,52.9352912902832) (1376,52.915225982666016) (196,52.897972106933594) (6217,52.882118225097656) (618,52.83916091918945) (3298,52.81638717651367) (53,52.74967575073242) (53,52.74967575073242) (1097,52.74836349487305) (1155,52.6612548828125) (1151,52.63800811767578) (703,52.62751770019531) (425,52.62492752075195)
95: (466,52.138919830322266)* (55,51.89902114868164)* (320,51.74314498901367) (67,51.555938720703125)* (67,51.555938720703125)* (523,51.39405822753906) (325,51.32911682128906) (318,51.30367660522461) (544,51.25660705566406) (293,51.1263542175293) (1580,51.11771011352539) (458,51.04523468017578) (291,51.02655792236328)* (464,50.99626159667969) (528,50.993995666503906)* (1456,50.961883544921875) (2020,50.90598678588867) (903,50.90233612060547) (802,50.89115524291992) (686,50.889366149902344)*
