userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
61: (1464,10.426681518554688) (3110,10.10046100616455) (5441,9.847803115844727) (3676,9.444500923156738) (1740,9.273921966552734) (166,9.24425220489502) (1761,9.120862007141113)* (715,9.0672025680542) (1763,9.067117691040039)* (227,9.066399574279785)* (5416,9.002617835998535) (10968,8.820405006408691) (316,8.779518127441406) (3466,8.775957107543945) (3310,8.701532363891602) (1121,8.64915657043457) (10969,8.616393089294434) (1135,8.574295043945312) (10418,8.418866157531738) (4818,8.414730072021484)
62: (72,11.27260971069336)* (72,11.27260971069336)* (157,10.518851280212402) (3501,10.287416458129883) (166,9.950841903686523) (227,9.902237892150879)* (172,9.80604362487793) (3466,9.47490119934082) (63,9.47216510772705) (63,9.47216510772705) (1098,9.369367599487305) (3462,9.291421890258789) (159,9.254456520080566) (727,9.212347030639648) (986,9.20470905303955) (1109,9.204246520996094) (529,9.111406326293945) (511,8.950238227844238) (1061,8.798259735107422) (228,8.792581558227539)
63: (1369,12.162483215332031) (917,11.09914493560791)* (614,10.499852180480957)* (2343,10.371170043945312) (1249,10.35127067565918) (212,10.140412330627441)* (2346,10.08302116394043) (2347,10.067625045776367) (562,9.871560096740723)* (959,9.698895454406738)* (712,9.695611953735352) (198,9.599935531616211) (1372,9.583429336547852) (176,9.555655479431152) (1513,9.399620056152344) (220,9.371944427490234) (234,9.340042114257812)* (724,9.271212577819824) (533,9.213129043579102) (951,9.211065292358398)
64: (3941,9.79226303100586) (599,9.7775297164917) (1801,9.47217082977295) (1620,9.248913764953613) (511,9.193079948425293) (237,9.01218318939209) (703,8.937310218811035) (601,8.930333137512207)* (1844,8.809091567993164)* (1073,8.677886009216309) (64,8.673043251037598) (64,8.673043251037598) (610,8.639988899230957) (12137,8.563884735107422) (69,8.401983261108398) (69,8.401983261108398) (906,8.335116386413574) (263,8.334342002868652) (578,8.325339317321777) (572,8.217026710510254)
65: (497,11.061386108398438)* (966,10.833826065063477) (490,10.600946426391602) (488,9.986644744873047)* (499,9.878947257995605) (1179,9.41301155090332) (486,9.356832504272461) (3084,9.165884971618652) (2352,9.09875202178955) (198,9.082571029663086) (1905,9.072802543640137) (500,8.978572845458984) (491,8.936792373657227) (1672,8.846397399902344) (2941,8.781173706054688) (978,8.774598121643066) (2206,8.768519401550293) (830,8.754304885864258) (1044,8.73663330078125) (1186,8.666165351867676)
66: (1713,12.200028419494629) (187,11.824877738952637) (72,11.815156936645508)* (72,11.815156936645508)* (1017,11.71603775024414) (30,11.250505447387695) (999,10.799444198608398) (3768,10.752799987792969) (1061,10.6615571975708) (61,10.598867416381836)* (995,10.482820510864258) (159,10.454191207885742) (3441,10.258010864257812) (5258,10.218107223510742) (2029,10.2151460647583) (75,10.196308135986328) (75,10.196308135986328) (5260,10.14796257019043) (1890,10.144472122192383)* (1018,9.987129211425781)
68: (294,11.460914611816406)* (289,11.210193634033203)* (461,10.884870529174805) (915,10.826138496398926) (157,10.607866287231445) (1456,10.53868293762207) (475,10.253570556640625) (349,10.219905853271484)* (455,10.025909423828125) (314,9.787090301513672)* (310,9.729596138000488) (468,9.644594192504883)* (544,9.574097633361816) (545,9.511967658996582) (352,9.488238334655762) (1613,9.43966293334961) (97,9.439050674438477) (1451,9.432111740112305) (302,9.294586181640625)* (1042,9.254493713378906)
69: (3673,13.208324432373047) (3693,12.574533462524414) (1640,11.957413673400879)* (64,11.650126457214355) (64,11.650126457214355) (619,11.639318466186523) (3823,11.57052993774414) (1946,11.257576942443848)* (3698,11.191383361816406) (3700,11.189258575439453) (2921,10.988137245178223) (3697,10.944579124450684) (199,10.932241439819336) (617,10.928033828735352) (1620,10.912470817565918) (278,10.741205215454102) (276,10.62503719329834) (3317,10.508308410644531) (1155,10.427471160888672) (1941,10.362418174743652)
70: (229,11.882251739501953)* (226,11.850980758666992) (227,11.72445011138916) (56,10.88953685760498) (56,10.88953685760498) (1515,10.037348747253418) (199,9.887466430664062) (1106,9.783981323242188) (868,9.75853157043457)* (703,9.55817699432373) (88,9.334599494934082) (898,9.179511070251465) (154,9.048584938049316) (1375,9.00032901763916) (7,8.955997467041016) (533,8.924260139465332) (707,8.843489646911621)* (436,8.823871612548828) (1108,8.810894012451172) (72,8.801779747009277)
71: (846,14.427716255187988) (928,14.271825790405273) (943,14.219815254211426) (1110,14.136487007141113) (917,13.75779914855957)* (944,13.596494674682617)* (924,12.914752960205078) (1343,12.586952209472656) (506,12.325006484985352) (10833,11.849149703979492) (186,11.845335960388184) (3940,11.77811050415039) (959,11.6416015625) (3788,11.37237548828125) (163,11.2930908203125) (841,11.229509353637695) (226,11.215063095092773) (1274,11.177068710327148) (949,11.164097785949707) (6747,11.115765571594238)
72: (288,12.670716285705566) (349,11.97785758972168) (320,11.871417999267578)* (455,10.887992858886719) (701,10.73309326171875) (2523,10.502117156982422) (299,10.221744537353516)* (295,10.14484977722168)* (301,10.14405345916748) (55,10.117392539978027)* (906,9.91444206237793) (461,9.911377906799316) (1456,9.650117874145508) (314,9.50498104095459) (325,9.448299407958984) (318,9.445477485656738) (544,9.409415245056152) (1032,9.393075942993164) (352,9.349621772766113) (161,9.348308563232422)
73: (1713,12.561589241027832) (72,12.560647964477539) (72,12.560647964477539) (159,11.197693824768066) (997,10.928007125854492)* (187,10.864322662353516) (880,10.480207443237305) (1061,10.453455924987793) (1013,10.399030685424805) (75,9.98913860321045) (75,9.98913860321045) (1886,9.887419700622559) (1083,9.868391036987305) (59,9.784017562866211) (1072,9.700200080871582) (61,9.699580192565918) (1014,9.632808685302734) (429,9.616863250732422) (1892,9.591500282287598) (1394,9.564118385314941)
74: (289,11.126977920532227) (1464,9.985746383666992) (288,9.654889106750488) (3063,9.413686752319336) (972,9.039384841918945) (378,8.959358215332031) (518,8.79811954498291)* (2523,8.706833839416504) (966,8.65850830078125) (306,8.640270233154297) (913,8.603078842163086) (297,8.602508544921875) (3466,8.4108247756958) (294,8.335838317871094) (727,8.271799087524414) (340,8.218677520751953) (265,8.210399627685547) (930,8.206964492797852) (523,8.194768905639648) (184,8.19386100769043)
75: (461,11.812849044799805) (523,10.702402114868164) (802,10.698726654052734) (294,10.597493171691895) (704,10.212656021118164) (686,10.160308837890625) (349,10.140369415283203) (302,9.98681926727295)* (524,9.979724884033203) (320,9.961518287658691) (681,9.957785606384277) (528,9.943388938903809) (318,9.928694725036621) (680,9.781229019165039) (89,9.701238632202148)* (458,9.672022819519043) (2020,9.6289644241333) (293,9.624080657958984) (908,9.61486530303955) (291,9.557021141052246)
76: (5089,11.848601341247559) (3487,11.241334915161133) (396,11.200495719909668) (5092,10.98617172241211) (3483,10.890867233276367) (5094,10.603692054748535) (5090,10.484726905822754) (1918,10.436805725097656) (3489,10.4359769821167) (9422,10.423565864562988) (9429,10.367266654968262) (9430,10.366512298583984) (409,10.319743156433105) (9427,10.294682502746582) (5083,10.204181671142578) (5085,10.136809349060059) (5091,10.030112266540527) (5095,9.972464561462402) (374,9.936216354370117) (1906,9.836954116821289)
77: (703,11.582799911499023) (1400,11.49000072479248) (228,11.287176132202148) (2815,11.06123161315918) (1048,10.640679359436035) (4115,10.589308738708496) (2614,9.987210273742676) (428,9.860352516174316) (2600,9.782166481018066) (1517,9.701051712036133)* (425,9.675131797790527) (1090,9.64122486114502) (716,9.640307426452637) (225,9.60645866394043) (985,9.548551559448242) (1492,9.540526390075684) (3057,9.49914836883545) (199,9.401570320129395) (2277,9.380414962768555) (430,9.277029991149902)*
78: (1099,10.774462699890137) (1410,10.365361213684082) (1401,9.930787086486816) (407,9.215829849243164) (1745,8.94072151184082)* (238,8.914629936218262) (1789,8.906649589538574) (233,8.86404800415039) (755,8.76756763458252) (70,8.73661994934082) (2820,8.732030868530273) (1398,8.663495063781738) (1700,8.60454273223877) (64,8.590429306030273) (64,8.590429306030273) (512,8.535076141357422) (1716,8.529765129089355) (2605,8.526643753051758) (2747,8.431195259094238) (758,8.425509452819824)
79: (306,12.245509147644043) (288,12.081393241882324)* (349,11.981657028198242) (320,11.808551788330078) (455,11.584922790527344) (701,10.48831558227539) (1456,10.305496215820312) (302,10.23046875) (913,10.130578994750977) (292,9.851054191589355)* (301,9.813682556152344) (300,9.80479621887207) (679,9.72775650024414) (299,9.725455284118652) (915,9.663922309875488) (333,9.613773345947266) (680,9.587339401245117) (67,9.561603546142578) (67,9.561603546142578) (344,9.53461742401123)
80: (815,11.207992553710938)* (808,10.991777420043945) (814,10.567339897155762) (809,10.480953216552734) (3621,10.120170593261719) (4103,10.07046890258789) (1551,9.995564460754395) (1196,9.935551643371582)* (839,9.798057556152344) (2192,9.697212219238281)* (4945,9.635274887084961) (512,9.58375072479248) (2576,9.485590934753418) (4508,9.472867012023926) (4936,9.467737197875977) (14443,9.445476531982422) (2200,9.43346881866455)* (768,9.422263145446777)* (810,9.421673774719238) (832,9.363754272460938)
81: (6626,14.46284008026123) (1433,14.091951370239258) (2916,12.867609024047852) (6631,12.75312328338623) (6629,12.70955753326416) (2236,12.567944526672363)* (6618,12.257267951965332) (6633,12.136460304260254) (6622,12.069053649902344) (13292,11.919228553771973) (4344,11.86546802520752) (6628,11.856040000915527) (6623,11.790044784545898) (6624,11.785778999328613) (2003,11.653039932250977) (18643,11.580699920654297) (6634,11.576912879943848) (6625,11.548850059509277) (18651,11.411654472351074) (18642,11.383993148803711)
82: (1164,11.334163665771484) (1633,10.734187126159668)* (3693,10.40250301361084) (195,10.309417724609375) (6217,10.280582427978516) (418,10.112176895141602) (219,10.049269676208496) (199,9.984270095825195) (1732,9.928508758544922) (11589,9.895849227905273) (6224,9.740277290344238) (196,9.732725143432617) (4810,9.693598747253418) (608,9.69333553314209) (444,9.61469554901123) (1171,9.50570011138916) (1242,9.417213439941406) (11230,9.388761520385742) (2139,9.317631721496582) (618,9.282692909240723)
83: (1110,12.588546752929688) (3158,12.465337753295898) (6953,11.912129402160645) (2338,11.706619262695312)* (506,11.248273849487305) (846,11.246082305908203) (944,11.15119743347168) (943,10.72298526763916) (186,10.464478492736816) (2003,10.463652610778809) (3788,10.3749418258667) (6945,10.373177528381348) (10834,10.362380981445312) (4365,10.346409797668457) (4548,10.288121223449707) (11566,10.194744110107422) (3112,10.189123153686523) (13502,10.162521362304688) (8431,10.149214744567871) (10472,10.067955017089844)
84: (1412,11.27473258972168)* (952,10.87176513671875) (868,10.591499328613281) (710,10.572227478027344) (163,10.265509605407715)* (614,10.012939453125) (949,9.851499557495117) (928,9.819100379943848)* (957,9.775867462158203) (1360,9.714804649353027)* (951,9.679286003112793) (1372,9.66599178314209) (854,9.555232048034668) (2797,9.525442123413086) (2352,9.466766357421875)* (856,9.397696495056152) (1351,9.338338851928711)* (954,9.331633567810059) (841,9.203933715820312) (1339,9.184264183044434)
85: (198,11.69579029083252) (917,11.604540824890137) (226,11.437477111816406)* (707,10.78318977355957) (614,10.517254829406738) (1119,10.312554359436035) (949,10.286319732666016) (1206,10.239011764526367) (1104,10.168611526489258) (1974,9.96535587310791) (843,9.913871765136719) (918,9.772541999816895) (7,9.609700202941895)* (227,9.568891525268555) (856,9.477289199829102) (234,9.404975891113281) (952,9.376886367797852) (1406,9.358671188354492) (855,9.270454406738281) (920,9.257142066955566)
86: (808,12.06010913848877) (198,11.724115371704102) (1044,10.974769592285156) (810,10.800490379333496)* (489,10.785882949829102) (1547,10.37990951538086) (1179,10.343963623046875) (497,10.319001197814941) (816,10.238227844238281) (512,10.222762107849121) (806,10.181293487548828) (2576,10.1365966796875) (503,10.021281242370605) (818,9.945042610168457) (845,9.943826675415039) (1145,9.89586067199707) (7639,9.867191314697266) (843,9.832381248474121) (1672,9.79728889465332) (850,9.70125961303711)
87: (289,13.740978240966797)* (306,12.89195442199707) (265,11.4598388671875)* (455,11.420320510864258) (2523,11.21932601928711) (701,10.914880752563477) (3063,10.850787162780762) (299,10.762813568115234) (157,10.753215789794922) (55,10.749659538269043) (292,10.462757110595703)* (906,10.385156631469727) (251,10.324910163879395) (13749,10.32276439666748) (1475,10.31161880493164) (71,10.23837661743164) (71,10.23837661743164) (1464,10.132777214050293) (325,10.04394245147705) (972,9.965968132019043)
88: (197,10.576704978942871) (219,10.314136505126953) (429,9.972407341003418) (222,9.956585884094238) (1164,9.885127067565918) (3279,9.882080078125) (615,9.659406661987305) (1957,9.658525466918945) (2542,9.648194313049316) (205,9.647547721862793) (227,9.63557243347168) (4079,9.60645866394043) (4092,9.511385917663574) (2424,9.449411392211914)* (206,9.449211120605469) (2637,9.390647888183594) (2541,9.390111923217773) (2629,9.379318237304688) (618,9.371828079223633) (202,9.308843612670898)
89: (498,11.9326171875)* (540,11.601579666137695) (481,11.589924812316895) (1038,11.457475662231445) (230,11.242940902709961) (537,11.17258071899414) (470,11.042819023132324) (1045,10.718454360961914) (1040,10.625940322875977) (499,10.595316886901855) (3712,10.564364433288574) (1043,10.51555061340332) (693,10.486960411071777)* (412,10.369254112243652) (486,10.261713981628418)* (1866,10.235286712646484) (1198,10.143070220947266) (1189,10.113774299621582) (536,10.08719539642334) (2619,9.95584774017334)
90: (945,10.144463539123535) (892,10.082929611206055) (3619,9.56253719329834) (3081,9.541135787963867) (3466,9.28272533416748) (730,9.18224048614502) (455,9.029661178588867) (2051,9.02832317352295) (3748,8.944830894470215) (6397,8.937649726867676) (1694,8.92596435546875) (3598,8.923203468322754) (1772,8.732967376708984) (366,8.697464942932129) (4923,8.662278175354004) (1447,8.635260581970215) (3603,8.587308883666992) (364,8.559901237487793) (1375,8.516471862792969) (1459,8.434185028076172)
91: (159,11.214818000793457) (429,11.049040794372559) (1888,10.443075180053711) (1083,9.890995979309082) (875,9.661243438720703) (3280,9.47343921661377) (3441,9.19149398803711) (3430,9.191143035888672) (2470,9.111157417297363)* (874,9.050724983215332) (1707,9.032066345214844) (1073,9.02557373046875)* (880,8.898626327514648) (59,8.846376419067383) (2043,8.839600563049316)* (72,8.831144332885742) (72,8.831144332885742) (3289,8.784941673278809) (1886,8.783656120300293) (599,8.778843879699707)*
92: (289,10.752745628356934)* (461,10.092887878417969) (294,9.81042194366455) (523,9.411622047424316) (915,8.767017364501953) (349,8.746794700622559) (686,8.645438194274902) (318,8.534526824951172) (528,8.52607250213623) (455,8.515237808227539) (802,8.489882469177246) (524,8.469472885131836) (701,8.416633605957031) (320,8.391973495483398) (344,8.373692512512207) (352,8.342906951904297) (299,8.327223777770996) (328,8.305225372314453)* (525,8.296663284301758) (292,8.281435012817383)
94: (2277,11.815281867980957) (88,11.200139999389648)* (206,10.790876388549805) (196,10.756003379821777) (618,10.51185131072998) (225,10.387578010559082) (203,10.363744735717773)* (4384,10.357099533081055) (228,10.316499710083008) (81,10.295778274536133) (863,10.235345840454102) (615,10.138580322265625) (3057,10.09044075012207) (416,10.085654258728027) (195,10.07969856262207) (424,10.071270942687988)* (1424,10.056257247924805) (197,9.994452476501465) (898,9.917906761169434) (1400,9.84334945678711)
95: (294,11.824357032775879) (523,10.756019592285156) (686,10.738754272460938)* (528,10.650546073913574)* (466,10.638023376464844)* (320,10.601682662963867) (455,10.57601547241211) (544,10.523633003234863) (543,10.518619537353516)* (802,10.485029220581055) (352,10.47743034362793) (318,10.463764190673828) (1042,10.33065414428711) (1456,10.321430206298828) (458,10.306797981262207) (2020,10.306154251098633) (915,10.132646560668945) (328,10.065123558044434) (314,10.063454627990723)* (908,10.051209449768066)
