userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
61: (227,46.56547927856445)* (2632,46.19055938720703) (366,45.79859924316406) (1519,45.75310516357422) (212,45.50092697143555)* (261,45.49735641479492)* (572,45.49638748168945) (533,45.36771774291992) (5745,45.24580764770508) (511,45.228179931640625) (2277,45.163726806640625) (683,45.152557373046875) (715,45.12986755371094) (903,45.0540771484375) (3057,44.985286712646484) (2544,44.9387092590332) (1375,44.93375778198242) (196,44.92276382446289)* (3466,44.90992736816406) (11764,44.890663146972656)
62: (72,52.44221115112305)* (72,52.44221115112305)* (4075,50.66706085205078) (1104,50.479095458984375) (229,50.36286163330078) (1098,50.36183166503906) (511,50.35206985473633) (67,50.19839096069336) (67,50.19839096069336) (227,50.1323356628418)* (155,50.095088958740234) (157,50.06484603881836) (969,50.043304443359375) (159,50.03974914550781) (88,49.856353759765625) (1001,49.826194763183594) (7,49.769065856933594) (377,49.723018646240234) (1075,49.708763122558594) (1061,49.69491195678711)
63: (1369,49.845542907714844) (2343,49.83507537841797) (1513,49.77268600463867) (1249,49.54899215698242) (234,49.334049224853516)* (917,49.317806243896484)* (959,49.148441314697266)* (732,49.06313705444336) (2347,48.99758529663086) (724,48.916690826416016) (220,48.87258529663086) (982,48.83627700805664) (3739,48.69116973876953) (533,48.482295989990234) (176,48.47053146362305) (1360,48.43757629394531) (226,48.40922927856445) (841,48.31553649902344)* (2346,48.253662109375) (614,48.212337493896484)*
64: (57,55.84886169433594) (1824,55.40346908569336)* (3158,55.348907470703125) (95,55.341651916503906) (1098,55.30009460449219) (1844,55.10167694091797)* (69,54.981300354003906) (69,54.981300354003906) (1167,54.95819091796875) (11635,54.68723678588867) (81,54.669952392578125) (10722,54.65187072753906) (7626,54.648014068603516) (3992,54.63153076171875) (697,54.6292724609375) (3303,54.54243850708008) (64,54.38352966308594) (64,54.38352966308594) (6930,54.37535858154297) (961,54.34935760498047)
65: (497,54.74870300292969)* (488,54.6124267578125)* (500,54.47690200805664) (1044,54.386173248291016) (486,54.31722640991211) (198,54.080772399902344) (978,54.05987548828125) (1672,54.05070877075195) (503,53.64003372192383) (830,53.58098220825195) (490,53.580223083496094) (1186,53.42738723754883) (517,53.39487075805664) (4428,53.37544250488281) (1905,53.37251663208008) (2956,53.35905456542969) (230,53.35792541503906) (514,53.33506774902344) (814,53.31330871582031) (1179,53.302059173583984)
66: (3281,56.053287506103516) (3768,55.823097229003906) (99,55.76220703125)* (72,55.74448776245117)* (72,55.74448776245117)* (1890,55.73878479003906)* (3201,55.706398010253906) (1017,55.699546813964844) (61,55.585777282714844)* (2938,55.52086639404297) (4308,55.432579040527344) (187,55.41096115112305) (999,55.312034606933594) (1083,55.250057220458984) (2029,55.13269805908203) (193,55.02671813964844) (2559,54.9687385559082) (91,54.93830490112305) (2487,54.92957305908203) (76,54.886199951171875)
68: (55,51.80556106567383) (310,51.76901626586914) (289,51.6667366027832)* (349,51.51786804199219)* (302,51.504634857177734)* (314,51.48721694946289)* (525,51.440162658691406) (294,51.31268310546875)* (161,51.293975830078125) (329,51.26441192626953)* (157,50.96849822998047) (333,50.93286895751953) (291,50.92430877685547) (468,50.722049713134766)* (907,50.66526412963867) (903,50.66059112548828) (309,50.613582611083984) (4566,50.50584030151367) (279,50.494964599609375) (485,50.46352005004883)
69: (619,56.98804473876953) (7665,56.88331604003906) (12759,56.730690002441406) (1723,56.70382308959961) (10014,56.672977447509766) (444,56.479427337646484) (3707,56.380306243896484) (418,56.26411819458008) (748,56.1901969909668) (632,56.18046188354492) (757,56.09970474243164) (12046,55.979618072509766) (11204,55.935279846191406) (445,55.774169921875) (10613,55.707855224609375) (2921,55.68964385986328) (3691,55.689064025878906) (7742,55.65052795410156) (1747,55.617034912109375) (622,55.601051330566406)
70: (969,53.56163787841797) (229,53.482906341552734)* (65,53.325679779052734) (65,53.325679779052734) (154,53.31475830078125) (220,53.28491973876953) (533,53.19820785522461) (173,53.17108917236328)* (1090,53.079559326171875)* (424,53.05541229248047) (182,53.007102966308594) (227,52.88312530517578) (72,52.78620910644531) (72,52.78620910644531) (88,52.684566497802734) (716,52.65652084350586) (1512,52.44499206542969) (1400,52.40416717529297) (159,52.3900146484375) (203,52.29685592651367)
71: (917,50.207557678222656)* (841,49.62922668457031) (726,48.700523376464844) (506,48.4532585144043) (937,48.43016052246094) (843,48.42637634277344)* (954,48.390506744384766) (503,48.37428665161133) (1339,48.32636642456055)* (8333,48.30530548095703) (1369,48.27773666381836) (928,48.1590576171875) (1274,48.14459228515625) (949,48.077640533447266) (2055,48.02865982055664) (198,47.97121810913086) (1358,47.94557571411133) (919,47.87147903442383) (947,47.85223388671875) (812,47.80503463745117)
72: (55,50.079078674316406)* (295,49.835960388183594)* (288,49.666866302490234) (349,49.490577697753906) (701,49.41233825683594) (299,49.10551834106445)* (679,48.8227424621582) (461,48.81999206542969) (301,48.71077346801758) (161,48.672454833984375) (320,48.552799224853516)* (544,48.53291702270508) (535,48.45717239379883) (352,48.377044677734375) (318,48.36600112915039) (2523,48.2469596862793) (314,48.224708557128906) (903,48.18791961669922) (311,48.073036193847656) (296,48.02445983886719)*
73: (72,56.39944839477539) (72,56.39944839477539) (1072,55.59761047363281) (1713,55.3794059753418) (878,54.7879638671875) (75,54.739349365234375) (75,54.739349365234375) (153,54.70248794555664) (3988,54.55738067626953) (880,54.498817443847656) (187,54.318294525146484) (1061,54.240928649902344) (1886,54.167396545410156) (515,54.07412338256836) (1014,54.04256820678711) (3768,53.89031219482422) (1892,53.886837005615234) (59,53.884212493896484) (1534,53.87962341308594) (1104,53.79638671875)
74: (7837,50.71356201171875) (7846,50.6759033203125) (479,50.32459259033203) (8372,50.26725387573242) (5249,50.19719696044922) (378,50.037715911865234) (7232,49.85566711425781) (2023,49.85237121582031) (1475,49.82846450805664) (7191,49.76650619506836) (455,49.729129791259766) (657,49.72730255126953) (6319,49.649383544921875) (966,49.57754898071289) (3063,49.46690368652344) (926,49.44758987426758) (10460,49.38414764404297) (3311,49.368255615234375) (3060,49.342323303222656) (9820,49.29424285888672)
75: (498,48.69643020629883)* (89,48.687232971191406)* (461,48.54227066040039) (302,48.2813835144043)* (704,48.15481948852539) (291,47.89654541015625) (458,47.59672927856445) (318,47.559791564941406) (680,47.55534362792969) (325,47.54759979248047) (349,47.476158142089844) (293,47.39521026611328) (486,47.378780364990234) (523,47.363346099853516) (1047,47.320770263671875) (686,47.30423355102539) (328,47.29615783691406) (528,47.25341033935547) (257,47.24484634399414) (681,47.24085998535156)
76: (2799,54.19120407104492) (413,53.730079650878906) (8398,53.15700149536133) (409,53.01816177368164) (400,52.8697624206543) (2103,52.39224624633789)* (5572,52.345951080322266) (10978,52.21546936035156) (1918,52.08809280395508) (11818,52.0068473815918) (1923,51.97451400756836)* (3552,51.96030044555664) (10247,51.837066650390625) (3554,51.752567291259766) (1906,51.72257614135742) (5564,51.71592712402344) (5563,51.69713592529297) (399,51.66474914550781) (2804,51.61231231689453) (410,51.5699348449707)
77: (228,48.15395736694336) (533,47.81108093261719) (1090,47.77444839477539) (716,47.76654052734375) (182,47.677085876464844) (1400,47.528602600097656) (1048,47.528533935546875) (65,47.51627731323242) (65,47.51627731323242) (221,47.49241256713867) (428,47.32408905029297) (903,47.2417106628418) (715,47.21136474609375) (2539,47.207820892333984) (1375,47.045677185058594) (203,46.92329788208008) (1106,46.91975402832031) (1520,46.891780853271484) (154,46.875431060791016) (1516,46.71226119995117)
78: (2193,58.516944885253906) (1099,58.18427276611328) (3720,58.07117462158203) (3028,58.06806945800781) (1401,57.98263168334961) (162,57.88711929321289) (8910,57.7845573425293) (512,57.772621154785156) (6439,57.76091003417969) (2702,57.47201156616211) (755,57.43671798706055) (2667,57.326873779296875) (5069,57.24656677246094) (605,57.16915512084961) (8788,57.11570358276367) (233,57.1092529296875) (407,57.08925247192383) (2747,57.0621223449707) (5791,57.04525375366211) (8782,57.011077880859375)
79: (288,49.60865783691406)* (300,49.56809997558594) (306,49.3745231628418) (333,49.33335494995117) (701,49.282588958740234) (302,49.27391052246094) (67,49.19331741333008) (67,49.19331741333008) (292,49.106292724609375)* (161,48.855995178222656) (349,48.66741943359375) (310,48.643436431884766) (538,48.588809967041016) (903,48.555198669433594)* (475,48.55267333984375) (55,48.53663635253906) (455,48.53598403930664) (679,48.360694885253906) (525,48.344268798828125) (344,48.20775604248047)
80: (2192,54.23532485961914)* (829,54.041160583496094) (500,54.011356353759766) (768,53.922218322753906)* (2429,53.885189056396484) (832,53.854618072509766) (809,53.83119201660156) (4508,53.77614212036133) (2586,53.73030471801758) (2200,53.70597457885742)* (1853,53.62227249145508) (2214,53.58348846435547)* (3028,53.4183235168457) (45,53.35463333129883) (815,53.31630325317383)* (1868,53.31544876098633) (3239,53.1849479675293) (1180,53.10585021972656) (839,53.0404052734375) (6016,53.031394958496094)
81: (4344,49.53591537475586) (3864,49.401573181152344) (2952,48.70195770263672) (12138,48.567317962646484) (3856,48.38862991333008) (2226,48.359378814697266)* (4335,48.278709411621094) (6626,47.9860725402832) (7540,47.93580627441406) (397,47.86553955078125) (1433,47.802127838134766) (6288,47.73775100708008) (12243,47.39769744873047) (376,47.36838912963867) (17715,47.352821350097656) (1220,47.30031967163086) (406,47.28496170043945) (4437,47.12269973754883) (1613,47.09465026855469) (15102,46.92805862426758)
82: (615,52.369476318359375) (9545,52.284793853759766) (1732,52.14303207397461) (2541,52.095767974853516) (4079,52.068145751953125) (1947,51.94606399536133) (629,51.93427276611328) (6206,51.91401672363281) (2401,51.83607482910156) (222,51.80180358886719) (6836,51.76178741455078) (1171,51.74639129638672) (195,51.7185173034668) (11900,51.711055755615234) (1944,51.70925521850586) (618,51.639068603515625) (434,51.569244384765625) (9709,51.563865661621094) (2538,51.555908203125) (4448,51.54029083251953)
83: (73,45.72511291503906) (73,45.72511291503906) (3863,45.61981964111328) (2338,45.53335189819336)* (5521,45.532562255859375) (2339,45.36087417602539)* (3877,45.258663177490234) (447,45.236663818359375) (8434,45.194847106933594) (72,45.18962478637695) (72,45.18962478637695) (8449,45.175716400146484) (63,45.121055603027344) (63,45.121055603027344) (8428,45.0960578918457) (8429,45.09316635131836) (1126,45.09223937988281) (8453,45.070858001708984) (8440,45.04311752319336) (8455,45.03708267211914)
84: (952,50.54059982299805) (1412,50.4657096862793)* (1360,50.35280227661133)* (1803,50.320770263671875)* (234,50.31250762939453) (841,50.24594497680664) (982,50.1043701171875) (1817,49.82267379760742) (951,49.698246002197266) (230,49.671142578125) (2787,49.57090377807617) (2595,49.44154739379883) (1372,49.34074020385742) (2834,49.324134826660156) (1044,49.319820404052734)* (377,49.29998016357422) (614,49.27821731567383) (924,49.26404571533203) (2565,49.255184173583984) (190,49.24885559082031)
85: (1369,52.190269470214844) (1206,52.12400436401367) (841,52.01057434082031) (226,51.948265075683594)* (1513,51.85136032104492) (383,51.78868865966797) (707,51.63459396362305) (1119,51.52511215209961) (1412,51.521339416503906) (706,51.5087776184082) (1812,51.48789978027344) (234,51.37333297729492) (163,51.35917663574219) (9343,51.212215423583984) (917,51.104400634765625) (857,51.06352996826172) (1527,51.05244445800781) (3444,50.96559524536133) (3011,50.95991516113281) (855,50.951202392578125)
86: (808,54.7370719909668) (816,54.69135665893555) (1044,54.51500701904297) (1180,54.491878509521484) (1672,54.45013427734375) (503,54.39188766479492) (810,54.291255950927734)* (768,54.265594482421875) (818,54.25076675415039) (3239,54.2425422668457) (1195,54.171409606933594) (1188,54.07694625854492) (2850,53.97283172607422) (198,53.94462585449219) (507,53.917362213134766) (834,53.91429138183594) (497,53.82900619506836) (537,53.817569732666016) (2196,53.81495666503906) (45,53.80903625488281)
87: (292,53.056514739990234)* (289,52.76584243774414)* (299,52.68219757080078) (55,52.66204833984375) (265,52.61175537109375)* (89,52.500205993652344) (701,52.441410064697266) (300,52.38115692138672)* (306,52.37616729736328) (157,52.321678161621094) (455,52.13772201538086) (291,52.03483963012695) (1475,51.943321228027344) (333,51.67421340942383) (652,51.586971282958984) (461,51.58534622192383) (326,51.48640060424805) (1602,51.46406173706055) (314,51.44841766357422) (6313,51.4077262878418)
88: (222,52.645843505859375) (195,52.31578063964844) (418,52.28759002685547) (615,52.26029586791992) (6685,52.19870376586914) (2640,52.02235412597656) (197,51.97763442993164) (227,51.72459411621094) (4532,51.66354751586914) (1164,51.54689025878906) (1944,51.492252349853516)* (618,51.48939895629883) (13516,51.47507095336914) (416,51.439247131347656) (11900,51.42512893676758) (205,51.40298080444336) (206,51.3928337097168) (2424,51.3840217590332)* (632,51.38055419921875) (445,51.38045883178711)
89: (498,52.03580856323242)* (466,50.904048919677734) (540,50.83599853515625) (486,50.83395004272461)* (461,50.489768981933594) (537,50.435279846191406) (1043,50.306190490722656) (475,50.30381393432617) (230,50.2347412109375) (1185,50.18696975708008) (288,50.186126708984375) (481,50.181400299072266) (544,50.14691925048828) (344,50.145660400390625) (681,50.145362854003906) (1678,49.96121597290039) (2619,49.935791015625) (536,49.915428161621094) (1034,49.87474060058594) (679,49.78622817993164)
90: (1694,54.02056121826172) (945,53.36865997314453) (5087,53.351539611816406) (6529,53.27920150756836) (1686,52.733787536621094) (3611,52.60664749145508) (3217,52.5605354309082) (718,52.529293060302734) (396,52.43780517578125) (9271,52.411712646484375) (1127,52.32008743286133) (374,52.24440002441406) (1489,52.07564163208008) (375,51.99837875366211) (1468,51.822540283203125) (5810,51.82164001464844) (3464,51.73970031738281) (1244,51.73575210571289)* (5627,51.62218475341797) (4543,51.609745025634766)
91: (875,55.89926528930664) (866,54.931640625) (3436,54.6949577331543) (1709,54.6189079284668) (2470,54.58904266357422)* (864,54.5534553527832) (10164,54.53310775756836) (3993,54.49623107910156) (9971,54.28498458862305) (5478,54.280635833740234) (852,54.268062591552734) (1083,54.19093704223633) (10596,54.10004425048828) (872,54.09284210205078) (3280,54.069602966308594) (1213,53.938961029052734) (2542,53.89781188964844) (5913,53.892269134521484) (9206,53.80450439453125) (59,53.680789947509766)
92: (374,55.356868743896484) (1857,55.26683044433594) (397,55.20222473144531) (375,55.08350372314453) (518,54.987220764160156) (930,54.964317321777344) (2428,54.87080001831055) (3324,54.71687698364258) (89,54.55940246582031)* (378,54.51506042480469) (289,54.47110366821289)* (2094,54.360652923583984) (367,54.28558349609375) (9013,54.25551986694336) (377,54.19826126098633) (1705,54.17095947265625) (2102,54.154335021972656) (333,54.145992279052734) (1910,54.14004135131836) (498,54.11728286743164)
94: (225,51.152198791503906) (1400,51.05924606323242) (615,51.02425003051758) (203,50.9608154296875)* (1090,50.888397216796875) (207,50.88291931152344) (425,50.870635986328125) (424,50.71591567993164)* (416,50.705142974853516) (228,50.666934967041016) (229,50.60618209838867) (6217,50.586673736572266) (196,50.57923126220703) (703,50.49795150756836) (432,50.4903678894043) (618,50.481990814208984) (1155,50.4588623046875) (206,50.33985137939453) (59,50.24655532836914)* (1376,50.222068786621094)
95: (466,50.26326370239258)* (464,49.58017349243164) (544,49.55830764770508) (498,49.43204879760742)* (55,49.34544372558594)* (291,49.30244827270508)* (458,49.279640197753906) (67,49.18849563598633)* (67,49.18849563598633)* (325,49.092735290527344) (318,49.06153106689453) (1047,49.0220947265625) (528,48.998863220214844)* (2020,48.949501037597656) (903,48.889198303222656) (293,48.838626861572266) (1042,48.83119201660156) (523,48.808860778808594) (328,48.752288818359375) (686,48.73125076293945)*
