userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
61: (227,35.484745025634766)* (212,17.666528701782227)* (683,15.408884048461914) (1763,15.255806922912598)* (366,14.68178939819336) (5745,14.642021179199219) (154,14.431285858154297) (1242,14.155969619750977) (1412,13.962959289550781) (735,13.718124389648438) (3057,13.015889167785645) (2277,12.983017921447754) (316,12.895817756652832) (892,12.811701774597168) (261,12.773612022399902)* (718,12.753334999084473) (217,12.513116836547852) (344,12.397614479064941) (163,12.272241592407227)* (3258,12.15522575378418)
62: (72,27.7717342376709)* (72,27.7717342376709)* (67,14.445932388305664) (67,14.445932388305664) (159,12.898670196533203) (229,12.436690330505371) (157,12.404321670532227) (56,12.323902130126953) (56,12.323902130126953) (1104,12.268329620361328) (227,11.518356323242188)* (511,11.449783325195312) (1001,11.301877975463867) (959,10.504005432128906) (172,10.472386360168457) (3768,10.35672378540039) (75,10.289085388183594)* (75,10.289085388183594)* (599,10.194918632507324) (89,10.025788307189941)
63: (959,11.92871379852295)* (917,10.55521011352539)* (1369,10.466146469116211) (1249,9.713088035583496) (234,9.542610168457031)* (533,9.30968189239502) (1513,8.741276741027832) (2343,8.612040519714355) (2342,8.556573867797852) (159,8.51677131652832)* (951,8.424260139465332) (724,8.402287483215332) (854,8.338553428649902)* (2787,8.274860382080078) (1639,8.252320289611816) (511,8.121832847595215) (982,8.112858772277832) (920,8.10278606414795) (614,8.05633544921875)* (599,7.939663887023926)
64: (72,28.28078842163086) (72,28.28078842163086) (227,17.484121322631836) (67,15.736753463745117) (67,15.736753463745117) (238,15.623939514160156) (56,15.537708282470703) (56,15.537708282470703) (610,14.611124038696289) (6150,14.398285865783691) (8802,14.348482131958008) (511,14.313993453979492) (65,14.083663940429688) (65,14.083663940429688) (81,14.05233383178711) (1130,13.9435396194458) (1844,13.45601749420166)* (12599,13.316764831542969) (70,13.30998420715332) (64,13.242700576782227)
65: (497,11.550731658935547)* (488,11.397809028625488)* (486,11.382298469543457) (500,10.940702438354492) (1044,10.763619422912598) (1672,10.568282127380371) (779,10.394149780273438) (517,10.279158592224121) (537,10.211287498474121) (493,10.171821594238281) (198,9.833343505859375) (487,9.578556060791016) (2062,9.462133407592773) (2940,9.16502571105957) (507,8.91807746887207) (1188,8.911371231079102) (3563,8.836198806762695) (1184,8.798116683959961) (1181,8.779773712158203) (978,8.750921249389648)
66: (72,23.963064193725586)* (72,23.963064193725586)* (3768,12.297492980957031) (627,11.467425346374512) (61,11.283294677734375)* (99,11.039811134338379)* (877,10.747003555297852) (599,10.331100463867188) (68,10.321826934814453)* (68,10.321826934814453)* (91,10.27341365814209) (3280,10.058050155639648) (153,10.048738479614258) (2562,9.932876586914062) (1072,9.860584259033203) (1707,9.69699478149414) (999,9.635433197021484) (7347,9.613576889038086) (4308,9.603784561157227) (3201,9.570584297180176)
68: (289,17.50722312927246)* (55,12.147793769836426) (349,12.060623168945312)* (157,11.667327880859375) (302,11.504654884338379)* (333,10.899620056152344) (291,10.48907470703125) (294,10.13972282409668)* (310,10.13729190826416) (525,9.943371772766113) (331,9.498165130615234) (903,9.426846504211426) (352,9.397427558898926) (329,9.311236381530762)* (461,9.26720142364502) (314,9.094339370727539)* (907,9.087078094482422) (318,9.014304161071777) (298,8.954564094543457) (161,8.856219291687012)
69: (2668,8.750682830810547) (3703,8.733026504516602) (7665,8.723797798156738) (2605,8.44810676574707) (1946,8.036169052124023)* (444,7.850498199462891) (603,7.469464302062988)* (2667,7.387094497680664) (1745,7.249415397644043) (2158,7.152542591094971) (3707,7.001020431518555) (5048,6.955757141113281) (744,6.935842514038086) (1731,6.850378513336182) (103,6.696601867675781) (748,6.677298545837402) (1396,6.573084831237793) (5927,6.485273361206055) (88,6.422748565673828) (767,6.2815728187561035)
70: (227,8.580507278442383) (229,8.249711990356445)* (533,8.046396255493164) (173,7.601262092590332)* (65,7.307138442993164) (65,7.307138442993164) (982,7.253056526184082) (1090,7.156338691711426)* (226,6.747897148132324) (220,6.73391580581665) (159,6.640036582946777) (424,6.578980922698975) (436,6.256444931030273) (1106,6.215245246887207) (154,6.209096908569336) (56,6.102779388427734) (56,6.102779388427734) (854,6.07108736038208)* (72,6.028327941894531) (72,6.028327941894531)
71: (841,16.217723846435547) (15,13.334609985351562) (917,12.741701126098633)* (1358,12.237577438354492) (949,12.21434211730957) (2838,12.204926490783691) (821,11.915170669555664) (1276,11.756621360778809) (954,11.656280517578125) (1259,11.289710998535156) (1339,11.120169639587402)* (1254,10.885406494140625) (928,10.873047828674316) (947,10.765181541442871) (2975,10.640480041503906) (3470,10.553974151611328) (1342,10.5506591796875) (1343,10.536476135253906) (1274,10.495348930358887) (6,10.47445297241211)
72: (288,19.755870819091797) (295,16.815616607666016)* (701,14.229900360107422) (55,13.341456413269043)* (349,12.264226913452148) (299,11.258343696594238)* (301,10.345052719116211) (311,10.217159271240234) (323,9.888465881347656) (2523,9.509765625) (352,9.486457824707031) (906,9.422677040100098) (314,9.312785148620605) (318,9.267021179199219) (296,9.187511444091797)* (461,9.055435180664062) (889,8.877982139587402)* (320,8.747881889343262)* (97,8.728230476379395) (903,8.676401138305664)
73: (72,24.880006790161133) (72,24.880006790161133) (67,9.881072998046875) (67,9.881072998046875) (1014,9.400548934936523) (153,8.835256576538086) (1713,8.750080108642578) (1072,8.531370162963867) (880,8.031846046447754) (75,7.892770290374756) (75,7.892770290374756) (187,7.696200847625732) (3768,7.648340702056885) (59,7.626824378967285) (1707,7.6039628982543945) (193,7.557950973510742) (1104,7.40239953994751) (238,7.350465774536133) (511,7.331298828125) (1013,7.299311637878418)
74: (356,8.35149097442627) (344,8.202540397644043) (378,7.9871039390563965) (265,7.841625213623047) (1857,7.739818572998047) (1464,7.51186466217041) (367,7.4188232421875) (966,7.08428955078125) (2094,7.036066055297852) (683,6.948138236999512) (2498,6.882821559906006) (3466,6.840458393096924) (375,6.799149513244629) (399,6.735332489013672) (3859,6.674072742462158) (371,6.6336259841918945) (360,6.52300500869751) (472,6.490177154541016) (3078,6.345332145690918) (5249,6.329129695892334)
75: (89,25.967487335205078)* (498,18.676040649414062)* (461,15.46628189086914) (302,14.161174774169922)* (291,13.9591064453125) (349,13.361749649047852) (325,12.81330680847168) (686,12.532392501831055) (257,12.311712265014648) (802,11.31542682647705) (318,11.296727180480957) (1456,11.28083610534668)* (903,11.163771629333496) (328,11.103658676147461) (704,10.719406127929688) (680,10.661002159118652) (293,10.484701156616211) (65,10.425052642822266) (65,10.425052642822266) (681,10.407063484191895)
76: (399,25.568592071533203) (2102,22.367996215820312)* (395,21.811208724975586) (15941,21.679067611694336) (10807,21.42058563232422) (2799,21.356630325317383) (1918,20.969079971313477) (15944,20.764558792114258) (15935,20.55496597290039) (15934,20.42371368408203) (15933,20.148048400878906) (15937,20.087238311767578) (1188,20.022747039794922) (15936,19.993410110473633) (15939,19.977746963500977) (12801,19.831748962402344) (5563,19.80914306640625) (15903,19.786163330078125) (409,19.778207778930664) (640,19.75657844543457)
77: (154,10.738235473632812) (65,9.227725982666016) (65,9.227725982666016) (228,9.08397102355957) (298,7.810258388519287) (1048,7.799806594848633) (903,7.753747940063477) (1090,7.714447498321533) (1098,7.626729965209961) (425,7.5573248863220215) (1400,7.378996849060059) (689,7.2535858154296875)* (533,7.2318854331970215) (89,6.8421173095703125) (225,6.78843879699707) (3200,6.624390602111816) (3400,6.378897190093994) (430,6.230104446411133)* (1517,6.212835788726807)* (203,6.168183326721191)
78: (107,13.416791915893555) (2667,12.41037654876709) (512,12.393291473388672) (7665,12.054927825927734) (4002,11.706266403198242) (2824,11.681163787841797) (11859,11.65384578704834) (412,11.587032318115234) (2699,11.328510284423828) (779,10.964194297790527) (768,10.922050476074219) (3703,10.677303314208984) (1222,10.616740226745605)* (3411,10.567474365234375) (3997,10.538212776184082) (5069,10.505718231201172) (11265,10.47159481048584) (4940,10.377317428588867) (11320,10.361783981323242) (331,10.346906661987305)
79: (288,16.201181411743164)* (67,15.003608703613281) (67,15.003608703613281) (300,14.16921615600586) (292,13.497882843017578)* (701,13.468206405639648) (333,12.507303237915039) (55,11.26132583618164) (302,10.631200790405273) (344,10.292631149291992) (349,10.207941055297852) (306,9.91411304473877) (679,9.54106330871582) (265,9.052453994750977) (299,8.94528579711914) (310,8.731069564819336) (301,8.431560516357422) (903,8.402167320251465)* (523,8.210034370422363) (2523,8.128093719482422)
80: (2586,17.635337829589844) (839,16.320980072021484) (9794,16.2015380859375) (3028,16.124271392822266) (5135,16.004135131835938) (10449,15.806694030761719) (1192,15.649170875549316) (3997,15.418463706970215) (809,15.370538711547852) (4002,15.309382438659668) (4185,15.252365112304688) (4938,15.142940521240234) (4937,15.025270462036133) (8934,14.813973426818848) (13237,14.754631042480469) (4188,14.70840072631836) (829,14.567950248718262) (4942,14.307243347167969) (8925,14.263860702514648) (2192,14.256292343139648)*
81: (475,10.280017852783203) (5249,9.24515151977539) (2312,9.047850608825684) (8975,8.672444343566895) (2179,8.650327682495117) (12243,8.356514930725098) (2305,8.261876106262207) (6621,7.959749221801758) (8160,7.796734809875488) (2906,7.721606254577637) (2309,7.655639171600342) (1613,7.590839862823486) (4344,7.5226898193359375) (652,7.296018123626709) (2236,7.237295150756836)* (7203,7.166330337524414) (2180,7.135378837585449) (8816,7.057173728942871) (7232,6.894190788269043) (11146,6.880313396453857)
82: (154,36.38710021972656)* (227,32.09477233886719) (418,24.748559951782227) (217,23.6827449798584) (9727,21.455659866333008) (12491,19.89739227294922) (9545,19.80324363708496) (615,18.855161666870117) (618,18.599031448364258) (1633,18.204904556274414)* (207,17.888530731201172) (2408,17.823123931884766) (8705,17.656803131103516) (216,17.617660522460938) (11463,17.616838455200195) (416,17.580228805541992) (3693,17.520950317382812) (2139,17.435771942138672) (429,17.41660499572754) (3259,17.3619327545166)
83: (227,30.314697265625) (6961,16.94411849975586) (570,16.404308319091797) (266,16.090913772583008) (5353,16.047325134277344) (2902,16.006399154663086) (8439,15.553810119628906) (8454,15.076889991760254) (8431,14.951395988464355) (12243,14.801509857177734) (8425,14.656460762023926) (65,14.448080062866211) (65,14.448080062866211) (8444,14.42586612701416) (581,14.373479843139648) (572,14.316301345825195) (584,13.76065444946289) (418,13.571258544921875) (857,13.51700210571289) (588,13.441780090332031)
84: (1412,16.973134994506836)* (227,16.061382293701172) (163,15.549493789672852)* (1803,15.223804473876953)* (951,15.212575912475586) (234,14.052145004272461) (1360,13.736822128295898)* (841,13.239471435546875) (952,12.870340347290039) (2787,12.636240005493164) (920,12.565083503723145) (190,12.528547286987305) (928,12.400604248046875)* (2797,12.209425926208496) (1339,12.128186225891113) (868,12.0682373046875) (230,11.824089050292969) (1372,11.74954605102539) (4180,11.656877517700195) (726,11.59237003326416)
85: (154,18.655323028564453) (227,14.872076988220215) (707,14.013936042785645) (163,13.68992805480957) (234,13.557625770568848) (159,12.78693962097168) (173,12.22948932647705) (1814,11.935049057006836) (226,11.869850158691406)* (1412,11.53209114074707) (868,11.34891414642334) (441,11.291017532348633) (198,11.077067375183105) (1119,10.861345291137695) (1206,10.772073745727539) (1513,10.737067222595215) (857,10.527729988098145) (450,10.512749671936035) (1131,10.48208999633789) (2787,10.471529006958008)
86: (816,16.63832664489746) (808,15.917243003845215) (198,15.346770286560059) (498,14.97655200958252) (412,14.555810928344727) (1188,14.200042724609375) (1044,14.107460975646973) (503,13.64644718170166) (234,13.154321670532227) (1192,13.141901969909668) (810,13.058969497680664)* (1672,12.989116668701172) (1853,12.720781326293945) (818,12.546043395996094) (4821,12.43583869934082) (1185,12.393274307250977) (2744,12.276508331298828) (768,12.274698257446289) (209,12.230448722839355) (850,12.134346008300781)
87: (289,14.977828979492188)* (89,14.404027938842773) (292,13.348165512084961)* (157,13.26002311706543) (701,13.029094696044922) (299,11.109956741333008) (55,10.948208808898926) (265,10.922914505004883)* (787,10.458359718322754) (279,10.416166305541992) (251,10.006477355957031) (291,9.93132495880127) (300,9.912353515625)* (2523,9.893820762634277) (296,9.792052268981934) (2220,9.568185806274414) (5249,9.536540985107422) (1475,9.518447875976562) (326,9.469247817993164) (258,9.451435089111328)
88: (227,18.810298919677734) (418,18.28563690185547) (632,16.375499725341797) (217,14.822023391723633) (615,14.362100601196289) (197,14.22625732421875) (2541,13.807003021240234) (9545,13.772111892700195) (216,13.513200759887695) (212,13.445281982421875) (609,13.223432540893555) (1418,13.221104621887207) (222,13.188962936401367) (2281,12.997956275939941) (6182,12.8309326171875) (6146,12.750901222229004) (6910,12.730561256408691) (4092,12.636270523071289) (6759,12.630373001098633) (2542,12.53426742553711)
89: (498,22.764938354492188)* (466,15.207714080810547) (288,15.19383430480957) (486,13.011984825134277)* (461,11.91727066040039) (295,11.527778625488281) (693,11.407012939453125)* (344,11.402139663696289) (292,11.30940055847168) (540,11.167776107788086) (325,10.807546615600586) (475,10.789091110229492) (1043,10.788802146911621) (306,10.668686866760254) (686,10.583368301391602) (681,10.230398178100586) (470,10.111456871032715) (230,10.107929229736328) (679,10.063619613647461) (190,9.983100891113281)*
90: (157,16.57485580444336) (344,16.040742874145508) (212,14.575693130493164) (2044,14.02782154083252) (366,13.875386238098145) (683,13.77656078338623) (718,13.419961929321289) (892,13.346766471862793) (1772,13.135740280151367) (3057,12.994192123413086) (2051,12.826447486877441) (1464,12.796722412109375) (3466,12.73537826538086) (679,12.442804336547852) (81,12.426246643066406) (65,12.269732475280762) (65,12.269732475280762) (1705,12.253830909729004) (265,12.051329612731934) (1244,11.98219108581543)*
91: (72,19.85016632080078) (72,19.85016632080078) (3280,16.86141586303711) (3768,16.315349578857422) (30,15.564620971679688) (515,15.461008071899414) (4959,14.409317970275879) (1295,14.063559532165527) (1707,13.899600982666016) (238,13.796335220336914) (1886,13.575444221496582) (233,13.569463729858398) (4973,13.34191608428955) (9,13.29471206665039) (880,13.179794311523438) (1253,13.162936210632324) (861,13.162302017211914) (1083,12.9781494140625) (2033,12.841547012329102) (1205,12.82840347290039)
92: (89,9.343263626098633)* (289,7.761238098144531)* (331,7.607053756713867) (157,7.386384963989258) (1613,7.00914192199707) (701,6.793067932128906) (65,6.653021812438965) (65,6.653021812438965) (328,6.62539005279541)* (349,6.368975639343262) (2179,6.260531902313232) (285,6.190279960632324) (377,6.110347747802734) (55,6.096843242645264) (375,6.085929870605469) (292,6.0110015869140625) (301,5.894032955169678)* (378,5.7593994140625) (903,5.684618949890137) (1009,5.650493621826172)
94: (207,13.662874221801758) (599,12.851933479309082)* (225,12.69981575012207) (615,11.930688858032227) (59,11.778860092163086)* (229,11.418736457824707) (757,11.307096481323242) (425,11.064054489135742) (618,10.95386028289795) (203,10.689397811889648)* (416,10.6728515625) (1633,10.563475608825684) (604,10.546100616455078) (622,10.432414054870605) (1090,10.328155517578125) (190,10.107100486755371) (3259,9.907596588134766) (228,9.828304290771484) (703,9.77838134765625) (88,9.641855239868164)*
95: (67,12.68149471282959)* (67,12.68149471282959)* (466,11.518863677978516)* (55,10.814156532287598)* (291,10.068317413330078)* (325,8.692716598510742) (686,8.632282257080078)* (523,8.621246337890625) (301,8.593080520629883) (352,8.527670860290527) (318,8.47834587097168) (903,8.415493965148926) (544,8.29839038848877) (294,8.181188583374023) (320,8.050694465637207) (2020,7.85777473449707) (802,7.777485370635986) (293,7.737099647521973) (328,7.642828941345215) (332,7.581439971923828)
