userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
61: (5745,64.87822723388672) (2277,64.82047271728516) (1763,64.56454467773438)* (261,64.37455749511719)* (8594,64.2285385131836) (903,63.895362854003906) (5416,63.858951568603516) (154,63.76683044433594) (1098,63.6116828918457) (1242,63.566280364990234) (227,63.56047821044922)* (316,63.549964904785156) (2460,63.525306701660156) (3057,63.48312759399414) (270,63.477439880371094)* (196,63.31889343261719)* (1553,63.2540168762207) (962,63.16935348510742) (697,63.13981246948242) (575,63.12944030761719)
62: (72,62.68488311767578)* (72,62.68488311767578)* (1104,61.078243255615234) (511,60.865867614746094) (722,60.63429641723633) (157,60.09963607788086) (159,60.01025390625) (715,60.00491714477539) (377,59.902992248535156) (71,59.886695861816406) (71,59.886695861816406) (229,59.77214050292969) (959,59.60560607910156) (66,59.5800895690918) (66,59.5800895690918) (155,59.535125732421875) (67,59.42924499511719) (67,59.42924499511719) (227,59.327789306640625)* (63,59.240478515625)
63: (959,66.6783676147461)* (917,66.3165283203125)* (1369,65.38079833984375) (159,64.67549896240234)* (72,64.43064880371094) (72,64.43064880371094) (599,64.25402069091797) (1249,64.25066375732422) (1104,64.06483459472656) (533,63.90996170043945) (712,63.87639236450195) (2343,63.84769058227539) (176,63.73137283325195) (511,63.72459411621094) (843,63.6157341003418) (614,63.6094856262207)* (1513,63.513370513916016) (1415,63.44661331176758) (854,63.33049011230469)* (732,63.31798553466797)
64: (69,61.96353530883789) (69,61.96353530883789) (57,61.61811065673828) (1123,61.4492073059082) (1112,61.375709533691406) (7626,60.97336196899414) (7123,60.94749069213867) (7119,60.72394943237305) (610,60.64197540283203) (1772,60.29615020751953) (3158,60.26360321044922) (2419,60.08256912231445) (60,60.07394790649414) (60,60.07394790649414) (6930,60.065391540527344) (1121,60.0610237121582) (1226,60.037696838378906) (81,59.73033142089844) (748,59.71107482910156) (6764,59.66731262207031)
65: (1672,64.84136199951172) (497,64.80802154541016)* (830,64.65538024902344) (486,64.53682708740234) (500,64.52752685546875) (488,64.13145446777344)* (2850,63.9296760559082) (230,63.7713737487793) (481,63.74318313598633) (510,63.57528305053711) (978,63.54038619995117) (966,63.52812957763672) (1044,63.44450378417969) (503,63.28004837036133) (198,63.248626708984375) (537,63.226383209228516) (378,63.221134185791016) (1179,63.220787048339844) (1186,63.209083557128906) (507,63.19586944580078)
66: (3768,65.38799285888672) (2039,64.94232940673828) (10635,64.93103790283203) (82,64.91653442382812) (61,64.8849868774414)* (72,64.7704086303711)* (72,64.7704086303711)* (852,64.69554138183594) (1017,64.26341247558594) (193,64.18616485595703) (3289,64.18327331542969) (2043,64.13186645507812) (999,64.04792785644531) (99,64.03343963623047)* (91,63.96458053588867) (18590,63.910377502441406) (5260,63.861000061035156) (6784,63.73781967163086) (5254,63.6973762512207) (877,63.60085678100586)
68: (289,60.25695037841797)* (468,59.69649124145508)* (349,59.50812530517578)* (55,58.796356201171875) (329,58.790550231933594)* (161,58.68672561645508) (302,58.584014892578125)* (310,58.52185821533203) (525,58.44845962524414) (294,58.404170989990234)* (314,58.34596633911133)* (475,58.19486999511719) (331,58.0814208984375) (251,58.03173828125) (157,57.96088409423828) (1613,57.9328498840332) (279,57.79176712036133) (333,57.78722381591797) (2220,57.70466995239258) (1042,57.70381546020508)
69: (1946,59.78792953491211)* (619,59.34613037109375) (11204,59.01133346557617) (748,58.960933685302734) (3227,58.89482879638672) (617,58.852783203125) (4586,58.46517562866211) (1640,58.46226501464844)* (2921,58.29926300048828) (1620,58.23491668701172) (5883,58.22300338745117) (249,58.16754913330078) (5652,58.145164489746094) (749,58.13573455810547) (2923,58.08503723144531) (197,58.01195526123047) (5048,57.95580291748047) (757,57.9290885925293) (3707,57.80913162231445) (3357,57.80488204956055)
70: (88,59.91849136352539) (227,59.798587799072266) (154,59.735679626464844) (424,59.420658111572266) (220,59.34720230102539) (857,59.29966354370117) (969,58.95674133300781) (203,58.838775634765625) (229,58.722042083740234)* (1090,58.426876068115234)* (159,58.401248931884766) (226,58.365535736083984) (1976,58.3376350402832)* (533,58.21384048461914) (982,58.13408279418945) (198,58.0956916809082) (206,58.08245849609375) (230,58.01390838623047) (562,57.97786331176758) (868,57.95199966430664)*
71: (917,62.37638473510742)* (1339,61.555320739746094)* (2838,61.35799026489258) (956,61.2962760925293) (1358,60.92416763305664) (928,60.78322219848633) (176,60.50312805175781) (710,60.426090240478516) (1338,60.284454345703125) (706,60.19016647338867) (952,60.15752029418945) (919,59.96830749511719) (937,59.96458053588867) (944,59.926395416259766)* (843,59.9118766784668)* (1366,59.855308532714844) (1369,59.77989196777344) (2346,59.71893310546875) (6282,59.686058044433594) (4342,59.6628532409668)
72: (288,57.44834899902344) (295,57.287635803222656)* (55,57.128631591796875)* (349,56.87356948852539) (299,56.7747802734375)* (701,56.55117416381836) (320,56.080406188964844)* (906,55.76298904418945) (161,55.5053596496582) (352,55.502567291259766) (301,55.23062515258789) (314,55.028377532958984) (296,54.92229461669922)* (461,54.86292266845703) (1601,54.74655532836914) (325,54.69642639160156) (318,54.63799285888672) (326,54.61754608154297) (535,54.599246978759766) (889,54.51799011230469)*
73: (72,60.84406661987305) (72,60.84406661987305) (997,60.22079086303711)* (1014,60.10507583618164) (3768,59.938011169433594) (1885,59.914737701416016) (59,59.86560821533203) (187,59.729251861572266) (2938,59.63420867919922) (1019,59.57320022583008) (98,59.54093933105469) (1083,59.459163665771484) (1013,59.36366271972656) (880,59.274200439453125) (1886,59.267250061035156) (193,58.98605728149414) (1534,58.82709503173828) (159,58.808746337890625) (99,58.780006408691406) (3289,58.715309143066406)
74: (8372,62.372840881347656) (289,62.13193130493164) (3384,62.0941047668457) (288,62.057823181152344) (1691,61.98979568481445) (1438,61.945343017578125) (378,61.90825653076172) (295,61.80531311035156) (356,61.71773910522461) (966,61.66715621948242) (498,61.65004348754883) (457,61.612552642822266) (1475,61.611392974853516) (3387,61.59920883178711) (1432,61.578468322753906) (7837,61.459964752197266) (1447,61.458824157714844) (8364,61.34629440307617) (5249,61.228233337402344) (290,61.21597671508789)
75: (89,60.653648376464844)* (498,59.92190170288086)* (461,59.82854080200195) (458,59.546173095703125) (302,59.438133239746094)* (349,59.00949478149414) (320,58.84783172607422) (528,58.6312370300293) (686,58.58149719238281) (324,58.4803466796875) (681,58.352630615234375) (257,58.32426071166992) (161,58.300514221191406)* (325,58.290008544921875) (291,58.24986267089844) (704,58.22787857055664) (680,58.110107421875) (468,58.086666107177734) (523,58.04721450805664) (1456,58.041568756103516)*
76: (399,63.56499099731445) (395,62.57979202270508) (2799,62.183563232421875) (2512,62.09858322143555) (400,62.072021484375) (5563,61.79416275024414) (385,61.234336853027344) (2102,61.12445068359375)* (374,61.02375793457031) (3982,60.76958084106445) (9089,60.473854064941406) (11236,60.43056869506836) (10244,60.28655242919922) (413,60.238311767578125) (17719,60.2364616394043) (5089,60.201805114746094) (372,60.061702728271484) (3483,59.94655990600586) (1918,59.89244842529297) (5575,59.83217239379883)
77: (1511,60.52959442138672) (228,60.32526779174805) (1090,60.00714111328125) (1048,59.90557098388672) (154,59.455970764160156) (203,59.395938873291016) (430,59.38797378540039)* (429,59.326011657714844) (689,59.25284957885742)* (903,59.241146087646484) (533,59.15876007080078) (428,59.069053649902344) (217,58.97672653198242) (208,58.93691635131836) (709,58.93559646606445) (298,58.92571258544922) (425,58.90807342529297) (437,58.8927116394043) (1106,58.84333419799805) (159,58.826995849609375)
78: (4887,59.3336181640625) (3720,59.20354080200195) (1099,58.964115142822266) (1226,58.7691535949707) (1104,58.75619888305664) (407,58.61142349243164) (2028,58.27383804321289) (11754,58.25859832763672) (5605,58.07882308959961) (1285,58.04728698730469) (5358,58.02230453491211) (1295,58.014869689941406) (11826,57.89947509765625) (512,57.76235580444336) (777,57.75737380981445) (754,57.74028778076172) (1401,57.7275276184082) (1131,57.7011604309082) (162,57.68531799316406) (605,57.68526840209961)
79: (288,64.71158599853516)* (292,64.33258819580078)* (302,64.26188659667969) (701,64.23715209960938) (306,64.21659088134766) (300,64.09790802001953) (320,64.04558563232422) (333,63.98731994628906) (349,63.97711944580078) (299,63.75416564941406) (301,63.55112838745117) (67,63.345611572265625) (67,63.345611572265625) (310,63.28002166748047) (455,63.22700500488281) (344,63.21711349487305) (55,63.117591857910156) (161,63.10110092163086) (360,62.989044189453125) (538,62.946380615234375)
80: (2192,62.5845832824707)* (842,62.39065933227539) (814,62.154090881347656) (839,61.763423919677734) (2200,61.704105377197266)* (3812,61.573604583740234) (8261,61.50871276855469) (2955,61.3529167175293) (1551,60.923858642578125) (2387,60.81416702270508) (3028,60.78984451293945) (3729,60.77050018310547) (2704,60.758323669433594) (3807,60.708438873291016) (7639,60.56159973144531) (3239,60.50660705566406) (850,60.47869873046875) (5227,60.382850646972656) (834,60.37688446044922) (5066,60.300193786621094)
81: (4344,58.76851272583008) (2179,58.46625900268555) (2247,58.39493179321289)* (2236,58.28699493408203)* (6626,58.16770553588867) (2226,58.0100212097168)* (12254,57.88701629638672) (12414,57.87237548828125) (475,57.81322479248047) (2930,57.79640197753906) (5353,57.793514251708984) (2931,57.72944641113281) (4501,57.587581634521484) (267,57.4818229675293) (248,57.442657470703125) (6621,57.21121597290039) (8160,57.07858657836914) (8158,56.917396545410156) (8166,56.888275146484375) (7203,56.8645133972168)
82: (223,59.327518463134766) (195,59.272560119628906) (7665,59.23914337158203) (2398,58.890892028808594) (222,58.83711624145508) (2407,58.824459075927734) (199,58.71649932861328) (154,58.704105377197266)* (231,58.666385650634766) (618,58.51768493652344) (1944,58.477745056152344) (217,58.45462417602539) (629,58.37738037109375) (2277,58.259735107421875)* (418,58.24261474609375) (5414,58.22930145263672) (416,58.1425895690918) (632,58.14179992675781) (15655,58.13280487060547) (615,58.092777252197266)
83: (8427,64.64021301269531) (9050,64.00273132324219) (8454,63.714969635009766) (1762,63.3455810546875) (1135,63.34413528442383) (14253,63.34022903442383) (8425,63.245601654052734) (4147,63.17390441894531) (8450,62.97248458862305) (8230,62.932003021240234) (14251,62.866336822509766) (14254,62.71337127685547) (14255,62.614768981933594) (13164,62.52684783935547) (4151,62.40467071533203) (9056,62.22871398925781) (14246,62.1779899597168) (14252,62.15625) (14256,62.14945983886719) (13502,62.09097671508789)
84: (1360,62.932945251464844)* (930,62.5181770324707) (1406,62.45555114746094) (951,62.44145965576172) (710,62.388248443603516) (952,62.22396469116211) (841,62.21303939819336) (957,62.17969512939453) (2664,61.94136428833008) (230,61.91535568237305) (1803,61.82426452636719)* (922,61.768802642822266) (377,61.712371826171875) (1372,61.65775680541992) (497,61.62531280517578) (1412,61.5761833190918)* (954,61.486698150634766) (982,61.41413497924805) (726,61.369441986083984) (1339,61.35637664794922)
85: (159,62.27754592895508) (227,61.84764862060547) (707,61.83510208129883) (1104,61.472293853759766) (1119,61.30036926269531) (163,61.19865036010742) (533,61.1884765625) (917,61.124755859375) (614,61.06058120727539) (1131,60.985408782958984) (72,60.924739837646484) (72,60.924739837646484) (959,60.820465087890625) (198,60.71263885498047) (503,60.58848571777344) (868,60.587486267089844) (154,60.54793930053711) (843,60.48148727416992) (429,60.48051071166992) (1118,60.39582824707031)
86: (503,63.76826477050781) (1044,63.526546478271484) (1547,63.28549575805664) (923,63.08143615722656) (198,62.794822692871094) (1104,62.3153190612793) (816,62.18988037109375) (808,62.18522644042969) (785,62.17609405517578) (843,62.1644401550293) (3239,62.1244010925293) (818,62.08103942871094) (953,62.04712677001953) (7,62.03290939331055) (497,62.02833557128906) (834,62.0271110534668) (1672,61.98943328857422) (5667,61.887020111083984) (2186,61.843894958496094) (2967,61.684104919433594)
87: (289,61.60835647583008)* (299,61.37177658081055) (701,61.215206146240234) (292,60.98797607421875)* (468,60.317378997802734) (308,60.0997428894043) (306,59.965782165527344) (461,59.87706756591797) (251,59.809730529785156) (55,59.67196273803711) (523,59.49906921386719) (89,59.39056396484375) (1452,59.087615966796875) (786,59.05921936035156) (325,58.957489013671875) (311,58.95501708984375) (314,58.928340911865234) (1451,58.85209655761719) (793,58.78517532348633) (326,58.73556137084961)
88: (3279,65.0980224609375) (429,64.56146240234375) (2541,64.48645782470703) (1164,64.45986938476562) (6205,64.2620849609375) (441,64.21456909179688) (2531,64.0418930053711) (1888,63.823326110839844) (1944,63.81480407714844)* (197,63.795013427734375) (4058,63.753936767578125) (1504,63.68388366699219) (3299,63.6270637512207) (612,63.412193298339844) (9825,63.33263397216797) (222,63.32073974609375) (10766,63.276695251464844) (6417,63.258872985839844) (6824,63.24066162109375) (6206,63.1868896484375)
89: (498,61.65557861328125)* (486,61.21953201293945)* (324,59.93368148803711) (540,59.80855941772461) (466,59.735382080078125) (1043,59.59014129638672) (288,59.43393325805664) (693,59.371673583984375)* (537,59.30283737182617) (470,59.302268981933594) (1185,58.98963928222656) (536,58.94266891479492) (544,58.927162170410156) (499,58.90599060058594) (691,58.87605667114258) (344,58.867889404296875) (481,58.864349365234375) (306,58.81364440917969) (461,58.75422286987305) (475,58.48265075683594)
90: (1489,64.36231231689453) (892,64.07637023925781) (8991,63.8977165222168) (2051,63.888858795166016) (1740,63.80519104003906) (69,63.64585494995117) (69,63.64585494995117) (157,63.60615921020508) (289,63.53260040283203) (5267,63.36090850830078) (3603,63.323787689208984) (1123,63.30402755737305) (245,63.29045867919922) (475,62.96186065673828) (366,62.913028717041016) (1686,62.880645751953125) (2044,62.86701965332031) (253,62.848419189453125) (295,62.699440002441406) (6397,62.692291259765625)
91: (1083,62.445865631103516) (875,62.33716583251953) (59,62.03189468383789) (3436,61.992759704589844) (2034,61.9544563293457) (3431,61.94120407104492) (30,61.787010192871094) (1217,61.77481460571289) (852,61.7644157409668) (2938,61.724178314208984) (3285,61.67713165283203) (3430,61.47389221191406) (3451,61.36509323120117) (12314,61.32306671142578) (1886,61.29794692993164) (72,61.1811408996582) (72,61.1811408996582) (1227,61.054771423339844) (3768,61.05399703979492) (1707,61.03230667114258)
92: (289,63.93964385986328)* (463,63.84510040283203) (5988,63.536128997802734) (722,63.39579391479492) (4024,63.1033935546875) (89,62.97366714477539)* (157,62.81303024291992) (468,62.75126266479492) (388,62.71041488647461) (1449,62.68180847167969) (377,62.32356643676758) (330,62.30457305908203) (328,62.29037094116211)* (913,62.28546142578125) (1444,62.25413131713867) (292,62.20033264160156) (1009,62.194820404052734) (161,62.12142562866211) (5947,62.085933685302734) (1613,62.0347900390625)
94: (59,60.32560348510742)* (203,60.06504440307617)* (425,59.89228820800781) (84,59.816184997558594) (208,59.41858673095703) (757,59.35635757446289) (599,59.280967712402344)* (3279,59.2715950012207) (1090,59.23603439331055) (1155,59.22099685668945) (416,59.220176696777344) (432,59.18519592285156) (229,59.1519660949707) (225,59.15026092529297) (615,58.97823715209961) (206,58.963504791259766) (969,58.937294006347656) (56,58.919097900390625) (56,58.919097900390625) (1390,58.86699676513672)
95: (466,61.198089599609375)* (320,60.19461441040039) (55,59.82352066040039)* (523,59.57584762573242) (686,59.49431228637695)* (458,59.48480224609375) (528,59.477962493896484)* (325,59.326454162597656) (291,59.22878646850586)* (318,59.121986389160156) (544,59.121280670166016) (67,59.110069274902344)* (67,59.110069274902344)* (352,58.994667053222656) (161,58.813079833984375) (498,58.79282760620117)* (293,58.751304626464844) (908,58.688804626464844) (790,58.63350296020508) (543,58.589168548583984)*
