userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,59.14292907714844) (51,58.929534912109375)* (1073,58.370018005371094) (3501,57.9581413269043) (1098,57.845367431640625) (1892,57.84344482421875) (238,57.78467559814453) (187,57.74797821044922) (1014,57.695648193359375) (6930,57.506004333496094) (157,57.48530197143555) (3201,57.45361328125) (70,57.34080505371094)* (155,57.183284759521484) (3768,57.1724967956543) (3992,57.14705276489258) (993,57.117950439453125) (1072,57.10118103027344) (1399,57.06779098510742) (59,57.059383392333984)*
61: (261,58.0264778137207)* (1763,57.87900924682617)* (227,57.86199951171875)* (2419,57.84627151489258) (1242,57.73747634887695) (5627,57.64093780517578) (5790,57.561527252197266) (903,57.47920227050781) (270,57.47608184814453)* (5789,57.37972640991211) (5745,57.362449645996094) (8594,57.29524230957031) (1464,57.09316635131836) (2277,57.08334732055664) (7434,56.95071029663086) (572,56.79929733276367) (575,56.78636932373047) (9701,56.71101760864258) (6914,56.69777297973633) (11764,56.68008041381836)
62: (72,59.153018951416016)* (72,59.153018951416016)* (1104,57.811397552490234) (1099,57.072017669677734) (56,56.92943572998047) (56,56.92943572998047) (159,56.851871490478516) (7,56.786781311035156) (377,56.78483581542969) (67,56.74331283569336) (67,56.74331283569336) (1061,56.607418060302734) (172,56.516658782958984) (1705,56.487911224365234) (157,56.47499465942383) (722,56.391883850097656) (233,56.38970947265625) (89,56.35315704345703) (1379,56.291690826416016) (1075,56.253116607666016)
63: (234,57.29924774169922)* (1249,57.146339416503906) (959,57.12970733642578)* (614,56.759315490722656)* (2343,56.73833465576172) (230,56.693870544433594) (982,56.63703536987305) (1513,56.59752655029297) (917,56.57533264160156)* (533,56.500816345214844) (1369,56.47584533691406) (220,56.361061096191406) (176,56.29988098144531) (198,56.193519592285156) (951,56.05504608154297) (724,55.96091842651367) (2347,55.93555450439453) (1415,55.8713493347168) (511,55.846038818359375) (2346,55.80759811401367)
64: (69,53.190635681152344) (69,53.190635681152344) (263,53.09979248046875) (5173,53.033416748046875) (3303,52.99544143676758) (8689,52.57499694824219) (1844,52.47362518310547)* (6004,52.40325164794922) (578,52.27676773071289) (5848,52.25037384033203) (241,52.21012878417969) (2309,52.20744323730469) (12137,52.161705017089844) (12243,51.95366668701172) (57,51.756622314453125) (1620,51.730613708496094) (286,51.71934509277344) (2222,51.695335388183594) (5850,51.58135223388672) (1123,51.54554748535156)
65: (500,53.13858413696289) (497,52.509803771972656)* (779,52.41202163696289) (486,52.36518096923828) (830,52.23786544799805) (1044,52.13880920410156) (1672,52.102256774902344) (1179,52.06971740722656) (537,51.81062316894531) (198,51.768699645996094) (978,51.62385940551758) (815,51.51041793823242) (488,51.51000213623047)* (507,51.46845245361328) (1188,51.447105407714844) (503,51.43172836303711) (813,51.42361068725586) (490,51.3948974609375) (930,51.342445373535156) (7,51.33129119873047)
66: (61,63.147090911865234)* (3768,62.97201919555664) (99,62.95122528076172)* (72,62.82538604736328)* (72,62.82538604736328)* (5258,62.69632339477539) (93,62.651329040527344) (599,62.40696716308594) (193,62.371337890625) (82,62.35452651977539) (187,62.21881866455078) (5833,62.12640380859375) (2039,62.101383209228516) (1083,62.07341766357422) (852,62.04286575317383) (3201,61.996124267578125) (3920,61.771888732910156) (877,61.73117446899414) (68,61.666500091552734)* (68,61.666500091552734)*
68: (289,50.04523849487305)* (468,49.875816345214844)* (349,49.57599639892578)* (310,49.494564056396484) (525,49.48395538330078) (55,49.38592529296875) (329,49.371063232421875)* (314,49.30363082885742)* (907,49.14029312133789) (302,49.13405990600586)* (161,49.11919403076172) (157,49.02268981933594) (331,49.020870208740234) (279,48.931358337402344) (312,48.90928649902344) (2220,48.88996124267578) (1037,48.8229866027832) (352,48.822959899902344) (475,48.7984504699707) (1613,48.65513610839844)
69: (619,51.695045471191406) (3707,51.17683410644531) (617,51.067359924316406) (1946,50.88194274902344)* (2270,50.701210021972656) (7665,50.65213394165039) (1155,50.60824966430664) (629,50.60741424560547) (748,50.554420471191406) (2921,50.55040740966797) (3691,50.49217987060547) (5048,50.405391693115234) (3673,50.28577423095703) (3694,50.25941467285156) (2923,50.24418640136719) (757,50.08059310913086) (3693,50.041770935058594) (1620,50.0357780456543) (440,50.029808044433594) (418,50.02805709838867)
70: (226,55.18085861206055) (424,55.0629997253418) (859,54.98748779296875) (227,54.98313903808594) (56,54.90156173706055) (56,54.90156173706055) (154,54.66870880126953) (173,54.62675857543945)* (88,54.53464889526367) (220,54.464576721191406) (1099,54.21133804321289) (533,54.200836181640625) (159,54.143394470214844) (1090,54.131507873535156)* (1400,54.067378997802734) (229,53.939998626708984)* (233,53.89949417114258) (857,53.88903045654297) (436,53.836177825927734) (5180,53.7952766418457)
71: (917,56.06000900268555)* (1358,55.52006530761719) (841,55.45726776123047) (2746,55.16511535644531) (1369,54.88035202026367) (942,54.78414535522461) (953,54.75382995605469) (370,54.75078582763672) (726,54.702735900878906) (3940,54.699623107910156) (954,54.69656753540039) (928,54.615211486816406) (1339,54.56129837036133)* (1274,54.507911682128906) (843,54.49884033203125)* (198,54.4285888671875) (5485,54.412071228027344) (1360,54.382568359375) (821,54.3658561706543) (937,54.332298278808594)
72: (55,50.94443893432617)* (295,50.93967819213867)* (288,50.84428787231445) (299,50.315582275390625)* (701,50.1705322265625) (349,50.0811653137207) (906,49.715362548828125) (301,49.585350036621094) (352,49.323726654052734) (535,49.21796798706055) (161,49.15809631347656) (461,49.124935150146484) (679,49.09522247314453) (318,49.02508544921875) (296,48.969139099121094)* (311,48.9448127746582) (323,48.852134704589844) (2523,48.83658981323242) (889,48.75019454956055)* (326,48.630069732666016)
73: (72,65.395263671875) (72,65.395263671875) (1014,64.9223403930664) (997,64.51063537597656)* (193,64.39520263671875) (3988,64.28524780273438) (187,64.14270782470703) (1083,64.03121185302734) (61,63.983097076416016) (75,63.91649627685547) (75,63.91649627685547) (1013,63.887535095214844) (1298,63.88216018676758) (1886,63.878807067871094) (3768,63.83518981933594) (878,63.76692199707031) (59,63.692317962646484) (993,63.66671371459961) (99,63.666038513183594) (1019,63.6337776184082)
74: (378,52.75410461425781) (7837,52.42173767089844) (289,52.39738845825195) (295,52.28455352783203) (930,52.20555877685547) (292,51.895843505859375) (176,51.7415771484375) (89,51.735782623291016) (955,51.72297286987305) (11219,51.646854400634766) (300,51.62765884399414) (288,51.62491226196289) (966,51.60428237915039) (333,51.53203201293945) (67,51.50053024291992) (67,51.50053024291992) (257,51.440853118896484) (1475,51.37470626831055) (518,51.33189392089844)* (466,51.3270378112793)
75: (89,54.95117950439453)* (461,54.47352600097656) (498,54.28069305419922)* (458,54.213661193847656) (302,54.17465591430664)* (161,54.049415588378906)* (525,53.48476028442383) (291,53.437679290771484) (680,53.421043395996094) (966,53.415828704833984) (704,53.35993194580078) (328,53.31954574584961) (802,53.317344665527344) (257,53.181400299072266) (1456,53.10969543457031)* (310,53.087100982666016) (523,53.06901168823242) (349,52.871646881103516) (293,52.8602180480957) (542,52.80403518676758)
76: (399,46.78840637207031) (1918,45.94483184814453) (3483,45.81887435913086) (9089,45.443546295166016) (401,45.3016471862793) (10244,45.2208251953125) (5575,45.142757415771484) (2922,44.96662902832031) (5563,44.9072265625) (395,44.82592010498047) (10931,44.75831604003906) (2513,44.55728530883789) (9092,44.491050720214844) (1922,44.4901237487793) (379,44.41109848022461) (374,44.31990432739258) (2515,44.3038215637207) (2798,44.29253387451172) (385,44.18305587768555) (17713,44.111087799072266)
77: (1090,58.1950569152832) (228,58.17417526245117) (65,58.08715057373047) (65,58.08715057373047) (425,57.66744613647461) (689,57.548744201660156)* (1048,57.54747772216797) (2083,57.53214645385742) (199,57.52424240112305) (154,57.4988899230957) (1400,57.465118408203125) (1492,57.450706481933594) (182,57.41229248046875) (298,57.39603805541992) (533,57.348876953125) (903,57.248233795166016) (89,57.162261962890625) (67,57.13172149658203) (67,57.13172149658203) (437,57.116539001464844)
78: (162,52.45650863647461) (5807,51.85080337524414) (1222,51.55018615722656)* (2832,51.16938400268555) (1700,51.12931823730469) (2667,50.99427795410156) (1401,50.930877685546875) (34,50.9097900390625) (370,50.86289978027344) (1099,50.84074020385742) (407,50.838836669921875) (755,50.78874588012695) (3028,50.78108215332031) (831,50.70001983642578) (748,50.69204330444336) (2193,50.682777404785156) (768,50.651885986328125) (1716,50.645652770996094) (2605,50.609161376953125) (512,50.60831832885742)
79: (288,55.17145538330078)* (292,54.92441177368164)* (300,54.64859390258789) (67,54.404022216796875) (67,54.404022216796875) (333,54.365966796875) (701,54.3509521484375) (302,54.247066497802734) (299,54.2430419921875) (349,54.001976013183594) (55,53.925357818603516) (306,53.90892791748047) (455,53.89275360107422) (161,53.880252838134766) (679,53.69230651855469) (344,53.44556427001953) (646,53.385902404785156) (310,53.27615737915039) (523,53.2655143737793) (318,53.14765167236328)
80: (4003,45.38361740112305) (2192,45.086612701416016)* (1678,44.89570236206055) (1550,44.820796966552734) (817,44.6965217590332) (815,44.59567642211914)* (839,44.5518798828125) (2847,44.534183502197266) (850,44.47697830200195) (4503,44.41291046142578) (1551,44.38755798339844) (842,44.37581253051758) (500,44.36859893798828) (1853,44.352996826171875) (4774,44.31332015991211) (3028,44.219966888427734) (2850,44.21616744995117) (3807,44.083221435546875) (5066,44.08134841918945) (503,44.06874465942383)
81: (2236,48.83197021484375)* (6626,48.211307525634766) (6621,47.768096923828125) (2247,47.75535202026367)* (6618,47.68733596801758) (13303,47.61030197143555) (6636,47.50768280029297) (8160,47.469058990478516) (6619,47.42477798461914) (2179,46.81011962890625) (7766,46.803436279296875) (1285,46.79935836791992) (18644,46.716312408447266) (13025,46.71123123168945) (16695,46.65553665161133) (18653,46.63541793823242) (4590,46.592159271240234) (10053,46.573543548583984) (18652,46.47874450683594) (5041,46.4552001953125)
82: (2415,53.53086471557617) (1944,53.39237976074219) (1732,53.26972198486328) (4532,53.17814636230469) (1947,53.13381576538086) (629,53.052547454833984) (5414,52.954063415527344) (211,52.912445068359375) (2401,52.8703727722168) (195,52.83229064941406) (222,52.793724060058594) (618,52.65111541748047) (223,52.647464752197266) (4079,52.59284210205078) (199,52.586334228515625) (2402,52.44371795654297) (2276,52.43148422241211)* (6294,52.42845153808594) (196,52.345558166503906) (7665,52.32985305786133)
83: (5173,54.67194747924805) (610,54.425140380859375) (1411,54.272315979003906) (1178,54.172096252441406) (578,54.171016693115234) (7802,54.08222198486328) (8444,54.06568145751953) (13502,54.05277633666992) (1743,53.990814208984375) (1124,53.88751983642578) (1134,53.789161682128906) (6961,53.77732467651367) (3417,53.704227447509766) (6575,53.6422119140625) (1123,53.57666778564453) (2338,53.474788665771484)* (4548,53.42226791381836) (8230,53.407798767089844) (506,53.386695861816406) (2222,53.37364959716797)
84: (710,56.946773529052734) (952,56.750152587890625) (1412,56.57585906982422)* (841,56.564090728759766) (1803,56.55759811401367)* (1360,56.415138244628906)* (928,56.22124481201172)* (230,56.2102165222168) (951,55.98271560668945) (2797,55.730735778808594) (957,55.57575607299805) (1372,55.561378479003906) (234,55.48474884033203) (2790,55.47618103027344) (956,55.405086517333984) (3083,55.33212661743164) (1044,55.314910888671875)* (377,55.29127502441406) (4460,55.2724494934082) (922,55.124549865722656)
85: (1206,58.70637893676758) (707,58.03020095825195) (234,57.8272819519043) (1513,57.72227096557617) (198,57.64329528808594) (4155,57.2498893737793) (383,57.2042236328125) (1974,57.12281799316406) (868,57.08332443237305) (1119,57.04417419433594) (1814,57.04072570800781) (1412,56.97698974609375) (614,56.90620803833008) (1104,56.904300689697266) (227,56.86408615112305) (857,56.86141586303711) (159,56.85096740722656) (9344,56.730445861816406) (917,56.696449279785156) (163,56.674129486083984)
86: (503,54.14059066772461) (816,53.62899398803711) (2850,53.23780822753906) (1195,53.097068786621094) (1044,52.94013595581055) (198,52.92220687866211) (808,52.89915466308594) (2576,52.823482513427734) (953,52.75306701660156) (810,52.73986053466797)* (846,52.71025466918945) (806,52.68277359008789) (843,52.68232345581055) (1672,52.6124153137207) (1188,52.51799774169922) (1547,52.441349029541016) (1180,52.41786193847656) (1185,52.41107940673828) (1145,52.402587890625) (2744,52.366790771484375)
87: (292,49.79048156738281)* (299,49.71811294555664) (289,49.431583404541016)* (265,49.33815383911133)* (55,49.10719680786133) (1475,49.017826080322266) (701,48.98788833618164) (461,48.572086334228516) (251,48.566612243652344) (89,48.55881881713867) (300,48.51607894897461)* (6308,48.49500274658203) (157,48.25088119506836) (306,48.166831970214844) (333,48.01295852661133) (523,47.98503112792969) (352,47.921730041503906) (291,47.9066047668457) (795,47.903385162353516) (543,47.88359069824219)
88: (4532,58.70651626586914) (1117,58.691139221191406) (418,58.56467056274414) (1944,58.53850555419922)* (5414,58.417476654052734) (632,58.388797760009766) (602,58.30760955810547) (196,58.2797966003418)* (227,58.23236846923828) (618,58.1842041015625) (11900,58.13850402832031) (604,58.104759216308594) (222,58.08327102661133) (615,57.8275260925293) (231,57.73299026489258) (4121,57.62495040893555) (1976,57.600311279296875) (195,57.57471466064453) (4079,57.562652587890625) (445,57.54166030883789)
89: (498,53.36475372314453)* (486,52.13566589355469)* (466,52.06648254394531) (481,51.860137939453125) (540,51.79716110229492) (499,51.775962829589844) (288,51.72972869873047) (1043,51.52784729003906) (537,51.5190544128418) (344,51.3293342590332) (461,51.271888732910156) (693,51.25251388549805)* (324,51.22233581542969) (536,51.15883255004883) (691,51.12946701049805) (816,51.05582046508789) (230,51.020057678222656) (966,51.019813537597656) (681,51.01648712158203) (2619,50.99583053588867)
90: (945,57.64543914794922) (1740,57.380592346191406) (157,57.155181884765625) (1244,57.1070671081543)* (253,56.98210906982422) (13126,56.71261215209961) (1686,56.68750762939453) (730,56.66998291015625) (1489,56.644317626953125) (959,56.5626220703125) (2055,56.500328063964844) (2346,56.25006866455078) (1694,56.22870635986328) (2044,56.20650100708008) (910,56.104698181152344) (727,56.102622985839844) (951,56.06437683105469) (397,56.05408477783203) (245,56.05133056640625) (67,56.04624938964844)
91: (2470,65.03024291992188)* (875,64.43685150146484) (3280,64.30191040039062) (5913,64.19361877441406) (1083,63.646217346191406) (3886,63.524375915527344) (1707,63.510189056396484) (864,63.34033966064453) (1225,63.32632827758789) (871,63.25139236450195) (13891,63.18782043457031) (9971,63.17913055419922) (861,63.13460159301758) (10164,63.09007263183594) (3431,62.96218490600586) (6075,62.959999084472656) (1837,62.89542770385742) (1205,62.84108352661133) (5299,62.834716796875) (3451,62.712162017822266)
92: (374,56.68040466308594) (375,56.47812271118164) (397,56.31757736206055) (2102,56.17164611816406) (3324,55.99151611328125) (4980,55.94832229614258) (1857,55.92902755737305) (393,55.87656784057617) (483,55.72053527832031) (3494,55.6390380859375) (89,55.60566329956055)* (5089,55.54265594482422) (4309,55.53137969970703) (367,55.4799690246582) (5093,55.40568161010742) (722,55.3704948425293) (377,55.36417770385742) (2092,55.33138656616211) (388,55.28639221191406) (390,55.18418502807617)
94: (225,59.238590240478516) (416,59.03001022338867) (425,58.74471664428711) (206,58.71183395385742) (207,58.63568115234375) (618,58.628662109375) (1090,58.60883331298828) (84,58.559783935546875) (237,58.54905319213867) (432,58.52458572387695) (1376,58.520042419433594) (203,58.51991271972656)* (703,58.50544738769531) (81,58.46501159667969) (604,58.41063690185547) (6217,58.36381149291992) (757,58.36287307739258) (615,58.32388687133789) (1400,58.31781005859375) (59,58.25188064575195)*
95: (466,56.99409103393555)* (464,55.72292709350586) (498,55.70541000366211)* (291,55.57548141479492)* (67,55.377777099609375)* (67,55.377777099609375)* (55,55.36752700805664)* (802,55.3530387878418) (686,55.24749755859375)* (458,55.233551025390625) (544,55.21926498413086) (646,55.08884048461914) (1934,55.0598258972168) (528,55.04457092285156)* (680,55.026512145996094) (790,54.97099304199219) (324,54.92811965942383) (1042,54.87746047973633) (1047,54.82280349731445) (293,54.7901496887207)
