userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,12.378839492797852) (187,12.286238670349121) (51,11.998109817504883)* (3992,11.952180862426758) (511,11.848634719848633) (238,11.838972091674805) (159,11.793747901916504) (1824,11.486345291137695) (1073,11.407682418823242) (1394,11.10818099975586) (1098,11.062036514282227) (70,11.033012390136719)* (1892,10.767091751098633) (1836,10.699735641479492) (183,10.617656707763672) (1713,10.327179908752441) (157,10.278861999511719) (1072,10.229265213012695) (57,10.15085220336914)* (59,10.120065689086914)*
61: (5441,11.299920082092285) (366,11.231588363647461) (2988,10.731210708618164) (5745,10.647193908691406) (1763,10.526001930236816)* (261,10.489087104797363)* (2460,10.269070625305176) (11764,10.058208465576172) (6137,9.827583312988281) (227,9.822869300842285)* (11766,9.714298248291016) (705,9.679252624511719) (3747,9.676605224609375) (154,9.591896057128906) (2277,9.57386589050293) (719,9.51650333404541) (81,9.505269050598145) (1761,9.46841049194336)* (447,9.458169937133789) (3741,9.412961959838867)
62: (72,17.0012264251709)* (72,17.0012264251709)* (159,15.47964096069336) (511,14.809389114379883) (1001,12.778264045715332) (1075,12.774014472961426) (166,12.65618896484375) (227,12.556144714355469)* (1104,12.535847663879395) (1098,12.530111312866211) (1394,12.504579544067383) (157,12.496529579162598) (7,12.402684211730957) (88,12.312019348144531) (229,12.308932304382324) (959,12.169432640075684) (172,12.04671859741211) (63,12.030081748962402) (63,12.030081748962402) (233,12.028125762939453)
63: (1249,13.10347843170166) (234,11.969695091247559)* (959,11.655267715454102)* (2346,11.581376075744629) (2343,11.192590713500977) (951,11.187857627868652) (2347,11.112321853637695) (1369,11.102880477905273) (220,11.07093620300293) (724,10.600351333618164) (1513,10.552570343017578) (533,10.46609115600586) (176,10.399484634399414) (982,10.367714881896973) (917,10.338512420654297)* (732,10.245044708251953) (198,9.982440948486328) (1372,9.712921142578125) (614,9.576334953308105)* (511,9.290130615234375)
64: (601,11.369352340698242)* (69,10.863323211669922) (69,10.863323211669922) (3992,10.861198425292969) (2222,10.613523483276367) (7007,9.986544609069824) (1844,9.984606742858887)* (14846,9.869709968566895) (10134,9.82043743133545) (12352,9.799577713012695) (1824,9.772659301757812)* (77,9.767204284667969) (77,9.767204284667969) (1122,9.436782836914062) (511,9.272584915161133) (52,9.247091293334961) (52,9.247091293334961) (2419,9.216602325439453) (56,9.13290023803711) (56,9.13290023803711)
65: (497,14.50317096710205)* (488,14.09530258178711)* (198,13.637588500976562) (1179,13.260329246520996) (1044,13.080365180969238) (500,13.072208404541016) (517,12.86227798461914) (1672,12.789093971252441) (3240,12.52325439453125) (486,12.329663276672363) (978,12.124334335327148) (1091,12.031723022460938) (3946,11.818232536315918) (1104,11.794034004211426) (2206,11.763553619384766) (2956,11.6590576171875) (493,11.578758239746094) (1406,11.480279922485352) (230,11.468724250793457) (536,11.455865859985352)
66: (61,13.60102653503418)* (193,13.338480949401855) (2936,13.0548677444458) (99,12.95667552947998)* (3201,12.695477485656738) (187,12.690134048461914) (852,12.545909881591797) (1079,12.545062065124512) (5833,12.444157600402832) (2559,12.431950569152832) (1897,12.233296394348145)* (3768,12.155291557312012) (1004,12.102707862854004) (4493,12.090519905090332) (905,12.081378936767578) (68,12.049026489257812)* (68,12.049026489257812)* (2937,11.941695213317871) (7347,11.913139343261719) (6742,11.897974014282227)
68: (314,11.767029762268066)* (349,10.4995698928833)* (475,9.892233848571777) (310,9.784997940063477) (4566,9.736931800842285) (907,9.364598274230957) (329,9.343454360961914)* (525,9.157109260559082) (331,9.146958351135254) (468,9.08174991607666)* (302,9.03122329711914)* (1596,8.857583999633789) (1444,8.844306945800781) (312,8.840558052062988) (309,8.79947566986084) (289,8.796486854553223)* (55,8.723468780517578) (2179,8.719367027282715) (485,8.698267936706543) (1037,8.551127433776855)
69: (617,12.634321212768555) (605,11.533315658569336) (547,11.47999382019043) (2923,11.148935317993164) (3227,11.006616592407227) (1613,11.00021743774414) (2247,10.949342727661133) (2698,10.934569358825684) (2921,10.88077163696289) (3317,10.766115188598633) (278,10.666657447814941) (1946,10.630108833312988)* (1979,10.36538028717041) (4586,10.334796905517578) (1620,10.321746826171875) (1941,10.298503875732422) (3707,10.292339324951172) (7470,10.268049240112305) (56,10.243074417114258) (56,10.243074417114258)
70: (220,12.149186134338379) (198,11.767753601074219) (226,11.560754776000977) (88,11.236971855163574) (982,11.218490600585938) (533,11.186700820922852) (154,10.772028923034668) (7,10.583497047424316) (173,10.570608139038086)* (227,10.533350944519043) (1090,10.264472007751465)* (65,10.255043029785156) (65,10.255043029785156) (229,10.21918773651123)* (436,10.015880584716797) (1044,10.009015083312988) (1099,10.005714416503906) (707,9.895403861999512)* (424,9.878030776977539) (1513,9.793583869934082)
71: (917,13.568403244018555)* (2975,13.120808601379395) (1339,12.917468070983887)* (812,12.828897476196289) (949,12.508441925048828) (15,12.375879287719727) (25,12.373357772827148) (953,12.247967720031738) (937,12.226591110229492) (943,12.166994094848633) (1710,12.123590469360352) (843,12.097688674926758)* (518,12.006216049194336) (837,11.783617973327637) (726,11.697038650512695) (944,11.64928913116455)* (2797,11.592061996459961) (503,11.58756160736084) (370,11.55713939666748) (1343,11.535542488098145)
72: (349,11.337040901184082) (295,11.058855056762695)* (701,11.015626907348633) (55,10.934950828552246)* (323,10.838958740234375) (906,10.718398094177246) (288,10.649280548095703) (299,10.547773361206055)* (296,10.520304679870605)* (320,10.431745529174805)* (2523,10.074585914611816) (301,10.046260833740234) (318,9.9121675491333) (915,9.851813316345215) (352,9.771079063415527) (535,9.669888496398926) (326,9.666529655456543) (311,9.517534255981445) (679,9.476372718811035) (543,9.37423038482666)
73: (72,15.049025535583496) (72,15.049025535583496) (159,13.608749389648438) (187,13.443729400634766) (880,13.29848575592041) (1713,12.671699523925781) (75,12.629918098449707) (75,12.629918098449707) (1707,12.432319641113281) (1886,12.413372039794922) (3768,12.26840877532959) (153,12.191206932067871) (1072,12.152545928955078) (1014,12.084124565124512) (1083,11.919753074645996) (59,11.910351753234863) (997,11.845844268798828)* (3988,11.813695907592773) (1892,11.772239685058594) (99,11.768575668334961)
74: (892,10.279730796813965) (1459,10.021683692932129) (360,9.192680358886719) (7399,9.147648811340332) (344,9.097352027893066) (793,9.053805351257324) (456,9.010412216186523) (265,8.980978965759277) (291,8.959232330322266) (1244,8.789453506469727) (289,8.708722114562988) (2035,8.603805541992188) (257,8.585916519165039) (986,8.583537101745605) (2067,8.569931030273438)* (2394,8.53561782836914) (326,8.519696235656738) (333,8.483427047729492) (2396,8.46760368347168) (2031,8.435650825500488)
75: (461,9.993471145629883) (498,9.652349472045898)* (1047,9.417648315429688) (89,9.385954856872559)* (458,9.319794654846191) (302,9.157126426696777)* (324,9.147161483764648) (2020,9.024754524230957) (704,8.947245597839355) (325,8.68300724029541) (802,8.631348609924316) (680,8.604996681213379) (291,8.543424606323242) (321,8.418313026428223) (531,8.415563583374023)* (686,8.33947467803955) (528,8.337039947509766) (318,8.317208290100098) (328,8.208700180053711) (1456,8.20667839050293)*
76: (409,17.084457397460938) (2803,16.990293502807617) (1918,16.80275535583496) (400,16.483163833618164) (2799,15.836512565612793) (2807,15.645803451538086) (2805,15.58594799041748) (5563,15.18315601348877) (5574,15.165453910827637) (10931,14.896385192871094) (9013,14.827013969421387) (1906,14.746012687683105) (399,14.741985321044922) (413,14.57050895690918) (17723,14.509443283081055) (17718,14.407601356506348) (17714,14.346061706542969) (17720,14.315982818603516) (17727,14.30557918548584) (1912,14.302209854125977)
77: (1090,12.912837982177734) (228,12.597448348999023) (1048,12.191707611083984) (225,11.89269733428955) (1376,11.796282768249512) (533,11.55987548828125) (2815,11.427851676940918) (2600,11.3809175491333) (1517,11.216221809387207)* (2524,11.174212455749512) (170,11.076273918151855) (3030,10.968365669250488) (428,10.86064338684082) (159,10.803865432739258) (5439,10.756637573242188) (443,10.728706359863281) (1400,10.680521965026855) (65,10.668438911437988) (65,10.668438911437988) (8830,10.5491361618042)
78: (9766,13.8687105178833) (1099,13.546835899353027) (1104,13.3231840133667) (7639,13.16250991821289) (514,13.075075149536133) (1410,12.704124450683594) (12413,12.364315032958984) (2667,12.012764930725098) (8258,11.97996711730957) (517,11.957695960998535) (7079,11.858226776123047) (238,11.768449783325195) (3240,11.691158294677734) (2699,11.579867362976074) (5444,11.538787841796875) (3236,11.458062171936035) (4734,11.414667129516602) (3245,11.355432510375977) (2193,11.324081420898438) (2209,11.32207202911377)
79: (333,12.32485294342041) (342,12.297505378723145) (701,12.235512733459473) (288,11.918045043945312)* (302,11.892151832580566) (292,11.870404243469238)* (300,11.818852424621582) (349,11.771390914916992) (344,11.691285133361816) (679,11.553718566894531) (320,11.41717529296875) (306,11.2633695602417) (538,11.152494430541992) (301,10.980469703674316) (67,10.965141296386719) (67,10.965141296386719) (1459,10.964773178100586) (293,10.952057838439941) (360,10.829906463623047) (913,10.828863143920898)
80: (2384,12.76433277130127) (2586,12.51085090637207) (815,12.286596298217773)* (814,11.940170288085938) (4175,11.850395202636719) (829,11.847600936889648) (4176,11.68212890625) (4503,11.630560874938965) (850,11.621819496154785) (4508,11.613158226013184) (2382,11.5025634765625) (3236,11.466586112976074) (809,11.464822769165039) (832,11.412468910217285) (811,11.313279151916504) (842,11.30928897857666) (500,11.28846549987793) (839,11.239567756652832) (1557,11.203482627868652) (514,11.181729316711426)
81: (4701,12.702836036682129) (14540,12.176264762878418) (271,11.802648544311523) (617,11.800966262817383) (1613,11.53593921661377) (266,11.165563583374023) (2419,11.003807067871094) (330,10.995302200317383) (1620,10.924152374267578) (3823,10.897022247314453) (1829,10.837528228759766) (1948,10.797831535339355) (3488,10.749343872070312) (11584,10.72154426574707) (1936,10.697881698608398) (1851,10.662079811096191) (2247,10.661691665649414)* (527,10.659822463989258) (16724,10.578222274780273) (11583,10.538289070129395)
82: (632,12.44455623626709) (621,12.060907363891602) (2425,11.712398529052734) (217,11.443772315979004) (2398,11.395445823669434) (6217,11.306253433227539) (418,11.299957275390625) (195,11.119194984436035) (2277,10.803813934326172)* (615,10.653267860412598) (606,10.434718132019043) (199,10.419146537780762) (898,10.410245895385742) (618,10.308305740356445) (1723,10.282794952392578) (3411,10.214324951171875) (444,10.145171165466309) (11739,10.140365600585938) (4532,10.096189498901367) (223,10.071446418762207)
83: (2616,13.763503074645996) (2338,13.426727294921875)* (1178,13.34024429321289) (13633,12.941192626953125) (14248,12.681119918823242) (8836,12.66015911102295) (506,12.600542068481445) (2339,12.552738189697266)* (15972,12.525444984436035) (15965,12.472634315490723) (8454,12.470653533935547) (7509,12.43558406829834) (15970,12.423500061035156) (15966,12.389458656311035) (15971,12.379171371459961) (1790,12.365457534790039) (10381,12.303565979003906) (6945,12.261369705200195) (13502,12.231602668762207) (1172,12.075092315673828)
84: (951,11.39892578125) (952,11.189909934997559) (234,10.529589653015137) (1803,10.49090576171875)* (1360,10.393270492553711)* (2797,10.377033233642578) (1412,10.356184959411621)* (1044,10.346012115478516)* (1372,10.278847694396973) (841,10.01706314086914) (163,9.65275764465332)* (710,9.59992790222168) (1351,9.384479522705078)* (3470,9.34787654876709) (5485,9.305437088012695) (928,9.241640090942383)* (1366,9.211812019348145) (982,9.204075813293457) (1527,9.200541496276855) (868,9.150278091430664)
85: (707,14.87598705291748) (843,14.460561752319336) (234,14.185550689697266) (198,14.123878479003906) (1131,14.0650634765625) (856,13.421943664550781) (370,13.192399978637695) (2172,13.158979415893555) (2794,13.1146821975708) (226,13.025110244750977)* (883,12.927994728088379) (821,12.890681266784668) (952,12.584056854248047) (614,12.56617259979248) (1119,12.499460220336914) (2835,12.352181434631348) (920,12.328742980957031) (881,12.221792221069336) (383,12.174239158630371) (13414,12.120255470275879)
86: (1044,13.845368385314941) (1547,13.042217254638672) (198,12.90392017364502) (503,12.535201072692871) (2744,12.206915855407715) (923,12.195514678955078) (1104,12.185837745666504) (3239,12.030593872070312) (834,11.936325073242188) (953,11.77953815460205) (846,11.7129487991333) (843,11.61304759979248) (25,11.597193717956543) (1672,11.535106658935547) (806,11.490365982055664) (816,11.483129501342773) (818,11.47770881652832) (1281,11.384747505187988) (2211,11.192022323608398) (832,11.13699722290039)
87: (265,13.838738441467285)* (915,13.669661521911621) (290,13.632975578308105) (326,13.555425643920898) (299,13.390355110168457) (644,13.355778694152832) (308,13.338337898254395) (296,13.042177200317383) (386,12.968545913696289) (323,12.730283737182617) (314,12.653895378112793) (292,12.631778717041016)* (360,12.580820083618164) (3491,12.474141120910645) (309,12.366288185119629) (1601,12.299903869628906) (701,12.29149341583252) (291,12.093461990356445) (455,12.068678855895996) (909,12.029593467712402)
88: (615,13.848249435424805) (195,12.625103950500488) (217,12.262937545776367) (898,12.015729904174805) (222,11.87331771850586) (434,11.70252513885498) (1633,11.696998596191406) (426,11.27641487121582) (416,11.167622566223145) (1239,11.093175888061523) (2269,11.034189224243164) (197,11.011306762695312) (6229,10.979646682739258) (3258,10.949780464172363) (1164,10.833978652954102) (429,10.777947425842285) (13454,10.659138679504395) (618,10.623994827270508) (206,10.579154968261719) (6204,10.535304069519043)
89: (498,12.001463890075684)* (481,11.169306755065918) (1043,11.103378295898438) (486,11.059616088867188)* (470,10.971677780151367) (324,10.783750534057617) (540,10.54372501373291) (471,10.386820793151855) (693,10.346818923950195)* (230,10.323042869567871) (1198,10.247392654418945) (344,10.221097946166992) (2619,10.180315971374512) (466,9.992522239685059) (461,9.893000602722168) (536,9.887535095214844) (691,9.698670387268066) (499,9.646122932434082) (1189,9.604812622070312) (679,9.528863906860352)
90: (892,11.86356258392334) (730,11.323457717895508) (3581,11.308562278747559) (2044,11.069669723510742) (1489,11.031469345092773) (986,11.02854061126709) (3598,10.742793083190918) (5452,10.665852546691895) (1464,10.581916809082031) (3588,10.54595947265625) (1459,10.361055374145508) (3585,10.35338020324707) (1244,10.32673454284668)* (3609,10.275812149047852) (3762,10.250265121459961) (1445,10.186720848083496) (945,10.176447868347168) (15460,10.046318054199219) (3611,10.010245323181152) (3757,9.987451553344727)
91: (875,15.543370246887207) (1083,14.600142478942871) (2531,14.546936988830566) (3430,14.545448303222656) (3443,14.416111946105957) (3280,14.381629943847656) (5913,14.239335060119629) (864,14.214286804199219) (866,14.056937217712402) (879,14.039076805114746) (2470,13.841758728027344)* (10859,13.81588363647461) (6730,13.77911376953125) (4058,13.686402320861816) (8910,13.510404586791992) (59,13.429388999938965) (3285,13.425741195678711) (3451,13.328972816467285) (13879,13.32369327545166) (8904,13.303938865661621)
92: (374,10.781221389770508) (396,10.003228187561035) (4036,9.924772262573242) (5093,9.73297119140625) (2446,9.704495429992676) (1857,9.33603572845459) (1029,9.336017608642578) (1810,8.95810317993164) (12281,8.956977844238281) (1803,8.890430450439453) (9087,8.865631103515625) (6292,8.782917022705078) (4264,8.781048774719238) (1148,8.714303970336914) (89,8.69857406616211)* (3091,8.680529594421387) (5094,8.628154754638672) (3096,8.612349510192871) (4041,8.610319137573242) (1059,8.602458953857422)
94: (416,11.343971252441406) (203,10.484756469726562)* (615,10.475324630737305) (225,10.125139236450195) (170,10.11097526550293) (1633,9.951963424682617) (206,9.580554008483887) (59,9.540445327758789)* (1376,9.52099895477295) (84,9.444472312927246) (3279,9.250286102294922) (228,9.239503860473633) (599,9.212899208068848)* (1090,9.208419799804688) (1155,9.188628196716309) (4384,9.151483535766602) (1632,9.107809066772461) (703,9.038572311401367) (715,9.013729095458984) (434,8.965888023376465)
