userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
61: (2277,12.197981834411621) (424,10.747587203979492) (227,10.061151504516602)* (261,9.308854103088379)* (3747,9.075836181640625) (228,8.877035140991211) (1553,8.853937149047852) (215,8.733358383178711) (962,8.224532127380371) (1761,8.221657752990723)* (1763,8.198442459106445)* (5745,8.183773040771484) (5453,7.963589191436768) (989,7.95092248916626) (10418,7.924793243408203) (5441,7.917764186859131) (2460,7.815619945526123) (3057,7.814032077789307) (4818,7.800783157348633) (511,7.784928321838379)
62: (159,9.803150177001953) (72,9.59547233581543)* (72,9.59547233581543)* (229,9.142007827758789) (1379,9.097696304321289) (511,8.835783958435059) (1376,8.82277774810791) (726,8.738163948059082) (227,8.73104190826416)* (157,8.631999015808105) (88,8.569918632507324) (228,8.507926940917969) (3466,8.453261375427246) (3460,8.421232223510742) (75,8.389094352722168)* (75,8.389094352722168)* (4997,8.262150764465332) (163,8.254108428955078) (1001,8.197919845581055) (5000,8.196563720703125)
63: (959,11.936534881591797)* (1406,10.71399974822998) (917,10.223211288452148)* (198,10.049765586853027) (726,10.028345108032227) (396,9.991114616394043) (957,9.951510429382324) (614,9.737886428833008)* (1369,9.58528995513916) (1639,9.46055793762207) (2347,9.40247917175293) (2343,9.115703582763672) (732,8.979605674743652) (854,8.838894844055176)* (1249,8.823548316955566) (724,8.821102142333984) (3473,8.818446159362793) (1415,8.712065696716309) (855,8.664596557617188) (176,8.647106170654297)
64: (258,8.261955261230469) (69,7.705076694488525) (69,7.705076694488525) (578,7.5471415519714355) (601,7.521852970123291)* (913,7.417214393615723) (900,7.367692947387695) (95,7.335278511047363) (1123,7.066246032714844) (8991,6.9930243492126465) (227,6.940567970275879) (4366,6.855557441711426) (1122,6.849722862243652) (3310,6.800332546234131) (261,6.745121479034424) (251,6.713628768920898) (263,6.615374565124512) (5787,6.56603479385376) (180,6.550161838531494) (2054,6.4974517822265625)
65: (198,14.150930404663086) (497,13.524648666381836)* (490,12.846895217895508) (499,12.229814529418945) (1406,11.826435089111328) (707,10.949716567993164) (493,10.6300048828125) (779,10.548826217651367) (810,10.544135093688965) (491,10.538331031799316) (488,10.503012657165527)* (230,10.387191772460938) (813,10.106449127197266) (512,10.098481178283691) (481,9.898001670837402) (1186,9.81429672241211) (537,9.77530288696289) (1179,9.339620590209961) (510,9.313098907470703) (472,9.148566246032715)*
66: (99,10.509255409240723)* (999,10.197607040405273) (1017,10.111295700073242) (5258,9.75284481048584) (91,9.707588195800781) (82,9.70584774017334) (995,9.603307723999023) (72,9.527462005615234)* (72,9.527462005615234)* (877,9.522865295410156) (1000,9.511531829833984) (601,9.400334358215332) (7879,9.332465171813965) (5254,9.242143630981445) (95,9.186555862426758) (187,9.139894485473633) (5261,9.026732444763184) (93,8.977193832397461) (2027,8.867114067077637) (900,8.8623628616333)
68: (289,13.986306190490723)* (468,11.017087936401367)* (294,10.77325439453125)* (475,9.822458267211914) (329,9.455716133117676)* (545,9.445448875427246) (157,9.427021026611328) (1613,9.394559860229492) (349,9.173181533813477)* (310,9.140861511230469) (461,9.100882530212402) (1455,8.962625503540039) (161,8.773272514343262) (325,8.636788368225098) (314,8.586090087890625)* (915,8.521283149719238) (1037,8.492891311645508) (544,8.404679298400879) (525,8.34716510772705) (331,8.176156997680664)
69: (2921,9.782456398010254) (3693,9.649466514587402) (1236,9.371160507202148) (199,9.175585746765137) (3673,9.127006530761719) (88,8.972737312316895) (2923,8.82093334197998) (196,8.820575714111328) (56,8.635603904724121) (56,8.635603904724121) (1117,8.618683815002441) (57,8.586518287658691) (418,8.427409172058105) (3227,8.354372024536133) (138,8.310738563537598) (3700,8.295398712158203) (3691,8.178823471069336) (3707,8.157012939453125) (617,8.139017105102539) (3694,8.13843822479248)
70: (227,12.020251274108887) (707,10.958195686340332)* (703,10.208401679992676) (88,10.009597778320312) (868,9.898579597473145)* (198,9.434670448303223) (159,8.99493408203125) (226,8.975107192993164) (3462,8.825746536254883) (215,8.666744232177734) (230,8.633624076843262) (429,8.454626083374023) (857,8.303841590881348) (533,8.303105354309082) (726,8.274370193481445) (918,8.272889137268066) (716,8.046929359436035) (975,8.012920379638672) (229,8.009966850280762)* (2539,7.993655681610107)
71: (710,11.417210578918457) (5016,11.031842231750488) (928,10.431597709655762) (917,10.054167747497559)* (1338,9.580982208251953) (1355,9.579669952392578) (954,9.457986831665039) (843,9.271345138549805)* (1339,8.992383003234863)* (944,8.986031532287598)* (1364,8.944518089294434) (1274,8.900894165039062) (1261,8.85457706451416) (1374,8.825408935546875) (1179,8.8131742477417) (1257,8.787282943725586) (2975,8.774486541748047) (841,8.771796226501465) (1254,8.749979019165039) (1177,8.698360443115234)
72: (288,11.49107551574707) (349,9.941512107849121) (701,9.741521835327148) (320,9.330039978027344)* (461,8.876653671264648) (55,8.815479278564453)* (1032,8.755672454833984) (161,8.496009826660156) (295,8.475794792175293)* (455,8.422982215881348) (889,8.409669876098633)* (2523,8.347177505493164) (311,8.282914161682129) (299,8.248632431030273)* (301,8.171378135681152) (906,8.149909973144531) (1243,8.095460891723633) (258,8.066807746887207) (680,7.993187427520752) (97,7.958741188049316)
73: (72,12.046834945678711) (72,12.046834945678711) (1013,10.809240341186523) (1713,9.657493591308594) (1707,9.556096076965332) (172,9.519244194030762) (997,9.5167236328125)* (3501,9.20982837677002) (187,9.180122375488281) (880,8.970483779907227) (64,8.633323669433594) (64,8.633323669433594) (99,8.501049041748047) (1295,8.386858940124512) (4871,8.358725547790527) (1014,8.356096267700195) (4308,8.30562973022461) (59,8.275837898254395) (180,8.201240539550781) (878,8.114229202270508)
74: (289,12.04847240447998) (288,9.379220008850098) (1464,8.541396141052246) (701,8.450876235961914) (3063,8.240433692932129) (306,8.203703880310059) (3074,8.07542610168457) (2020,7.962338447570801) (258,7.8770904541015625) (2523,7.857301235198975) (913,7.838144779205322) (792,7.749889850616455) (294,7.744378566741943) (349,7.630062580108643) (3313,7.628034591674805) (739,7.622918605804443) (251,7.611598014831543) (180,7.422061443328857) (253,7.39761209487915) (320,7.396138668060303)
75: (461,11.05535888671875) (294,10.228549003601074) (161,9.517441749572754)* (498,9.43670654296875)* (2020,9.322196960449219) (89,9.1834077835083)* (458,9.124547004699707) (1456,9.065387725830078)* (455,8.927495956420898) (802,8.8456449508667) (1934,8.844112396240234) (302,8.81574535369873)* (291,8.794008255004883) (325,8.787250518798828) (310,8.746697425842285) (403,8.739224433898926) (531,8.6648530960083)* (190,8.62827205657959) (1243,8.56747055053711) (523,8.556957244873047)
76: (2734,10.359491348266602) (3056,10.10598373413086) (1906,9.942038536071777) (4906,9.872968673706055) (18384,9.871601104736328) (17673,9.827893257141113) (8392,9.791614532470703) (409,9.719372749328613) (18380,9.681317329406738) (18383,9.49113941192627) (15165,9.482246398925781) (18378,9.393027305603027) (2805,9.373985290527344) (4904,9.318694114685059) (17727,9.234452247619629) (2806,9.099837303161621) (3837,9.013392448425293) (1932,8.943634033203125) (414,8.894279479980469) (10244,8.853363037109375)
77: (228,9.382218360900879) (4802,9.224513053894043) (533,9.099411010742188) (703,8.74718189239502) (716,8.396883964538574) (2539,8.243851661682129) (2133,8.238703727722168)* (1520,8.143742561340332) (3400,8.056171417236328) (159,8.013362884521484) (4354,7.96341609954834) (7199,7.864480495452881) (1514,7.857996940612793) (1977,7.827417373657227) (428,7.785722255706787) (1516,7.7813920974731445) (614,7.752779960632324) (599,7.716197967529297) (1090,7.6970601081848145) (429,7.6901140213012695)
78: (774,8.887626647949219) (4965,8.529549598693848) (2667,8.398448944091797) (2716,8.004012107849121) (512,7.871124267578125) (4964,7.854042053222656) (2668,7.844226837158203) (64,7.792113304138184) (64,7.792113304138184) (1118,7.7718939781188965) (1716,7.756012916564941) (4971,7.637078285217285) (5071,7.551263809204102) (778,7.496338844299316)* (1790,7.40275764465332) (2669,7.388130187988281) (88,7.360394477844238) (2676,7.358896255493164) (2673,7.1176276206970215) (444,7.106517791748047)
79: (306,11.928959846496582) (288,11.614717483520508)* (701,10.290913581848145) (1032,9.460164070129395) (349,9.167027473449707) (1556,9.044450759887695)* (1243,8.905340194702148) (464,8.847163200378418) (913,8.827371597290039) (2020,8.813061714172363) (455,8.74410629272461) (320,8.683823585510254) (333,8.592055320739746) (292,8.553240776062012)* (97,8.531027793884277) (300,8.510143280029297) (55,8.489449501037598) (342,8.485197067260742) (302,8.480709075927734) (344,8.4662504196167)
80: (3034,11.582893371582031) (4002,11.106828689575195) (4003,11.012015342712402) (4004,10.508280754089355) (3718,10.299959182739258) (3028,10.218805313110352) (4096,10.162832260131836) (1543,10.1373291015625) (4176,10.13261604309082) (2192,10.057918548583984)* (4948,9.938871383666992) (839,9.926786422729492) (3999,9.907249450683594) (5968,9.847705841064453) (4169,9.814346313476562) (1570,9.781509399414062) (10036,9.598566055297852) (1552,9.552072525024414) (5132,9.529725074768066) (809,9.516151428222656)
81: (1613,12.3731689453125) (267,11.869187355041504) (2916,11.403660774230957) (330,11.126879692077637) (9986,10.443978309631348) (3346,10.298904418945312) (8081,10.28161907196045) (8159,9.769088745117188) (5073,9.52322006225586) (1606,9.512320518493652) (3227,9.510411262512207) (11139,9.499717712402344) (1959,9.474455833435059) (2247,9.447616577148438)* (6902,9.441290855407715) (3036,9.389595031738281) (249,9.38498592376709) (12969,9.311624526977539) (6626,9.311214447021484) (6888,9.302453994750977)
82: (199,12.743964195251465) (2139,11.994866371154785) (418,11.300829887390137) (3693,11.259228706359863) (2277,10.914445877075195)* (620,10.77906608581543) (4384,10.661849021911621) (211,10.439020156860352) (3259,10.053314208984375) (430,10.01528549194336) (1633,9.880416870117188)* (703,9.874061584472656) (1944,9.709844589233398) (3691,9.63737964630127) (898,9.634907722473145) (1424,9.627396583557129) (1164,9.597660064697266) (6217,9.529450416564941) (629,9.52755069732666) (416,9.471033096313477)
83: (6952,10.575004577636719) (6951,10.317636489868164) (6953,10.15646743774414) (9065,10.046377182006836) (9049,9.894047737121582) (9067,9.825716972351074) (10873,9.701624870300293) (2613,9.666519165039062) (9043,9.573593139648438) (14646,9.497956275939941) (2320,9.493661880493164)* (16030,9.485522270202637) (16029,9.480705261230469) (2338,9.30396842956543)* (13633,9.218025207519531) (17979,9.179357528686523) (10030,9.151700973510742) (10031,9.068241119384766) (10029,9.04548454284668) (10034,9.027896881103516)
84: (1406,12.481413841247559) (726,11.358637809753418) (957,11.012921333312988) (710,10.8037691116333) (1412,10.683305740356445)* (1803,10.171470642089844)* (952,9.992046356201172) (614,9.523015022277832) (928,9.356224060058594)* (956,9.125079154968262) (230,9.120855331420898) (5016,9.10230827331543) (396,9.062600135803223) (1179,8.907378196716309) (163,8.906978607177734)* (2664,8.858911514282227) (841,8.839777946472168) (2789,8.803092002868652) (227,8.797184944152832) (3473,8.728272438049316)
85: (198,13.47784423828125) (707,13.094579696655273) (1406,11.408476829528809) (917,10.763203620910645) (726,10.513547897338867) (1179,10.232163429260254) (918,9.94260311126709) (957,9.836503982543945) (843,9.71033000946045) (226,9.638870239257812)* (1104,9.596988677978516) (614,9.514143943786621) (1412,9.306685447692871) (188,9.026679039001465) (1119,9.014842987060547) (930,9.012350082397461) (710,8.947418212890625) (1131,8.897881507873535) (489,8.775153160095215) (1118,8.752909660339355)
86: (198,13.43117618560791) (489,11.050776481628418) (512,11.044809341430664) (503,10.334245681762695) (810,10.109189987182617)* (808,10.048112869262695) (3718,10.027255058288574) (497,9.733528137207031) (923,9.322181701660156) (843,9.202163696289062) (1406,9.18346118927002) (4503,9.128268241882324) (3034,9.093705177307129) (510,8.854009628295898) (846,8.849021911621094) (490,8.838639259338379) (818,8.628244400024414) (806,8.584413528442383) (4099,8.515335083007812) (2847,8.507061004638672)
87: (289,13.692267417907715)* (157,10.234811782836914) (306,10.117952346801758) (311,9.918453216552734) (325,9.6217679977417) (296,9.540507316589355) (2020,9.400896072387695) (701,9.385937690734863) (3498,9.026630401611328) (251,8.892705917358398) (523,8.88955307006836) (1450,8.845534324645996) (1464,8.777929306030273) (3500,8.656962394714355) (3063,8.593927383422852) (1451,8.486477851867676) (330,8.41679859161377) (55,8.354348182678223) (265,8.296539306640625)* (299,8.228647232055664)
88: (205,11.276678085327148) (1944,10.202367782592773)* (219,10.008684158325195) (4079,9.874422073364258) (195,9.351119995117188) (418,9.134919166564941) (3673,9.098477363586426) (1633,9.096220970153809) (212,9.031357765197754) (11589,8.99251651763916) (10024,8.977611541748047) (6224,8.962515830993652) (222,8.883763313293457) (9545,8.871647834777832) (2139,8.850987434387207) (4118,8.761331558227539) (10612,8.75734806060791) (1424,8.752738952636719) (1958,8.727221488952637) (3619,8.64677906036377)
89: (498,10.929035186767578)* (405,10.752704620361328) (481,10.733186721801758) (198,10.495190620422363) (499,10.492849349975586) (461,10.178227424621582) (1201,10.112737655639648) (1670,10.041417121887207) (693,9.978480339050293)* (1189,9.867561340332031) (544,9.73819637298584) (538,9.669535636901855) (306,9.541217803955078) (230,9.5003662109375) (537,9.3076810836792) (497,9.210501670837402) (1199,9.121893882751465) (1195,9.089301109313965) (288,9.053735733032227) (1200,9.008922576904297)
90: (1694,9.748918533325195) (717,9.284197807312012) (718,9.215967178344727) (5267,8.90256118774414) (1740,8.67403507232666) (192,8.530506134033203) (721,8.51821517944336) (3466,8.511685371398926) (2051,8.45228099822998) (1123,8.414283752441406) (1122,8.40483570098877)* (583,8.323909759521484) (202,8.22044849395752) (245,8.146032333374023) (180,8.140835762023926) (892,7.885313987731934) (3760,7.865809917449951) (3888,7.819825649261475) (69,7.7878875732421875) (69,7.7878875732421875)
91: (1411,10.133846282958984) (1229,9.92107105255127) (1213,9.646795272827148) (36,9.626453399658203) (3431,9.490429878234863) (1212,9.277987480163574) (3443,9.05378246307373) (72,9.030532836914062) (72,9.030532836914062) (3441,8.824758529663086) (603,8.730412483215332) (3299,8.716657638549805) (1888,8.701059341430664) (3432,8.661847114562988) (27,8.483213424682617) (9997,8.476747512817383) (2470,8.384970664978027)* (1166,8.353041648864746) (3446,8.301807403564453) (1205,8.114513397216797)
92: (289,11.779511451721191)* (329,9.236597061157227) (1456,8.85854434967041) (330,8.694670677185059) (974,8.672213554382324) (1613,8.484190940856934) (913,8.455301284790039) (545,8.408093452453613) (71,8.322990417480469) (71,8.322990417480469) (525,8.310368537902832) (325,8.307605743408203) (1451,8.296279907226562) (990,8.294718742370605) (161,8.25786304473877) (1032,8.159782409667969) (294,8.135995864868164) (722,8.123224258422852) (1009,8.089960098266602) (4105,8.08669662475586)
94: (703,10.135804176330566) (2277,9.422445297241211) (88,9.325460433959961)* (420,9.203985214233398) (4384,9.032221794128418) (430,8.954070091247559) (3693,8.945859909057617) (196,8.925739288330078) (215,8.757651329040527) (1424,8.610361099243164) (1633,8.599649429321289) (228,8.563104629516602) (3259,8.539851188659668) (1957,8.35793399810791)* (416,8.216316223144531) (1155,8.18689250946045) (1400,8.15527057647705) (1390,8.115080833435059) (1166,8.07373332977295) (206,8.072081565856934)
95: (294,10.87645435333252) (2020,9.143943786621094) (161,9.039559364318848) (544,8.992431640625) (1934,8.76449966430664) (466,8.583860397338867)* (55,8.582141876220703)* (1456,8.56064510345459) (291,8.484956741333008)* (458,8.43350601196289) (1580,8.404582977294922) (543,8.391687393188477)* (531,8.33102035522461) (325,8.328051567077637) (528,8.326546669006348)* (1428,8.303335189819336) (318,8.296525001525879) (352,8.286913871765137) (290,8.243191719055176) (293,8.177656173706055)
96: (157,10.850198745727539) (601,9.9087495803833) (180,9.320273399353027) (187,9.083807945251465) (2054,8.93791389465332) (900,8.849003791809082) (253,8.794648170471191) (258,8.760621070861816) (3313,8.670244216918945) (1013,8.615436553955078) (913,8.478474617004395) (959,8.421706199645996) (889,8.263558387756348) (3310,8.144983291625977) (251,8.013333320617676) (3920,7.9485955238342285) (1889,7.930473327636719) (2044,7.907275676727295) (1001,7.833750247955322) (997,7.813377857208252)
